,2011-09-30,2012-03-31,2013-06-30,2013-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-26199.000,,
CostOfGoodsSold,149540.000,157154.000,110027.000,227103.000
DepreciationAndAmortization,,1689.000,,
EarningsPerShareBasic,,-0.020,-0.010,-0.010
EarningsPerShareBasicAndDiluted,-0.010,,,
GeneralAndAdministrativeExpense,208116.000,211366.000,216862.000,164422.000
GrossProfit,96473.000,2251.000,53034.000,63895.000
IncomeTaxesPaidNet,,0.000,,
IncreaseDecreaseInAccountsPayable,,103075.000,,
IncreaseDecreaseInAccountsReceivable,,52214.000,,
IncreaseDecreaseInDeferredRevenue,,15854.000,,
IncreaseDecreaseInInventories,,-382.000,,
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,,0.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,19790.000,,
InterestExpense,-12260.000,-16018.000,-7992.000,-9440.000
InterestPaid,,0.000,,
NetCashProvidedByUsedInFinancingActivities,,40000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,40000.000,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,-66199.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-66199.000,,
NetIncomeLoss,,-264866.000,,-112576.000
NonoperatingIncomeExpense,-12260.000,-16018.000,,
OperatingExpenses,275146.000,251099.000,252192.000,167031.000
OperatingIncomeLoss,-178673.000,-248848.000,-199158.000,-103136.000
OtherNonoperatingExpense,,,-7992.000,-9440.000
ProceedsFromIssuanceOfCommonStock,,0.000,,
ProceedsFromRelatedPartyDebt,,90000.000,,
ProfitLoss,-190933.000,-264866.000,-207150.000,
ProvisionForDoubtfulAccounts,,0.000,,
RepaymentsOfRelatedPartyDebt,,-50000.000,,
ResearchAndDevelopmentExpense,223.000,1613.000,895.000,0.000
Revenues,246013.000,159405.000,163061.000,290998.000
SalesRevenueNet,246013.000,159405.000,163061.000,290998.000
SellingAndMarketingExpense,66807.000,38120.000,34435.000,2609.000
WeightedAverageNumberOfSharesOutstandingBasic,14208702.000,14344067.000,15470304.000,15608141.000
