,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableOtherCurrent,,,,,,,,,,,,,,,,,,4343000.000,4395000.000,3989000.000,3730000.000
AccountsPayableRelatedPartiesCurrent,342000.000,311000.000,194000.000,130000.000,131000.000,98000.000,27000.000,433000.000,394000.000,331000.000,451000.000,443000.000,443000.000,443000.000,440000.000,439000.000,438000.000,299000.000,293000.000,292000.000,283000.000
AccountsPayableTradeCurrent,25890000.000,27082000.000,19656000.000,22708000.000,26588000.000,26644000.000,22627000.000,26760000.000,26083000.000,24596000.000,20454000.000,26248000.000,23695000.000,22702000.000,18248000.000,21482000.000,23869000.000,23443000.000,17946000.000,18280000.000,19993000.000
AccountsReceivableGrossCurrent,,123084000.000,,,,111850000.000,,,,114088000.000,,,,111364000.000,,,,99372000.000,,,
AccountsReceivableNetCurrent,112076000.000,119391000.000,88541000.000,90873000.000,95383000.000,107935000.000,109295000.000,103502000.000,110291000.000,110665000.000,96208000.000,96374000.000,102725000.000,108026000.000,94599000.000,86689000.000,86410000.000,96093000.000,83686000.000,89848000.000,93642000.000
AccountsReceivableRelatedPartiesCurrent,,369000.000,,,,313000.000,,,,5000.000,,,,0.000,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,233000.000,475000.000,379000.000,363000.000,440000.000,1294000.000,335000.000,469000.000,320000.000,255000.000,230000.000,164000.000,665000.000,137000.000,196000.000,118000.000,,,,
AccruedIncomeTaxesCurrent,13609000.000,13849000.000,4136000.000,4633000.000,6458000.000,7049000.000,5735000.000,3949000.000,1190000.000,5290000.000,2009000.000,1398000.000,3271000.000,5872000.000,5702000.000,3862000.000,7226000.000,7998000.000,5035000.000,2942000.000,3544000.000
AccruedLiabilitiesCurrent,83206000.000,83587000.000,74580000.000,68385000.000,66157000.000,69010000.000,77746000.000,72082000.000,72714000.000,69937000.000,67060000.000,68487000.000,69737000.000,63144000.000,65477000.000,65981000.000,73340000.000,69986000.000,61870000.000,69601000.000,68537000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,73714000.000,,,,81248000.000,,,,93485000.000,,,,101043000.000,,,,99255000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-180000.000,,,,-189000.000,,,,-109000.000,,,,-62000.000,,,,-24000.000,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,2768000.000,,,,6308000.000,,,,5449000.000,,,,6251000.000,,,,6597000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,13394000.000,,,,2261000.000,,,,17091000.000,,,,-7759000.000,,,,-50896000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,33629000.000,10446000.000,1023000.000,7560000.000,-8245000.000,-4236000.000,1614000.000,-8584000.000,-3257000.000,11533000.000,17351000.000,17402000.000,15350000.000,-14072000.000,-28156000.000,-67017000.000,-52313000.000,-57517000.000,-65904000.000,-52086000.000,-63466000.000
AdditionalPaidInCapital,216439000.000,217896000.000,219529000.000,220829000.000,221862000.000,223339000.000,222551000.000,225677000.000,227166000.000,228124000.000,230073000.000,232746000.000,231637000.000,232832000.000,235303000.000,236806000.000,238289000.000,239333000.000,248783000.000,252874000.000,257975000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3435000.000,3693000.000,2738000.000,2811000.000,2950000.000,3915000.000,2950000.000,3643000.000,3601000.000,3423000.000,2976000.000,2975000.000,3177000.000,3338000.000,2926000.000,2681000.000,2673000.000,3279000.000,2903000.000,3069000.000,3326000.000
Assets,657199000.000,653946000.000,623317000.000,636673000.000,631023000.000,652532000.000,666786000.000,656200000.000,673707000.000,699910000.000,698779000.000,710824000.000,713579000.000,688585000.000,689221000.000,653257000.000,695439000.000,706491000.000,694425000.000,710719000.000,717575000.000
AssetsCurrent,466005000.000,467269000.000,423230000.000,428851000.000,425707000.000,439522000.000,449360000.000,443498000.000,460241000.000,481292000.000,478665000.000,492784000.000,490096000.000,473875000.000,465758000.000,445069000.000,478978000.000,488576000.000,481658000.000,491206000.000,500344000.000
AuctionRateSecuritiesNoncurrent,,,,,,,2950000.000,2950000.000,1900000.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,,,,,,44290000.000,,,,63302000.000,,,
CashAndCashEquivalentsAtCarryingValue,122064000.000,127412000.000,106159000.000,98960000.000,92974000.000,98735000.000,109360000.000,103906000.000,113287000.000,133733000.000,129533000.000,155080000.000,133017000.000,128537000.000,140374000.000,146116000.000,163856000.000,169729000.000,175382000.000,164740000.000,177650000.000
CashAndCashEquivalentsFairValueDisclosure,,127412000.000,,,,98735000.000,109360000.000,103906000.000,113287000.000,133733000.000,129533000.000,155080000.000,133017000.000,128537000.000,140374000.000,146116000.000,163856000.000,169729000.000,175382000.000,164740000.000,177650000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,32391100.000,32404100.000,32440500.000,32462500.000,32464300.000,32495500.000,32528300.000,32693350.000,32725950.000,32725950.000,32773150.000,32867950.000,32877850.000,32884000.000,32959800.000,33031187.000,33051687.000,33053687.000,33379287.000,33495487.000,33670987.000
CommonStockValue,324000.000,324000.000,324000.000,325000.000,325000.000,325000.000,325000.000,327000.000,327000.000,327000.000,328000.000,329000.000,329000.000,329000.000,330000.000,330000.000,331000.000,331000.000,334000.000,335000.000,337000.000
ConstructionInProgressGross,,,,,,,,,,,,,,2064000.000,,,,1461000.000,,,
CustomerDepositsCurrent,,23647000.000,20945000.000,17839000.000,16241000.000,17605000.000,28287000.000,21261000.000,20632000.000,16242000.000,18628000.000,18074000.000,15794000.000,12379000.000,19149000.000,18595000.000,20783000.000,16188000.000,15789000.000,16959000.000,18954000.000
DebtCurrent,6830000.000,8121000.000,5264000.000,4895000.000,10244000.000,16883000.000,16304000.000,9414000.000,2709000.000,3709000.000,4548000.000,9308000.000,9390000.000,3255000.000,5604000.000,4971000.000,5230000.000,5226000.000,6244000.000,3890000.000,7047000.000
DebtLongtermAndShorttermCombinedAmount,,,,,,,,,,,,,,13211000.000,,,,19379000.000,,,
DeferredTaxAssetsGross,,32076000.000,,,,35920000.000,,,,34206000.000,,,,35817000.000,,,,38122000.000,,,
DeferredTaxAssetsLiabilitiesNet,,22564000.000,,,,25210000.000,,,,26573000.000,,,,28686000.000,,,,32128000.000,,,
DeferredTaxAssetsNet,,28834000.000,,,,32829000.000,,,,31118000.000,,,,33130000.000,,,,35659000.000,,,
DeferredTaxAssetsNetCurrent,,15625000.000,,,,16997000.000,,,,22818000.000,,,,23536000.000,,,,25718000.000,,,
DeferredTaxAssetsNetNoncurrent,,13711000.000,,,,13970000.000,,,,13446000.000,,,,16890000.000,,,,15528000.000,,,
DeferredTaxAssetsValuationAllowance,,3242000.000,,,,3091000.000,,,,3088000.000,,,,2687000.000,,,,2463000.000,,,
DeferredTaxLiabilitiesCurrent,,991000.000,,,,1011000.000,,,,4651000.000,,,,4437000.000,,,,2666000.000,,,
DeferredTaxLiabilitiesNoncurrent,,5781000.000,,,,4746000.000,,,,5040000.000,,,,7303000.000,,,,6452000.000,,,
DefinedBenefitPlanAccumulatedBenefitObligation,,23408000.000,,,,29347000.000,,,,31129000.000,,,,33716000.000,,,,33383000.000,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,,4323000.000,,,,9542000.000,,,,8064000.000,,,,9257000.000,,,,9911000.000,,,
DefinedBenefitPlanBeforeAdoptionOfSFAS158RecognitionProvisionsAccruedBenefitLiability,,17905000.000,,,,23607000.000,,,,24458000.000,,,,,,,,,,,
DefinedBenefitPlanBenefitObligation,,25528000.000,,,,32615000.000,,,,34261000.000,,,,36441000.000,,,,35988000.000,,,
DefinedBenefitPlanDebtSecurities,,0.460,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanEquitySecurities,,0.490,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFive,,943000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFour,,888000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearOne,,616000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearThree,,843000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearTwo,,870000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,644000.000,,,,698000.000,,,,793000.000,,,,873000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,1378000.000,,,,1635000.000,,,,1095000.000,,,,1162000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,917000.000,,,,1151000.000,,,,1416000.000,,,,1085000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,856000.000,,,,947000.000,,,,1089000.000,,,,1369000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,859000.000,,,,929000.000,,,,807000.000,,,,888000.000,,,
DefinedBenefitPlanFairValueOfPlanAssets,,7623000.000,,,,9008000.000,,,,9803000.000,,,,10276000.000,,,,10095000.000,,,
DefinedBenefitPlanFundedStatusOfPlan,,-17905000.000,,,,-23607000.000,,,,-24458000.000,,,,-26165000.000,,,,-25893000.000,,,
DefinedBenefitPlanOtherPlanAssets,,0.050,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,7623000.000,,,,9008000.000,,,,9803000.000,,,,,,,,,,,
DefinedBenefitPlanWeightedAverageAssetAllocations,,1.000,,,,1.000,,,,1.000,,,,1.000,,,,1.000,,,
DerivativeAssetFairValueGrossLiability,,,,,,,,,,,,,,,-19000.000,123000.000,46000.000,,,,
