,2011-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,1584.000,,,,,,,,,,,,,148571.000,126871.000,117632.000,117632.000,117632.000,130708.000,130709.000
AccountsPayableCurrent,,,3194.000,37988.000,19765.000,25377.000,79233.000,70795.000,40109.000,48607.000,115336.000,41596.000,140021.000,151800.000,,,,,,,
AccountsReceivableNetCurrent,,,,,,8993.000,18538.000,3253.000,21160.000,26792.000,15461.000,3652.000,5445.000,5445.000,3652.000,,,,,,
AccruedLiabilitiesCurrent,,,2920.000,9712.000,8376.000,,,7488.000,,,,79297.000,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,,150000.000,37500.000,75000.000,112500.000,150000.000,37500.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,-1908.000,,,-3825.000,-4464.000,,,,7021.000,7628.000,7670.000,7670.000,7670.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,-2360009.000,,,,,,,
AdditionalPaidInCapital,,39998.000,1111779.000,1195937.000,1223408.000,1281801.000,1314266.000,1348618.000,1357200.000,1363494.000,1390654.000,1527730.000,1652295.000,1694538.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,1815170.000,2063244.000,2070705.000,2070705.000,2073142.000,2099358.000,2101795.000
Assets,,2501.000,983788.000,841091.000,655877.000,488934.000,375657.000,270495.000,274982.000,221719.000,180323.000,73213.000,53925.000,55738.000,30233.000,16831.000,5158.000,5837.000,4825.000,3453.000,2957.000
AssetsCurrent,,2501.000,980028.000,836425.000,537863.000,379429.000,274006.000,182553.000,196707.000,153111.000,121382.000,23938.000,14317.000,25796.000,9959.000,5908.000,3261.000,4262.000,3475.000,2328.000,2057.000
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,94050.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationEquipment,,,,,,5450.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,11550.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,,99500.000,,,,,,,,,,,,,,,
Cash,33598.000,2501.000,975598.000,791065.000,450227.000,249504.000,123696.000,,66117.000,18612.000,918.000,19941.000,8527.000,20006.000,5367.000,4968.000,2321.000,3322.000,2535.000,1388.000,
CashAndCashEquivalentsAtCarryingValue,,,,,450227.000,249504.000,123696.000,36876.000,66117.000,18612.000,918.000,19941.000,8527.000,20006.000,,4968.000,2321.000,3322.000,2535.000,1388.000,1117.000
CashFDICInsuredAmount,,,,,250000.000,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,,,,,15.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,,,,,,400000.000
CommonStockParOrStatedValuePerShare,,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,95000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,500000000.000,300000000.000,300000000.000,300000000.000,500000000.000,300000000.000
CommonStockSharesIssued,,8000000.000,75700000.000,76000000.000,76000000.000,76000000.000,76000000.000,76000000.000,76000000.000,76000000.000,76700000.000,91530000.000,124866731.000,170366731.000,298772885.000,19918186.000,20515731.000,20515731.000,20515731.000,25311186.000,25311186.000
CommonStockSharesOutstanding,,8000000.000,75700000.000,76000000.000,76000000.000,76000000.000,76000000.000,76000000.000,76000000.000,76000000.000,76700000.000,91530000.000,124866731.000,170366731.000,298772885.000,19918186.000,20515731.000,20515731.000,20515731.000,25311186.000,25311186.000
CommonStockValue,,8.000,75700.000,76000.000,76000.000,76000.000,76000.000,76000.000,76000.000,76000.000,76700.000,91530.000,124867.000,170367.000,298773.000,19918.000,20515.000,20515.000,20515.000,25311.000,25311.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,138119.000,63564.000,133666.000,,,,,,,,
ConvertibleNotesPayable,,,,,,,,,83437.000,83437.000,19783.000,10120.000,15292.000,,,,,,,,
