,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,2000000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4000000.000,,,,5000000.000,,,,2000000.000,,,,-3000000.000
AllocatedShareBasedCompensationExpense,9000000.000,8000000.000,2000000.000,,5000000.000,5000000.000,5000000.000,,5000000.000,5000000.000,5000000.000,,-1000000.000
AmortizationOfFinancingCosts,5000000.000,6000000.000,5000000.000,5000000.000,5000000.000,4000000.000,4000000.000,5000000.000,4000000.000,,4000000.000,,4000000.000
AssetRetirementObligationAccretionExpense,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000
AssetRetirementObligationLiabilitiesIncurred,1000000.000,,,,1000000.000,,,,,,,,
AssetRetirementObligationLiabilitiesSettled,1000000.000,,,,1000000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,36000000.000,,,,-13000000.000,,,,65000000.000,,,,15000000.000
CostOfNaturalGasPurchases,3000000.000,5000000.000,8000000.000,7000000.000,7000000.000,8000000.000,9000000.000,7000000.000,,,,,
CostOfPurchasedOilAndGas,,,,,,,,,4000000.000,3000000.000,2000000.000,,1000000.000
CurrentIncomeTaxExpenseBenefit,1000000.000,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-51000000.000,,,,10000000.000,,,,,,,,
DeferredOtherTaxExpenseBenefit,,,,,,,,,35000000.000,24000000.000,-16000000.000,,-15000000.000
DepreciationDepletionAndAmortization,198000000.000,214000000.000,228000000.000,235000000.000,224000000.000,253000000.000,260000000.000,246000000.000,113000000.000,97000000.000,132000000.000,120000000.000,126000000.000
DilutiveSecurities,0.000,,,,,,,,,30000.000,,,
EarningsPerShareBasic,,,,,,,,,0.390,0.250,-0.180,,-0.190
EarningsPerShareBasicAndDiluted,-0.380,-0.490,1.250,2.640,0.080,-0.870,0.720,-15.300,,,,,
EarningsPerShareDiluted,,,,,,,,,0.380,0.250,-0.180,,-0.190
EffectiveIncomeTaxRateContinuingOperations,0.360,0.380,0.380,-0.747,,,0.350,,0.000,,0.010,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,,,,,,,,,,,
ExplorationExpense,8000000.000,5000000.000,5000000.000,7000000.000,6000000.000,6000000.000,2000000.000,6000000.000,1000000.000,1000000.000,1000000.000,2000000.000,3000000.000
FairValueAssumptionsRiskFreeInterestRate,0.070,,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,-135000000.000,-290000000.000,381000000.000,1029000000.000,203000000.000,-179000000.000,434000000.000,209000000.000,42000000.000,-105000000.000,43000000.000,-53000000.000,70000000.000
GainLossOnDispositionOfAssets1,,,,,,,,,,82000000.000,-4000000.000,,
GainsLossesOnExtinguishmentOfDebt,-17000000.000,,,,0.000,-41000000.000,0.000,0.000,196000000.000,162000000.000,26000000.000,0.000,-53000000.000
ImpairmentOfOilAndGasProperties,,,1000000.000,,,,0.000,,,,,,
IncomeLossFromContinuingOperations,-99000000.000,-112000000.000,306000000.000,632000000.000,19000000.000,-212000000.000,176000000.000,-3731000000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-155000000.000,-180000000.000,497000000.000,997000000.000,29000000.000,-330000000.000,271000000.000,-4296000000.000,94000000.000,62000000.000,-42000000.000,-140000000.000,-47000000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.420,-0.460,1.250,2.630,0.080,-0.870,0.720,-15.300,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,9000000.000,-6000000.000,-1000000.000,2000000.000,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.040,-0.030,,,0.000,0.000,0.000,0.000,,,,,
IncomeTaxExpenseBenefit,-56000000.000,-68000000.000,191000000.000,365000000.000,10000000.000,-118000000.000,95000000.000,-565000000.000,0.000,0.000,1000000.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,6000000.000,,,,-90000000.000,,,,-32000000.000,,,,2000000.000
IncreaseDecreaseInAccountsReceivable,16000000.000,,,,-38000000.000,,,,-91000000.000,,,,9000000.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,-111000000.000,,,,-14000000.000,,,,-171000000.000,,,,43000000.000
IncreaseDecreaseInInterestPayableNet,53000000.000,,,,53000000.000,,,,43000000.000,,,,48000000.000
IncreaseDecreaseInOtherOperatingAssets,-4000000.000,,,,-23000000.000,,,,1000000.000,,,,-1000000.000
IncreaseDecreaseInOtherOperatingLiabilities,-15000000.000,,,,-13000000.000,,,,9000000.000,,,,-19000000.000
InterestCostsCapitalized,5000000.000,5000000.000,6000000.000,5000000.000,4000000.000,5000000.000,3000000.000,2000000.000,2000000.000,1000000.000,1000000.000,0.000,1000000.000
InterestExpense,79000000.000,80000000.000,76000000.000,83000000.000,84000000.000,81000000.000,84000000.000,81000000.000,84000000.000,73000000.000,74000000.000,81000000.000,83000000.000
LeaseOperatingExpense,47000000.000,50000000.000,48000000.000,48000000.000,47000000.000,47000000.000,45000000.000,47000000.000,42000000.000,38000000.000,37000000.000,42000000.000,40000000.000
