,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-11-05,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrentAndNoncurrent,11267000.000,10102000.000,17135000.000,9483000.000,9323000.000,,10967000.000,13538000.000,12050000.000,18139000.000,15708000.000,8280000.000
AccountsPayableOtherCurrentAndNoncurrent,115000.000,85000.000,68000.000,221000.000,229000.000,,,,,,,
AccountsReceivableNet,11397000.000,16105000.000,13799000.000,18805000.000,13431000.000,,17058000.000,17192000.000,29290000.000,4852000.000,5729000.000,7037000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,3875000.000,2051000.000,191000.000,,,,,,,
AccruedIncomeTaxes,5371000.000,,217000.000,,,,374000.000,2863000.000,454000.000,51000.000,783000.000,2406000.000
AccruedLiabilitiesAndOtherLiabilities,36822000.000,50674000.000,64029000.000,73753000.000,84183000.000,,106777000.000,112092000.000,115441000.000,87305000.000,62314000.000,72883000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2202000.000,,,,3345000.000,,,,6766000.000,
AdditionalPaidInCapitalCommonStock,345855000.000,346321000.000,336573000.000,337625000.000,338342000.000,,340953000.000,340022000.000,341121000.000,342606000.000,355567000.000,369590000.000
AllowanceForDoubtfulAccountsReceivable,,,0.000,,,,0.000,,,0.000,0.000,
Assets,612774000.000,638593000.000,675979000.000,718170000.000,781119000.000,,917741000.000,957621000.000,971112000.000,1001371000.000,1007528000.000,1026026000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,5744000.000,,5797000.000,5839000.000,5751000.000,5894000.000,5857000.000,5840000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,100000.000,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,10000000.000,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,2768000.000,2426000.000,2292000.000,1773000.000,,,,,,,
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,,,,,,,,,,,1000000.000,
CapitalLeaseObligations,,,92000.000,,,,,,,,,
CapitalLeaseObligationsNoncurrent,98000.000,69000.000,133000.000,218000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,167723000.000,101704000.000,33462000.000,26647000.000,32630000.000,,29287000.000,11437000.000,10684000.000,17354000.000,29450000.000,23465000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,21451754.000,21485257.000,20875547.000,21360165.000,21335580.000,,21303702.000,21101574.000,21059230.000,21043563.000,21620544.000,22291222.000
CommonStockSharesOutstanding,21451754.000,21485257.000,20875547.000,21360165.000,21335580.000,,21303702.000,21101574.000,21059230.000,21043563.000,21620544.000,22291222.000
CommonStockValue,212000.000,213000.000,209000.000,214000.000,213000.000,,213000.000,211000.000,211000.000,210000.000,216000.000,223000.000
CommonUnitIssued,5000000.000,,,,,,,,,,,
