,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrentAndNoncurrent,,,7966000.000,,,,,,,,
AccruedLiabilitiesFairValueDisclosure,,,,,121000.000,63000.000,20000.000,106000.000,126000.000,27000.000,133000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,12303000.000,,,,12215000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-214000.000,583000.000,226000.000,547000.000,267000.000,1511000.000,1276000.000,948000.000,-2272000.000,-4686000.000,-4675000.000
AdditionalPaidInCapital,39364000.000,39510000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,39580000.000,39676000.000,39779000.000,39880000.000,39934000.000,40048000.000,39195000.000,39320000.000,39196000.000
Assets,629564000.000,624856000.000,643637000.000,639391000.000,642370000.000,645099000.000,644013000.000,642295000.000,637922000.000,619041000.000,605901000.000
AssetsFairValueDisclosure,,,,,199209000.000,218997000.000,214431000.000,239441000.000,239352000.000,224804000.000,217602000.000
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,208000.000,208000.000,208000.000,,,
AvailableForSaleSecurities,14072000.000,6919000.000,4916000.000,4344000.000,4520000.000,4628000.000,4801000.000,4757000.000,4726000.000,4754000.000,4900000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,4980000.000,4980000.000,4980000.000,4980000.000,4980000.000,4980000.000,4980000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,460000.000,352000.000,179000.000,223000.000,,,
BankOwnedLifeInsurance,16129000.000,16228000.000,16334000.000,16587000.000,16692000.000,16869000.000,17007000.000,17163000.000,17352000.000,17473000.000,17637000.000
BuildingsAndImprovementsGross,,,,,,11508000.000,,,,11608000.000,
Cash,6641000.000,8139000.000,8032000.000,7571000.000,6978000.000,8389000.000,9180000.000,7486000.000,10763000.000,8073000.000,8794000.000
CashAndCashEquivalentsAtCarryingValue,98366000.000,60108000.000,74336000.000,59419000.000,61340000.000,50924000.000,59370000.000,45017000.000,39225000.000,26454000.000,24566000.000
CashCashEquivalentsAndFederalFundsSold,98366000.000,60108000.000,74336000.000,59419000.000,61340000.000,50924000.000,59370000.000,45017000.000,39225000.000,26454000.000,24566000.000
CommonStockHeldInTrust,925000.000,965000.000,978000.000,964000.000,944000.000,964000.000,975000.000,973000.000,947000.000,947000.000,947000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,3192119.000,3192119.000,3188665.000,3188665.000,3188665.000,3188665.000,3184403.000,3189668.000,3189668.000,3190430.000,3228898.000
CommonStockSharesOutstanding,3192119.000,3192119.000,3188665.000,3188665.000,3188665.000,3188665.000,3184403.000,3189668.000,3189668.000,3190430.000,3228898.000
CommonStockValue,31000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000
CompensationAndBenefitsTrust,972000.000,1014000.000,1025000.000,1011000.000,992000.000,1013000.000,1022000.000,1022000.000,994000.000,994000.000,994000.000
DeferredTaxAssetsGross,,,,,,6463000.000,,,,8801000.000,
DeferredTaxAssetsNet,,,,,,4978000.000,,,,8368000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,1988000.000,,,,1369000.000,
DeferredTaxAssetsOther,,,,,,79000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,1446000.000,,,,1620000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,188000.000,,,,171000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,2158000.000,,,,2211000.000,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,,,,3053000.000,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,,984000.000,,,,,
DepositLiabilitiesAccruedInterest,,,,,,63000.000,,,,27000.000,
Deposits,553446000.000,550014000.000,560446000.000,561833000.000,563553000.000,566356000.000,563992000.000,561012000.000,560464000.000,543769000.000,531563000.000
DepositsMoneyMarketDeposits,,,,,,94229000.000,,,,79363000.000,
DepositsNegotiableOrderOfWithdrawalNOW,,,,,,71024000.000,,,,71681000.000,
DepositsSavingsDeposits,,,,,,95227000.000,,,,100758000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,445537.000,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,394151.000,330657.000,301683.000,242737.000,197000.000,143844.000
EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,,,,,,1237836.000,,,,2005826.000,
EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares,,,,,,128138.000,,,,136285.000,
EmployeeStockOwnershipPlanESOPNumberOfCommittedToBeReleasedShares,,,,,,90353.000,,,,82206.000,
EmployeeStockOwnershipPlanESOPSharesInESOP,,,,,,218491.000,,,,218491.000,
EscrowDeposit,,,,,,216000.000,,,,123000.000,
ExcessCapitalToRiskWeightedAssets,,,,,,0.020,,,,0.020,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,,100000.000,,,,100000.000,
FederalFundsSold,78882000.000,39130000.000,54954000.000,40456000.000,42891000.000,31034000.000,38677000.000,26018000.000,16938000.000,6847000.000,4227000.000
FederalHomeLoanBankStock,1190000.000,1124000.000,1051000.000,1051000.000,979000.000,959000.000,959000.000,771000.000,771000.000,771000.000,771000.000
FederalReserveBankStock,,,1325000.000,1273000.000,1333000.000,1381000.000,1381000.000,1387000.000,1387000.000,1394000.000,1394000.000
FinancingReceivableAllowanceForCreditLosses,,,,,5249000.000,5470000.000,5488000.000,5543000.000,5669000.000,5604000.000,5619000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,3756000.000,3448000.000,3580000.000,3622000.000,3475000.000,3411000.000,3519000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,1493000.000,2022000.000,1908000.000,1921000.000,2194000.000,2193000.000,2100000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,323725000.000,324453000.000,317957000.000,308913000.000,309774000.000,316420000.000,310994000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,28801000.000,22335000.000,21277000.000,18465000.000,20972000.000,21015000.000,22341000.000
FinancingReceivableModificationsRecordedInvestment,,,,,,9300000.000,6500000.000,6300000.000,6200000.000,7200000.000,7200000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment,,,,,,7200000.000,,,,,
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,,127000.000,503000.000,714000.000,,,124000.000,804000.000
FinancingReceivableRecordedInvestmentCurrent,,,,,332141000.000,332478000.000,327935000.000,318014000.000,321281000.000,327735000.000,322127000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,,19430000.000,13145000.000,9361000.000,8675000.000,8120000.000,8440000.000,9068000.000
FinancingReceivableRecordedInvestmentPastDue,,,,,20385000.000,14310000.000,11299000.000,9364000.000,9465000.000,9700000.000,11208000.000
FiniteLivedCoreDepositsGross,,,,,,630000.000,,,,630000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,593000.000,,,,605000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,13000.000,,,,12000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,12000.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,12000.000,,,,13000.000,
FiniteLivedIntangibleAssetsNet,,,,,,37000.000,,,,25000.000,
