,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,377597.000,,,,294176.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1731025.000,,,,-1953973.000
Depreciation,,,1254.000,1300.000,1300.000,1355.000,1307.000
EarningsPerShareBasicAndDiluted,-4.180,-0.400,-0.360,-0.480,-0.410,-0.790,-0.140
GeneralAndAdministrativeExpense,2001706.000,1555938.000,1235018.000,1206943.000,1091647.000,1348117.000,1171325.000
IncreaseDecreaseInAccountsPayable,,,1388708.000,,,,-261670.000
IncreaseDecreaseInAccruedLiabilities,,,-409963.000,,,,-321973.000
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,397.000
IncreaseDecreaseInPrepaidExpense,,,-45131.000,,,,-7025.000
InterestIncomeOther,,,20566.000,16661.000,13239.000,10413.000,7946.000
InvestmentIncomeInterest,2101.000,,,,,,
InvestmentIncomeInvestmentExpense,,-18853.000,,,,,
LeaseAndRentalExpense,,,28700.000,28700.000,28700.000,28900.000,38000.000
LicenseCosts,,,32364.000,68616.000,98908.000,72626.000,77702.000
NetCashProvidedByUsedInFinancingActivities,,,2130.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,2130.000,,,,
NetCashProvidedByUsedInInvestingActivities,,,-7432.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-7432.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,-1725723.000,,,,-1953973.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1725723.000,,,,-1953973.000
NetIncomeLoss,-2097730.000,-3080222.000,-3128450.000,-4139472.000,-3526071.000,-7590641.000,-1673235.000
NonoperatingIncomeExpense,,28443.000,21780.000,16661.000,13239.000,10413.000,7946.000
OperatingExpenses,2099831.000,3108665.000,3150230.000,4156133.000,3539310.000,7601054.000,1681181.000
OperatingIncomeLoss,-2099831.000,-3108665.000,-3150230.000,-4156133.000,-3539310.000,-7601054.000,-1681181.000
OperatingLeasesRentExpenseMinimumRentals,,,5000.000,,,,
OtherIncome,2101.000,,1214.000,,,,
OtherNonoperatingIncome,,9590.000,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,7432.000,,,,
PreferredStockDividendsIncomeStatementImpact,178286.000,,,,,,
PreferredStockRedemptionDiscount,31465.000,,,,,,
ProceedsFromStockOptionsExercised,,,2130.000,,,,
ResearchAndDevelopmentExpense,47977.000,1505116.000,1882848.000,2880574.000,2348755.000,6180311.000,432154.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,0.671,,0.590,0.563,0.547,-1.110,0.541
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,0.651,,0.535,0.547,0.536,-1.082,0.539
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,0.021,,0.022,0.017,0.017,-0.030,0.026
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,0.018,,0.008,0.013,0.013,-0.021,0.023
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,-2647.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,27000.000,,,,88000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,-0.798,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,1.390,,,,2.890
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,551912.000,7792050.000,8583259.000,8584661.000,8585406.000,-16760009.000,11619197.000
