,2011-07-01,2011-09-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25
AccountsPayableTradeCurrent,2761300.000,2372600.000,2752400.000,3083000.000,3271200.000,4725300.000,3267800.000,4057100.000,4410500.000,5692700.000,4474300.000,4609500.000,5194400.000,8119900.000,6520400.000,7363900.000,6758100.000
AccountsReceivableNetCurrent,2676800.000,2360200.000,3424900.000,3314300.000,3673900.000,4185400.000,4385000.000,4687700.000,5027200.000,5980100.000,5776800.000,5962400.000,8336500.000,12171400.000,11332400.000,10738500.000,10527700.000
AccruedEmployeeBenefitsCurrent,466700.000,375900.000,440800.000,,,,,,,,,,,,,,
AccruedSalariesCurrent,,,,601500.000,230900.000,556200.000,247100.000,480200.000,328300.000,721200.000,151900.000,587200.000,235900.000,895700.000,588500.000,773100.000,575500.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1822800.000,1874700.000,1991300.000,2055200.000,1878200.000,1963300.000,2057400.000,2159900.000,2272300.000,2393800.000,2515200.000,941100.000,1116000.000,1296600.000,1475800.000,1660300.000,1846700.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-41100.000,-49400.000,-44500.000,-43000.000,-21200.000,-25300.000,-20800.000,38000.000,17300.000,51300.000,72900.000,134400.000,125200.000,183600.000
AdditionalPaidInCapital,3438900.000,3474000.000,3552400.000,3764100.000,3764100.000,3764100.000,3764100.000,3764100.000,3764100.000,3764100.000,3877900.000,3877900.000,3877900.000,3877900.000,3877900.000,3877900.000,3867100.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,0.000,0.000,,,,326500.000,342800.000,0.000,0.000,0.000,,,
AllowanceForDoubtfulAccountsReceivable,,,,250000.000,302400.000,432000.000,404400.000,502200.000,456300.000,579800.000,446800.000,179000.000,279000.000,513100.000,563100.000,638200.000,489300.000
AllowanceForDoubtfulAccountsReceivableCurrent,70000.000,140000.000,298000.000,250000.000,302400.000,432000.000,404400.000,502200.000,456300.000,253300.000,104000.000,179000.000,279000.000,513100.000,563100.000,638200.000,489000.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,35000.000,,,,,,,,,,,,,,
AllowanceForNotesAndLoansReceivableCurrent,,,,35000.000,,,,,,,,,,,,,
Assets,6211700.000,5999200.000,7661800.000,10406700.000,10908100.000,11265100.000,11654800.000,12191800.000,12607900.000,14001500.000,14109700.000,15566000.000,17480900.000,21731100.000,22037700.000,21779700.000,21845300.000
AssetsCurrent,4122200.000,3675700.000,5041800.000,4758900.000,5214400.000,5640600.000,5933100.000,6482800.000,6820300.000,7768500.000,7725300.000,8013400.000,9790100.000,13935500.000,14045300.000,13458700.000,13183500.000
AssetsNoncurrent,2089500.000,2323500.000,2620000.000,5647800.000,5693700.000,5624500.000,5721700.000,5709000.000,5787600.000,6233000.000,6384400.000,7552600.000,7690800.000,7795600.000,7992400.000,8321000.000,8661800.000
BuildingsAndImprovementsGross,,,,,,1433000.000,,,,1584900.000,,,,1595400.000,,,
CapitalLeaseObligationsCurrent,,50000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,200800.000,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,0.000,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,1510500.000,,,,873900.000,,,
Cash,241700.000,209600.000,394500.000,84300.000,344400.000,15200.000,58000.000,338300.000,123400.000,652000.000,405100.000,673600.000,317200.000,315900.000,639600.000,935700.000,672400.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000
CommonStockSharesIssued,16245961.000,16245961.000,16305961.000,16305961.000,16305961.000,16279074.000,16279074.000,16279074.000,16279074.000,16279074.000,16479074.000,16479074.000,16479074.000,16479074.000,16479074.000,16479074.000,18206583.000
CommonStockSharesOutstanding,16123470.000,16123470.000,16305961.000,16183470.000,16305961.000,16156583.000,16156583.000,16156583.000,16156583.000,16156583.000,16356583.000,16356583.000,16356583.000,16356583.000,16356583.000,16356583.000,18206583.000
CommonStockValue,16300.000,16300.000,16400.000,16400.000,16400.000,16400.000,16400.000,16400.000,16400.000,16400.000,16600.000,16600.000,16600.000,16600.000,16600.000,16600.000,18400.000
DebtInstrumentFaceAmount,,,,2388000.000,,,,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,0.039,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,,,,,69700.000,49000.000,28000.000,67900.000,57300.000,56000.000,36000.000,47000.000,38100.000,29200.000,20100.000,11100.000
DeferredRentCreditCurrent,0.000,13300.000,38100.000,,,,,,,,,,,,,,
DeferredRentCreditNoncurrent,,,,14700.000,16700.000,18800.000,20200.000,20200.000,20200.000,20100.000,87200.000,99500.000,175400.000,184800.000,323100.000,318900.000,1264400.000
DeferredTaxAssetsDerivativeInstruments,,,,,,26900.000,,,,12600.000,,,,8900.000,,,
DeferredTaxAssetsGrossCurrent,,,,,,462400.000,,,,333500.000,,,,792200.000,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,1070800.000,,,,956500.000,,,,521800.000,,,
DeferredTaxAssetsInventory,,,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,1151900.000,,,,600000.000,,,,207200.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,976100.000,976100.000,689500.000,641600.000,475100.000,127400.000,266500.000,256500.000,307500.000,56600.000,-585000.000,,,
DeferredTaxAssetsNetCurrent,296300.000,290000.000,447800.000,447300.000,447300.000,462400.000,462400.000,462400.000,634800.000,333500.000,282000.000,383400.000,382900.000,792200.000,935500.000,804400.000,1162500.000
DeferredTaxAssetsNetNoncurrent,1101600.000,1086100.000,1129800.000,,,,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,589400.000,,,,1106600.000,,,,2166800.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,3055000.000,,,,1073400.000,,,,1397400.000,,,
DeferredTaxAssetsOther,,,,,,30900.000,,,,32200.000,,,,23700.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,-381300.000,,,,-690000.000,,,,-1106800.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,,38000.000,,,,71800.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,162500.000,,,,95200.000,,,,193000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,,,,,,69600.000,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,585000.000,870600.000,854300.000,1306900.000
DefinedBenefitPlanFundedPercentage,,,,,,1.000,,,,1.000,,,,,,,
DerivativeBasisSpreadOnVariableRate,,,,0.025,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,65800.000,,,,,,,,,,,,,
DerivativeFixedInterestRate,,,,0.014,,,,,,,,,,,,,
EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares,,,,,,1136480.000,,,,842719.000,,,,1042719.000,,,
EmployeeStockOwnershipPlanESOPNumberOfCommittedToBeReleasedShares,,,,,,0.000,,,,0.000,,,,0.000,,,
