,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,284361.000,709283.000
AccountsReceivableNetCurrent,8450.000,198573.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,12950.000,35870.000
AdditionalPaidInCapital,18248582.000,20184244.000
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000
Assets,13996115.000,13987248.000
AssetsCurrent,4821775.000,3212238.000
BusinessCombinationContingentConsiderationLiabilityCurrent,0.000,
CashAndCashEquivalentsAtCarryingValue,4678473.000,2897199.000
CashFDICInsuredAmount,250000.000,
CashUninsuredAmount,4197483.000,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,7.430,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,222230.000,
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,45000000.000,45000000.000
CommonStockSharesIssued,9022308.000,9404462.000
CommonStockSharesOutstanding,9022308.000,9404462.000
CommonStockValue,9022.000,9404.000
DeferredIncomeTaxLiabilities,700106.000,
DeferredOfferingCosts,0.000,
DeferredTaxAssetsGross,875750.000,
DeferredTaxAssetsNet,700106.000,
DeferredTaxAssetsOperatingLossCarryforwards,456551.000,
DeferredTaxAssetsOther,51.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,19913.000,
DeferredTaxAssetsTaxDeferredExpenseOther,382648.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,16587.000,
DeferredTaxAssetsValuationAllowance,175644.000,
DeferredTaxLiabilities,0.000,
DeferredTaxLiabilitiesOtherFiniteLivedAssets,690754.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,9352.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,313753.000,739745.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,12147.000,18334.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,1573201.000,1579764.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,536911.000,536911.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,712548.000,715572.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,1372205.000,1905355.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,1573201.000,2106352.000
FiniteLivedIntangibleAssetsGross,6164700.000,
FiniteLivedIntangibleAssetsNet,5780213.000,6862288.000
Goodwill,3271815.000,3755179.000
IntangibleAssetsNetExcludingGoodwill,5780213.000,6862288.000
Liabilities,284361.000,709283.000
LiabilitiesAndStockholdersEquity,13996115.000,13987248.000
LiabilitiesCurrent,284361.000,709283.000
NotesPayableRelatedPartiesClassifiedCurrent,0.000,
OperatingLeasesFutureMinimumPaymentsDue,320337.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,113505.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,76201.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,130631.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,134852.000,116466.000
PropertyPlantAndEquipmentGross,135262.000,193413.000
PropertyPlantAndEquipmentNet,122312.000,157543.000
RetainedEarningsAccumulatedDeficit,-4545850.000,-6915683.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,200000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,4.500,
StockholdersEquity,13711754.000,13277965.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,13711754.000,13277965.000
