,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,53404.000,94820.000,75483.000,148122.000,187027.000,405875.000,566495.000,391608.000
AccruedLiabilitiesCurrent,,,1550.000,10819.000,19471.000,31154.000,58479.000,55358.000
AccruedRoyaltiesCurrent,,,,,,,,96033.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1412.000,1663.000,1914.000,0.000,0.000,0.000,0.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-6725.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6725.000,,,,,,,
AdditionalPaidInCapital,599229.000,641122.000,642115.000,1111260.000,2110927.000,2235877.000,3835263.000,3860253.000
AllowanceForDoubtfulAccountsReceivable,0.000,0.000,0.000,,,,,
Assets,51451.000,28857.000,84885.000,302093.000,1088776.000,1084494.000,2125057.000,1370987.000
AssetsCurrent,45866.000,23073.000,79352.000,252093.000,1038776.000,1034494.000,2075057.000,1320987.000
BankOverdrafts,,,1172.000,0.000,0.000,0.000,0.000,
CashAndCashEquivalentsAtCarryingValue,32606.000,11710.000,,227093.000,38776.000,34494.000,1055336.000,296907.000
ClassOfWarrantOrRightOutstanding,0.000,,,,1666667.000,1666667.000,1666667.000,1666667.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,15144885.000,15144885.000,15244885.000,4630018.000,33430018.000,33430018.000,34071862.000,33571862.000
CommonStockSharesOutstanding,15144885.000,15144885.000,15244885.000,4630018.000,33430018.000,33430018.000,34071862.000,33571862.000
CommonStockSharesSubscribedButUnissued,,,2500000.000,,,,2500000.000,
CommonStockValue,1514.000,1514.000,1524.000,463.000,3343.000,3343.000,3407.000,3357.000
DeferredTaxAssetsGross,73800.000,112100.000,,,,,,
DeferredTaxAssetsGrossCurrent,,,250500.000,,,,795500.000,
DeferredTaxAssetsLiabilitiesNetCurrent,3465.000,,,,,,0.000,
DeferredTaxAssetsNet,,,,,,,0.000,
DeferredTaxAssetsNetCurrent,,,,,,,0.000,
DeferredTaxAssetsValuationAllowance,,112100.000,112100.000,,,,544000.000,
DerivativeLiabilities,25.000,,,,,,,
DueFromRelatedPartiesCurrent,8153.000,9731.000,7010.000,0.000,0.000,0.000,0.000,
FiniteLivedIntangibleAssetsGross,,,,,,,50000.000,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,50000.000,50000.000,50000.000,,50000.000
IntangibleAssetsNetExcludingGoodwill,3630.000,4080.000,4080.000,0.000,0.000,0.000,0.000,
Investments,,15.000,,,,,,
Liabilities,53404.000,94820.000,178205.000,158941.000,206498.000,437029.000,624974.000,446966.000
LiabilitiesAndStockholdersEquity,51451.000,28857.000,84885.000,302093.000,1088776.000,1084494.000,2125057.000,1370987.000
LiabilitiesCurrent,53404.000,94820.000,178205.000,158941.000,206498.000,437029.000,624974.000,446966.000
MarketableSecuritiesCurrent,25.000,15.000,,,,,,
NotesPayable,,,100000.000,0.000,0.000,0.000,0.000,
OperatingLossCarryforwards,,,,,,,2339898.000,
OtherPrepaidExpenseCurrent,,,,,8667.000,8667.000,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,0.000,0.000,0.000,
PrepaidExpenseCurrent,1617.000,1617.000,,25000.000,1000000.000,1000000.000,1019721.000,1024080.000
PropertyPlantAndEquipmentGross,3367.000,3367.000,3367.000,,,,0.000,
PropertyPlantAndEquipmentNet,1955.000,1704.000,1453.000,0.000,0.000,0.000,0.000,
RestrictedCashAndCashEquivalents,,,72342.000,0.000,0.000,0.000,0.000,
RetainedEarningsAccumulatedDeficit,-595971.000,-708599.000,-736959.000,-971779.000,-1232653.000,-1592466.000,-2339898.000,-2940910.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,0.000,,,,,,34071862.000,
SharesOutstanding,,,15244885.000,,,,,
StockholdersEquity,-1953.000,-65963.000,-93320.000,143152.000,882278.000,647465.000,1500083.000,924021.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1953.000,-65963.000,-93320.000,143152.000,882278.000,647465.000,1500083.000,924021.000
