,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,3989.000,6562.000,7666.000,,37791.000,86509.000,122842.000,180614.000,37856.000,29579.000,30787.000,33281.000,43126.000,47991.000,55879.000,60930.000,115462.000,116813.000,176653.000,491079.000
AccountsPayableRelatedPartiesCurrent,2321.000,2315.000,2316.000,,,,,,,,58250.000,58250.000,58250.000,59750.000,55250.000,0.000,157941.000,144635.000,167348.000,132442.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,144406.000,,
AccountsReceivableNetCurrent,692.000,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,216.000,-1168.000,,,,,,,,,251.000,440.000,628.000,816.000
AdditionalPaidInCapital,43533.000,43533.000,8700.000,,6200.000,271533.000,493616.000,937782.000,,,,,,,,,9279777.000,9593971.000,42749211.000,42812999.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,2203828.000,5223278.000,5216078.000,5131528.000,5408128.000,5534628.000,5661128.000,6299044.000,,,,
AdditionalPaidInCapitalPreferredStock,,,,,,,,,5262500.000,,,,,,,,,,,
Assets,11448.000,12706.000,12380.000,,552809.000,325146.000,222292.000,16282.000,5684.000,4558.000,2149.000,9028.000,13322.000,9932.000,9023.000,11162.000,2888.000,72831.000,246575.000,63678.000
AssetsCurrent,5097.000,6681.000,6681.000,,363477.000,292421.000,180060.000,493.000,5684.000,4558.000,2149.000,9028.000,13322.000,9932.000,9023.000,11162.000,877.000,71008.000,244941.000,54284.000
Cash,,201.000,201.000,,363477.000,287421.000,180060.000,493.000,5684.000,4558.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,3775.000,201.000,201.000,,,,,,5684.000,4558.000,,9028.000,13322.000,9932.000,9023.000,7162.000,60.000,70191.000,244124.000,25717.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,,,,,9028.000,,,,,,,,
CashEquivalentsAtCarryingValue,,,,,,,,,,,2149.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,,0.001,0.001,0.001,0.000,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,-300.000,-300.000,,250.000,250.000,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,650000000.000,,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000
CommonStockSharesIssued,69666781.000,69666781.000,418000686.000,,443000686.000,443000686.000,443000686.000,443000686.000,443001.000,26643001.000,28893001.000,30293001.000,30643001.000,30893001.000,31143001.000,27926334.000,31498233.000,33731186.000,46331186.000,46357572.000
CommonStockSharesOutstanding,69666781.000,69666781.000,418000686.000,,443000686.000,443000686.000,443000686.000,443000686.000,443001.000,26643001.000,28893001.000,30293001.000,30643001.000,30893001.000,31143001.000,27926334.000,30498233.000,32731186.000,45331186.000,45357572.000
CommonStockSharesSubscribedButUnissued,,,,,,,,,,,,,,,,,,,26386.000,
CommonStockSharesSubscriptions,,,,,,,,,,-200.000,,,,,,,,,,
CommonStockValue,6967.000,6967.000,41800.000,,,,,44300.000,44300.000,2664300.000,2889300.000,3029300.000,3064300.000,3089300.000,3114300.000,2792633.000,3150.000,3373.000,4633.000,4636.000
CommonStockValueOutstanding,,,,,44300.000,44300.000,44300.000,,,,,,,,,,,,,
ConvertibleDebtCurrent,,,,,,,,,,,,,164045.000,,,,251045.000,251045.000,,
ConvertibleDebtNoncurrent,,,,,,,,,,250000.000,69569.000,94881.000,,,,44865.000,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,250000.000,,,,,236350.000,236350.000,236350.000,50400.000,52245.000,,
ConvertibleNotesPayable,,,,,,,,,,,,,164045.000,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,247000.000,240550.000,236350.000,236350.000,174045.000,216045.000,236045.000,136350.000,136350.000,,1194200.000
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,,,,,10.000,10.000,10.000,10.000,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,,,,,,,2.418,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,-14135.000,8600.000,,,
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,,6755.000,,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,,,,,,,,453750.000,302500.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,256700.000,394000.000,,,,,,,,,,3685800.000,3967900.000,,15100600.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,644900.000,,,,,,,,3220200.000,,,,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,,,,,,,,,,,10495875.000,
DeferredTaxAssetsValuationAllowance,,,,,,256700.000,394000.000,-644900.000,,,,,,,,-3220200.000,,,4239405.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,-2620000.000,-2755900.000,-2834800.000,-2859300.000,-2990600.000,-3048800.000,-3108600.000,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,-263700.000,-263700.000,-263700.000,-263700.000,-61900.000,,,,,,,
DepositLiabilitiesAccruedInterest,,,,,,,,,,,,,,,,,153.000,229.000,,378.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,70908.000,74755.000,77577.000,,,,,1901300.000,7892541.000,8292140.000,8524385.000,8596562.000,8982877.000,9153882.000,,,,,,
DisposalGroupAssetsOfBusinessTransferredUnderContractualArrangement,,,,,,,,,-15013.000,,,,,,,,,,,
DisposalGroupLiabilitiesOfBusinessTransferredUnderContractualArrangement,,,,,,,,,608564.000,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,7306.000,6037.000,64533.000,179817.000,58250.000,58250.000,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,473861.000,472457.000,,,,,,,,,,489386.000,404414.000,241438.000,162422.000
DueToRelatedPartiesNoncurrent,,,,,661525.000,467824.000,407924.000,325069.000,22000.000,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,2442917.000,2220834.000,,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,,,,,,,0.830,
FairValueAssumptionsExercisePrice,,,,,,0.410,,,,,,,,,,,,,,
FiniteLivedComputerSoftwareGross,,,,,,,,5256.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,416.000,13749.000,14533.000,-16920.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsGross,,,,,29607.000,44806.000,48124.000,55880.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,29191.000,31057.000,33591.000,,,,,,,,,,,,,
Goodwill,,,,,160141.000,,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,4525.000,,,,,,,,,,,,
InventoryNet,630.000,6480.000,6480.000,,,,,,,,,,,,,,,,,
Liabilities,,,,,706622.000,810370.000,845299.000,935500.000,385097.000,409320.000,421156.000,444762.000,523771.000,540136.000,563524.000,578190.000,2134699.000,3025063.000,1021002.000,1847731.000
LiabilitiesAndStockholdersEquity,11448.000,12706.000,12380.000,,552809.000,325146.000,222292.000,16282.000,5684.000,4558.000,2149.000,9028.000,13322.000,9932.000,9023.000,11162.000,2888.000,72831.000,246575.000,63678.000
LiabilitiesCurrent,31856.000,36961.000,39457.000,,45097.000,92546.000,187375.000,360431.000,96106.000,356829.000,351587.000,349881.000,287421.000,303786.000,327174.000,296975.000,2084299.000,2972818.000,1021002.000,1847731.000
LiabilitiesNoncurrent,,,,,,,,,288991.000,52491.000,69569.000,94881.000,236350.000,236350.000,236350.000,281215.000,50400.000,52245.000,,
NotesAndLoansPayable,,,,,,,,250000.000,,,,,,,,,,,,
NotesAndLoansPayableCurrent,25546.000,28084.000,29475.000,,,,,,,,,,,,,,,,,
NotesPayable,,,,,,250000.000,250000.000,,,,,,,,,280910.000,,,,
NotesPayableCurrent,,,,,,,,,,,,,,,,,42490.000,244110.000,583210.000,1194210.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,22000.000,22000.000,22000.000,22000.000,22000.000,0.000,0.000,30000.000,30000.000,30000.000,30000.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,273000.000,,,,,,,,280910.000,,,,
OperatingLossCarryforwards,,,,,,,,,,,,,,,,,10385616.000,11851000.000,14735280.000,13724600.000
OtherFiniteLivedIntangibleAssetsGross,,,,,,,,50624.000,,,,,,,,150000.000,,,,
OtherPrepaidExpenseCurrent,,,,,,,,,,,,,,,,4000.000,817.000,817.000,817.000,817.000
OtherTaxCarryforwardDeferredTaxAsset,,,,,,,,,263700.000,,,,,,,,,,,
PreferredStockIncludingAdditionalPaidInCapitalNetOfDiscount,,,,,,,,,5265000.000,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,50000000.000,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,,0.000,0.000,,2500000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,,,,,,2500000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
PreferredStockValue,,,,,,,,,2500.000,,,,,,,,,,,
PrepaidExpenseAndOtherAssets,,,,,,5000.000,,,,,,,,,,,,,,27750.000
PrepaidExpenseCurrent,,,,,,,,,,,,,,,,,817.000,817.000,817.000,28567.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,,,,,4000.000,,,,
PropertyPlantAndEquipmentGross,,,,,,1668.000,8857.000,12432.000,,,,,,,,,2262.000,2262.000,2262.000,10210.000
PropertyPlantAndEquipmentNet,6351.000,6025.000,5699.000,,,1668.000,8641.000,11264.000,,,,,,,,,2011.000,1823.000,1634.000,9394.000
ReceivableFromOfficersAndDirectorsForIssuanceOfCapitalStock,,,,,,,,,,,,,,,,250.000,,,,
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,,,,,,,276910.000,,,,
RetainedEarningsAccumulatedDeficit,,,,,-204313.000,-801057.000,-1160923.000,-1901300.000,-7892541.000,-8292140.000,-8524385.000,-8596562.000,-8982877.000,-9153882.000,-9329679.000,-9658455.000,-11407238.000,-12542076.000,-43520771.000,-44594188.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,25000000.000,25000000.000,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,,875000.000,875000.000,875000.000,875000.000,875000.000,875000.000,875000.000,875000.000,875000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,6500000.000,6500000.000,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,0.200,0.200,,,,,,,,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,,6500000.000,6500000.000,6500000.000,6500000.000,6500000.000,6500000.000,6500000.000,6500000.000,6500000.000,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,,,,
