,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,19423000.000,,12966000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,3538000.000,,-504000.000,,
BrokerageCommissionsRevenue,34429000.000,35107000.000,29219000.000,24645000.000,20996000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-36876000.000,,,,
CommonStockDividendsPerShareCashPaid,,,0.050,,
CommonStockDividendsPerShareDeclared,0.050,0.050,0.050,0.050,0.050
CommunicationsAndInformationTechnology,8695000.000,8893000.000,7736000.000,7318000.000,7249000.000
ComprehensiveIncomeNetOfTax,,,1445000.000,-6084000.000,-4254000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,5529000.000,,,,
CostsAndExpenses,87391000.000,75594000.000,68539000.000,64145000.000,57780000.000
DeferredIncomeTaxExpenseBenefit,4386000.000,,7769000.000,,
DepreciationDepletionAndAmortization,1409000.000,,1219000.000,,
DividendsCommonStockCash,1861000.000,,1737000.000,,
EarningsPerShareBasic,0.130,-0.510,0.010,-0.190,-0.180
EarningsPerShareDiluted,0.130,-0.510,0.010,-0.190,-0.180
EffectOfExchangeRateOnCashAndCashEquivalents,685000.000,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,721000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,3538000.000,,-504000.000,,
FloorBrokerageExchangeAndClearanceFees,4916000.000,5380000.000,3362000.000,2390000.000,2127000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7792000.000,-25203000.000,702000.000,-8717000.000,-7220000.000
IncomeTaxExpenseBenefit,3151000.000,-9474000.000,236000.000,-3294000.000,-2035000.000
IncomeTaxesPaidNet,813000.000,,36000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1429000.000,,-3357000.000,,
IncreaseDecreaseInAccountsReceivable,-1886000.000,,13632000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-975000.000,,678000.000,,
IncreaseDecreaseInBrokerageReceivables,-134794000.000,,-78393000.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,-106155000.000,,-30501000.000,,
IncreaseDecreaseInFinancialInstrumentsSoldNotYetPurchased,85626000.000,,38500000.000,,
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,149067000.000,,62139000.000,,
IncreaseDecreaseInIncomeTaxesReceivable,,,-3333000.000,,
IncreaseDecreaseInOtherOperatingAssets,7262000.000,,9190000.000,,
IncreaseDecreaseInPayablesToBrokerDealers,2471000.000,,,,
InterestAndDividendIncomeOperating,3204000.000,2028000.000,1785000.000,1721000.000,3758000.000
InterestExpense,309000.000,184000.000,192000.000,197000.000,104000.000
InterestPaidNet,374000.000,,27000.000,,
InvestmentAdvisoryFees,284000.000,221000.000,,,
InvestmentBankingRevenue,37648000.000,32071000.000,27029000.000,25275000.000,21320000.000
LaborAndRelatedExpense,56634000.000,45032000.000,42929000.000,40639000.000,33836000.000
NetCashProvidedByUsedInContinuingOperations,,,8142000.000,,
NetCashProvidedByUsedInFinancingActivities,-28820000.000,,-16715000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-28820000.000,,-16715000.000,,
NetCashProvidedByUsedInInvestingActivities,-1347000.000,,-369000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1347000.000,,-369000.000,,
