,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccountsPayableCurrent,18052000.000,28185000.000,19202000.000,30006000.000,32102000.000,24924000.000,21519000.000,28565000.000,24492000.000,25993000.000,26910000.000,33278000.000,22918000.000,21559000.000,19913000.000,27804000.000,29359000.000,24026000.000,23272000.000,33435000.000,21243000.000,21957000.000,19358000.000
AccountsReceivableNetCurrent,16011000.000,191794000.000,11246000.000,19000000.000,24665000.000,25474000.000,26117000.000,28388000.000,40102000.000,33847000.000,38052000.000,37938000.000,35151000.000,32324000.000,35307000.000,42339000.000,40184000.000,39144000.000,46775000.000,54653000.000,55654000.000,49156000.000,48996000.000
AccruedLiabilitiesCurrent,30115000.000,30527000.000,34002000.000,35832000.000,45341000.000,41371000.000,37568000.000,42592000.000,50043000.000,35563000.000,43623000.000,47100000.000,50204000.000,37513000.000,39888000.000,46935000.000,54431000.000,39267000.000,41451000.000,46076000.000,53305000.000,45014000.000,38920000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,2499000.000,,,,2428000.000,,,,2404000.000,,,,2370000.000,,,,2350000.000,,
AccruedMarketingCostsCurrent,,,,,3904000.000,,,,4987000.000,,,,7793000.000,,,,10698000.000,,,,1198000.000,,
AccruedRoyaltiesCurrent,,,,,,,,,,,,,,,,,,,,,7524000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,44682000.000,46258000.000,44217000.000,45736000.000,47170000.000,48575000.000,48114000.000,49566000.000,51012000.000,52461000.000,50248000.000,51599000.000,52819000.000,54186000.000,49160000.000,50547000.000,52021000.000,53615000.000,52471000.000,54521000.000,56188000.000,57799000.000,57375000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-423000.000,83000.000,3000.000,-221000.000,60000.000,173000.000,194000.000,224000.000,222000.000,286000.000,78000.000,444000.000,577000.000,300000.000,165000.000,-41000.000,-14000.000,1000.000,-1247000.000,-1820000.000,-3361000.000,-1703000.000,-2185000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,,,,14840000.000,,,,,,,,,,,,,,
AcquisitionCostsCumulative,,,,,,,,,,,,,,756000.000,,,,,,,,,
AdditionalPaidInCapital,956947000.000,966705000.000,982855000.000,992511000.000,1003696000.000,1014018000.000,1027235000.000,1038681000.000,1060532000.000,1069388000.000,1086794000.000,1099459000.000,1112957000.000,1127956000.000,1146817000.000,1190483000.000,1203722000.000,1215389000.000,1228466000.000,1235420000.000,1251865000.000,1258396000.000,1267374000.000
AllowanceForDoubtfulAccountsReceivableCurrent,275000.000,500000.000,406000.000,373000.000,370000.000,357000.000,334000.000,396000.000,362000.000,359000.000,354000.000,425000.000,429000.000,514000.000,465000.000,464000.000,647000.000,593000.000,823000.000,685000.000,521000.000,484000.000,542000.000
AssetBackedSecuritiesAtCarryingValue,,,8998000.000,10095000.000,,,,,,,,,,,,,,,,,,,
