,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,2700000.000,2600000.000,-1500000.000,,1700000.000,1700000.000,1800000.000,,600000.000
AmortizationOfFinancingCosts,1900000.000,,,,2000000.000,,,,1700000.000,,,,,,,,800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-153600000.000,,,,-8800000.000,,,,110100000.000,,,,-300000.000,,,,
CommonStockDividendsPerShareCashPaid,,10.000,10.000,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,10.000,0.000,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-5800000.000,-500000.000,23100000.000,22300000.000,-19600000.000,-21100000.000,-27100000.000,-19800000.000,71600000.000,-3200000.000,-19700000.000,-21800000.000,16600000.000,-29700000.000,-15800000.000,-87500000.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,400000.000,300000.000,200000.000,100000.000,300000.000,400000.000,200000.000,0.000,100000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-5400000.000,-200000.000,23300000.000,22400000.000,-19300000.000,-20700000.000,-26900000.000,-19800000.000,71700000.000,-3200000.000,-19700000.000,-21800000.000,16600000.000,-29700000.000,-15800000.000,-87500000.000,-25600000.000
CostOfGoodsSold,1021100000.000,1053400000.000,992700000.000,975500000.000,979100000.000,1134200000.000,1159300000.000,-637700000.000,689400000.000,716600000.000,702800000.000,594100000.000,589000000.000,626400000.000,610600000.000,550000000.000,589100000.000
DeferredIncomeTaxExpenseBenefit,1000000.000,,,,500000.000,,,,78700000.000,,,,3300000.000,,,,6100000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,,,1800000.000,,,,800000.000,,,,900000.000
DepreciationDepletionAndAmortization,27200000.000,,,,33200000.000,,,,36600000.000,,,,26300000.000,,,,25700000.000
EarningsPerShareBasic,0.350,-0.380,-0.240,-0.930,,,,,,,,,,,,,
EarningsPerShareDiluted,0.340,-0.380,-0.240,-0.920,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-1200000.000,,,,0.000,,,,-4000000.000,,,,1900000.000,,,,600000.000
EffectiveIncomeTaxRateContinuingOperations,0.362,-0.116,-0.239,,-0.331,-0.691,,,0.081,0.649,0.046,,3.654,-2.616,-2.620,,-0.432
ForeignCurrencyTransactionGainLossUnrealized,-400000.000,,,,-300000.000,,,,11300000.000,,,,400000.000,,,,
GainLossOnDerivativeInstrumentsNetPretax,9100000.000,9900000.000,2300000.000,5100000.000,500000.000,-1800000.000,-7000000.000,-2600000.000,-9100000.000,8800000.000,-2000000.000,-4600000.000,1000000.000,-3600000.000,-200000.000,-9300000.000,-28200000.000
GainLossOnSaleOfBusiness,,,,,,,,,205300000.000,,,,0.000,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,-12600000.000,,,
GrossProfit,89000000.000,74200000.000,80700000.000,45900000.000,75100000.000,92000000.000,118200000.000,-37800000.000,56800000.000,57200000.000,57900000.000,43000000.000,73500000.000,78500000.000,72800000.000,63100000.000,85100000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,,-25600000.000,,,,,,,,
