,2011-07-08,2011-10-28,2012-01-20,2012-04-13,2012-07-06,2012-11-02,2013-01-25,2013-04-19,2013-07-12,2013-11-01,2014-01-24,2014-04-18,2014-07-11,2014-10-31,2015-01-23,2015-04-17,2015-07-10,2015-10-30,2016-01-22,2016-04-15,2016-07-08,2016-10-28,2017-01-20,2017-04-14
AccountsPayableCurrent,3207000.000,4246000.000,4696000.000,4377000.000,4629000.000,4414000.000,4170000.000,3870000.000,4274000.000,4815000.000,4635000.000,4693000.000,4677000.000,5780000.000,4764000.000,4643000.000,4781000.000,6087000.000,5050000.000,5101000.000,6415000.000,4085000.000,3968000.000,4291000.000
AccountsReceivableNetCurrent,9006000.000,9702000.000,9104000.000,9356000.000,10024000.000,11758000.000,11645000.000,10813000.000,11611000.000,12146000.000,9328000.000,10033000.000,10460000.000,10302000.000,11586000.000,9654000.000,9320000.000,14619000.000,12679000.000,15095000.000,14268000.000,16582000.000,16868000.000,13371000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,319000.000,,,,326000.000,,,,327000.000,,,,356000.000,,,,352000.000,,
AccruedAdvertisingCurrent,,,,,,1771000.000,,,,1246000.000,,,,1278000.000,,,,704000.000,,,,471000.000,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,166000.000,96000.000,1342000.000,864000.000,1322000.000,130000.000,130000.000,130000.000
AccruedLiabilitiesCurrent,,5590000.000,,5442000.000,5687000.000,6462000.000,6175000.000,6897000.000,6602000.000,7631000.000,7254000.000,6527000.000,6137000.000,6029000.000,6541000.000,5879000.000,4933000.000,5203000.000,4425000.000,4593000.000,4767000.000,4089000.000,4440000.000,4660000.000
AccruedSalariesCurrentAndNoncurrent,,,,,,1658000.000,,,,1873000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,56743000.000,55622000.000,55911000.000,56176000.000,56743000.000,56683000.000,57067000.000,57478000.000,57599000.000,57352000.000,57793000.000,58352000.000,58652000.000,58450000.000,59087000.000,59087000.000,59449000.000,60454000.000,61056000.000,61201000.000,61629000.000,62330000.000,62868000.000,62109000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8052000.000,-16727000.000,-16727000.000,-16727000.000,-16727000.000,-24751000.000,-24751000.000,-24751000.000,-24751000.000,-13689000.000,-13689000.000,-13689000.000,-13689000.000,-17366000.000,-17366000.000,-17366000.000,-17366000.000,-22130000.000,-22130000.000,-22130000.000,-22130000.000,-26596000.000,-26596000.000,-26596000.000
AdditionalPaidInCapital,9612000.000,9214000.000,9160000.000,9108000.000,9045000.000,8932000.000,8926000.000,8912000.000,8881000.000,8748000.000,8707000.000,8635000.000,8622000.000,8584000.000,8551000.000,8480000.000,8403000.000,8334000.000,8312000.000,8298000.000,8298000.000,8298000.000,8298000.000,8298000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,2141000.000,,2623000.000,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,68000.000,,69000.000,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,124000.000,,76000.000,57000.000,89000.000,116000.000,110000.000,76000.000,119000.000,143000.000,221000.000,182000.000,144000.000,161000.000,111000.000,112000.000,146000.000,82000.000,53000.000,55000.000,17000.000,19000.000,21000.000
