,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,14494000.000
AllocatedShareBasedCompensationExpense,20541000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,6315000.000
AmortizationOfDebtDiscountPremium,3963000.000
AmortizationOfFinancingCosts,3378000.000
AmortizationOfIntangibleAssets,6608000.000
CapitalizedComputerSoftwareAmortization1,5800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,20006000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,9300000.000
ComprehensiveIncomeNetOfTax,21352000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,4563000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,25915000.000
ConversionOfStockAmountConverted1,131036000.000
ConvertiblePreferredDividendsNetOfTax,17316000.000
CostOfGoodsSold,773550000.000
CurrentFederalTaxExpenseBenefit,3702000.000
CurrentForeignTaxExpenseBenefit,28156000.000
CurrentIncomeTaxExpenseBenefit,31858000.000
DebtConversionConvertedInstrumentAmount1,362489000.000
DeferredFederalIncomeTaxExpenseBenefit,9489000.000
DeferredForeignIncomeTaxExpenseBenefit,-1640000.000
DeferredIncomeTaxExpenseBenefit,7849000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,0.058
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,796000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,91000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,894000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,104000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,100000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,20000000.000
DefinedContributionPlanCostRecognized,13000000.000
