,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsNotesAndLoansReceivableNetCurrent,,,,,300000.000,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,713000.000,717000.000,290000.000,323000.000,417000.000,395000.000,371000.000,365000.000
AccountsPayableRelatedPartiesCurrent,522000.000,1014000.000,289000.000,283000.000,1297000.000,720000.000,693000.000,527000.000
AccountsReceivableNetCurrent,3454000.000,2207000.000,3014000.000,2680000.000,2631000.000,2362000.000,1759000.000,2278000.000
AccruedBonusesCurrent,,,,,,46000.000,,
AccruedIncomeTaxesCurrent,0.000,23000.000,0.000,0.000,0.000,0.000,,
AccruedPayrollTaxesCurrent,,,,,,21000.000,,
AccruedVacationCurrent,,,,,,139000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,347000.000,,
AdditionalPaidInCapitalCommonStock,37971000.000,38290000.000,38558000.000,38846000.000,39090000.000,39256000.000,39432000.000,39527000.000
Assets,6946000.000,7925000.000,6781000.000,6588000.000,7560000.000,6850000.000,6354000.000,6708000.000
AssetsCurrent,6771000.000,7764000.000,6614000.000,6435000.000,7427000.000,6710000.000,6226000.000,6579000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,853000.000,803000.000,746000.000,685000.000,625000.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,94000.000,23000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,275000.000,280000.000,235000.000,164000.000,94000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,256000.000,261000.000,265000.000,270000.000,275000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,228000.000,239000.000,246000.000,251000.000,256000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,0.000,,
CashAndCashEquivalentsAtCarryingValue,913000.000,2455000.000,903000.000,1920000.000,2232000.000,2166000.000,2515000.000,2527000.000
CashFDICInsuredAmount,,,,250000.000,250000.000,,250000.000,250000.000
CashUninsuredAmount,,,,154000.000,203000.000,152000.000,2265000.000,2220000.000
ClassOfWarrantOrRightOutstanding,,,,,468027.000,68027.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000.000,50000.000,50000000.000,50000.000,50000000.000,50000.000,50000.000
CommonStockSharesIssued,20578000.000,20479.000,20678.000,22077000.000,22077.000,22077000.000,22077.000,22420.000
CommonStockSharesOutstanding,20578000.000,20578.000,20678.000,22077000.000,22077.000,22077000.000,22077.000,22420.000
CommonStockValue,21000.000,21000.000,21000.000,22000.000,22000.000,22000.000,22000.000,22000.000
DeferredCompensationSharebasedArrangementsLiabilityClassifiedNoncurrent,193000.000,502000.000,347000.000,39000.000,0.000,0.000,,
DeferredRentCreditNoncurrent,106000.000,113000.000,118000.000,123000.000,128000.000,126000.000,120000.000,113000.000
DeferredRevenue,,,,,,,,60000.000
DeferredRevenueNoncurrent,,,,,,,,240000.000
DeferredTaxAssetsGross,,,,,,3491000.000,,
DeferredTaxAssetsNet,,,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,5844000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,2959000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,336000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsOther,,,,,,196000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,3491000.000,,
DefinedBenefitPlanFundedPercentage,,,,,,0.500,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,693000.000,527000.000
EmployeeRelatedLiabilitiesCurrent,279000.000,444000.000,414000.000,192000.000,173000.000,206000.000,385000.000,385000.000
