,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,667.000,,1170.000,800.000,2067.000,2067.000
AccountsPayableCurrent,,,0.000,,,,,,
AdditionalPaidInCapital,,,3144.000,4144.000,6478.000,7778.000,7778.000,7778.000,7778.000
Assets,,0.000,0.000,0.000,,,,,
AssetsCurrent,,0.000,,,,,,,
Cash,,0.000,0.000,0.000,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesOutstanding,,10000000.000,10000000.000,,10000000.000,,,10000000.000,10000000.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1500.000,-3033.000,-4144.000,-5811.000,7478.000,,,,
DueFromRelatedPartiesCurrent,,,,,,,2920.000,,
DueToRelatedPartiesCurrent,500.000,2033.000,,,,,2920.000,5220.000,7724.000
Liabilities,500.000,2033.000,0.000,,,,,,
LiabilitiesAndStockholdersEquity,,0.000,0.000,0.000,,,,,
LiabilitiesCurrent,500.000,2033.000,0.000,667.000,,1170.000,3720.000,7287.000,9791.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,0.000,0.000,,
PreferredStockSharesOutstanding,,0.000,0.000,,,,,,
PreferredStockValue,,0.000,0.000,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,7478.000,-9948.000,-12498.000,-16065.000,-18569.000
SharesOutstanding,,,10000000.000,,,,,,
StockholdersEquity,-500.000,-2033.000,0.000,-667.000,,-1170.000,-3720.000,-7287.000,-9791.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-2033.000,0.000,,,,,,
