,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-19000.000,,,,-87000.000
AllocatedShareBasedCompensationExpense,210000.000,447000.000,242000.000,513000.000,390000.000,364000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,11688089.000,1915709.000,,,,1611321.000
ComprehensiveIncomeNetOfTax,,-6562000.000,-5641000.000,-5379000.000,-8690000.000,-4990000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,24000000.000,,,,,
DepreciationDepletionAndAmortization,12000.000,19000.000,26000.000,60000.000,54000.000,5000.000
DividendsCommonStockCash,,0.000,,,,
EarningsPerShareBasicAndDiluted,-82.160,-0.320,-0.270,-0.260,-0.410,-0.240
GeneralAndAdministrativeExpense,1556000.000,2130000.000,2049000.000,1940000.000,1999000.000,2264000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,,0.000,,,,
IncreaseDecreaseInAccountsPayable,,-2448000.000,,,,10000.000
IncreaseDecreaseInAccruedLiabilities,,-247000.000,,,,-1524000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,-262000.000
InvestmentIncomeInterest,8000.000,82000.000,93000.000,97000.000,78000.000,86000.000
LeaseAndRentalExpense,,,,55000.000,,
MarketableSecuritiesRealizedGainLoss,,0.000,0.000,,,
NetCashProvidedByUsedInContinuingOperations,,-36838000.000,,,,689000.000
NetCashProvidedByUsedInFinancingActivities,,,,,,25000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,25000.000
NetCashProvidedByUsedInInvestingActivities,,-27865000.000,,,,3880000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-27865000.000,,,,3880000.000
NetCashProvidedByUsedInOperatingActivities,,-8973000.000,,,,-3216000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-8973000.000,,,,-3216000.000
NetIncomeLoss,-6231000.000,-6571000.000,-5638000.000,-5365000.000,-8694000.000,-4977000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-7785000.000,-6571000.000,-5638000.000,-5365000.000,-8694000.000,4977000.000
NonoperatingGainsLosses,,,,-138000.000,,
NonoperatingIncomeExpense,8000.000,82000.000,93000.000,-41000.000,,
OperatingExpenses,6239000.000,6653000.000,5731000.000,5324000.000,8910000.000,5063000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,9000.000,-3000.000,-14000.000,4000.000,-13000.000
OtherRestructuringCosts,,,,,,2353000.000
PaymentsForRestructuring,,,,,,1319000.000
PaymentsToAcquireAvailableForSaleSecurities,,,,,,12019000.000
PaymentsToAcquireMarketableSecurities,,27722000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,143000.000,,,,3000.000
PreferredStockDividendsAndOtherAdjustments,1554000.000,,,0.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,,,,15577000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,325000.000
ProceedsFromStockOptionsExercised,,,,,,25000.000
ResearchAndDevelopmentExpense,4683000.000,4523000.000,3682000.000,3384000.000,2341000.000,242000.000
RestructuringCharges,,,,,,2557000.000
RestructuringCosts,,,,,,2557000.000
RestructuringSettlementAndImpairmentProvisions,,,,,,2557000.000
ShareBasedCompensation,,447000.000,,,,364000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,278593.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,,5.520
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,386250.000,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,1.650
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,4.370,,,,0.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,15300.000
TemporaryEquityAccretionToRedemptionValueAdjustment,,,,0.000,,
TemporaryEquityDividendsAdjustment,1554000.000,,,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,94753.000,20830555.000,20831723.000,20835868.000,-41664183.000,20850494.000
