,2011-03-25,2011-06-24,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26
AccountsPayableCurrent,564000000.000,603000000.000,576000000.000,539000000.000,591000000.000,596000000.000,589000000.000,590000000.000,582000000.000,469000000.000,501000000.000,493000000.000,511000000.000,501000000.000,501000000.000,473000000.000
AccountsReceivableNetCurrent,1844000000.000,1880000000.000,1744000000.000,1782000000.000,1874000000.000,1662000000.000,1702000000.000,1763000000.000,1830000000.000,1562000000.000,1526000000.000,1602000000.000,1552000000.000,1558000000.000,1532000000.000,1451000000.000
AccruedIncomeTaxes,1985000000.000,1936000000.000,1631000000.000,1635000000.000,1660000000.000,,1696000000.000,1678000000.000,1687000000.000,1762000000.000,1688000000.000,1629000000.000,1807000000.000,1104000000.000,1047000000.000,1007000000.000
AccruedIncomeTaxesCurrent,372000000.000,288000000.000,97000000.000,63000000.000,50000000.000,51000000.000,53000000.000,,,687000000.000,541000000.000,493000000.000,654000000.000,7000000.000,60000000.000,
AccruedIncomeTaxesNoncurrent,1613000000.000,1622000000.000,1629000000.000,1635000000.000,1660000000.000,1675000000.000,1696000000.000,1673000000.000,1685000000.000,1106000000.000,1147000000.000,1136000000.000,1153000000.000,1097000000.000,987000000.000,974000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2630000000.000,,,,2908000000.000,,,2528000000.000,2535000000.000,,,,2556000000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,,,5000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,-35000000.000,-33000000.000,-34000000.000,-35000000.000,-32000000.000,-39000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,-94000000.000,-92000000.000,-92000000.000,-91000000.000,124000000.000,116000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,421000000.000,405000000.000,401000000.000,414000000.000,301000000.000,181000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,471000000.000,524000000.000,398000000.000,302000000.000,362000000.000,231000000.000,285000000.000,303000000.000,216000000.000,229000000.000,292000000.000,280000000.000,275000000.000,288000000.000,145000000.000,31000000.000
AdditionalPaidInCapitalCommonStock,6687000000.000,6812000000.000,6844000000.000,6876000000.000,6978000000.000,7063000000.000,7179000000.000,7316000000.000,7431000000.000,7490000000.000,7549000000.000,7628000000.000,7728000000.000,7801000000.000,7842000000.000,7945000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,45000000.000,44000000.000,39000000.000,38000000.000,43000000.000,42000000.000,40000000.000,41000000.000,42000000.000,38000000.000,38000000.000,39000000.000,40000000.000,40000000.000,35000000.000,34000000.000
AssetRetirementObligation,,,,,,,,,,10000000.000,10000000.000,,,,,
Assets,20499000000.000,20733000000.000,20374000000.000,20585000000.000,21154000000.000,22114000000.000,22257000000.000,22049000000.000,22610000000.000,20215000000.000,19918000000.000,19619000000.000,20507000000.000,20223000000.000,20701000000.000,20615000000.000
AssetsCurrent,5943000000.000,6150000000.000,5773000000.000,6030000000.000,6082000000.000,6258000000.000,6272000000.000,5995000000.000,6334000000.000,6212000000.000,5867000000.000,5840000000.000,5379000000.000,5080000000.000,5454000000.000,5587000000.000
AssetsFairValueDisclosureRecurring,,59000000.000,74000000.000,71000000.000,57000000.000,68000000.000,57000000.000,61000000.000,83000000.000,41000000.000,17000000.000,,,31000000.000,78000000.000,129000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,3305000000.000,3291000000.000,,,,,
BuildingsAndImprovementsGross,,,1402000000.000,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,85000000.000,158000000.000,108000000.000,7000000.000,145000000.000,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,,,,,66000000.000,87000000.000,,70000000.000,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,,,,87000000.000,66000000.000,,75000000.000,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,75000000.000,75000000.000,75000000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,,1509000000.000,1596000000.000,,465000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,1099000000.000,1174000000.000,,248000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,831000000.000,872000000.000,,177000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,,29000000.000,31000000.000,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,460000000.000,492000000.000,,259000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,410000000.000,422000000.000,,217000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,,20000000.000,19000000.000,,1000000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,,,,40000000.000,40000000.000,,,,,,,,,
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,,,,,,,,,,,,,60000000.000,60000000.000,,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,,,,,,,,,382000000.000,330000000.000,524000000.000,515000000.000
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,122000000.000,53000000.000,,,,102000000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,329000000.000,,,1672000000.000,1688000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,114000000.000,112000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsMarketableSecurities,,,,,,,,,,,,,48000000.000,48000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,,,,6000000.000,,,41000000.000,38000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,15000000.000,,,60000000.000,62000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,,,,,,,,,,26000000.000,,,183000000.000,196000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,167000000.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,751000000.000,767000000.000,1041000000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,55000000.000,56000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,163000000.000,,,341000000.000,357000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,166000000.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,,,,,5000000.000,6000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,,,,,1000000.000,,,21000000.000,25000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,,,,,,,,,,,,,1331000000.000,1331000000.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,,,0.020,,,,,,,,,
CapitalLeaseObligationsCurrent,,,6000000.000,,,,6000000.000,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,43000000.000,,,,37000000.000,,,,,,,,,
CapitalLeasedAssetsGross,,,69000000.000,,,,67000000.000,,,,11000000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,61000000.000,,,,53000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,8000000.000,,,,8000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,6000000.000,,,,6000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,8000000.000,,,,6000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,8000000.000,,,,8000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,8000000.000,,,,8000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,23000000.000,,,,17000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,12000000.000,,,,10000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,49000000.000,,,,43000000.000,,,,,,,,,
