,2011-06-30,2011-09-30,2011-12-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayable,,,,3706897.000,3933394.000,4456969.000,5098191.000,,,,,,,,,,,,,
AccountsPayableCurrent,3977014.000,3348915.000,3697216.000,,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,5551726.000,6952217.000,6297599.000,6743328.000,6716782.000,7194854.000,7270989.000,8532025.000,9327774.000,1103936.000,1090806.000,1261333.000,1170663.000
AccountsReceivableNetCurrent,636778.000,2978162.000,1956377.000,962958.000,999144.000,1732485.000,1201961.000,937209.000,1173490.000,1030364.000,1357268.000,935145.000,647257.000,267424.000,490683.000,379090.000,309196.000,352481.000,460560.000,447351.000
AccruedIncomeTaxesCurrent,,,,,,,,84600.000,55604.000,55604.000,55604.000,55604.000,4543.000,4543.000,4543.000,4543.000,151020.000,151020.000,151020.000,151020.000
AccruedIncomeTaxesPayable,,,,,,,84600.000,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,2753383.000,2579240.000,2602476.000,2590683.000,3729890.000,3596308.000,4057067.000,4377267.000,5076202.000,5548848.000,5628892.000,6051105.000,6610696.000,6674767.000,7165437.000,7228778.000,464925.000,328719.000,328521.000,328521.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-157441.000,,,,-54750.000,,,,-54750.000,,,,-54750.000,,,
AdditionalPaidInCapital,113761174.000,116732172.000,117027377.000,118085605.000,119206897.000,119917084.000,120205090.000,120405320.000,120316218.000,120801624.000,121176102.000,121367136.000,121318267.000,121397624.000,125902978.000,126153438.000,137975673.000,138076475.000,138107621.000,138111776.000
Assets,6744299.000,7686616.000,7196595.000,7670105.000,8418228.000,8681719.000,8684888.000,8441864.000,6352647.000,5933970.000,4565181.000,4645881.000,2081761.000,1288472.000,5379786.000,5119152.000,6951039.000,6322693.000,6658206.000,7039603.000
AssetsCurrent,3556709.000,5004827.000,4516146.000,4989406.000,5818686.000,6083680.000,6087851.000,5845628.000,6258536.000,5840659.000,4472671.000,4554171.000,1990852.000,1198363.000,1557346.000,1407858.000,3493870.000,2138308.000,1989745.000,1906609.000
AssetsNoncurrent,3187590.000,2681789.000,2680449.000,,,,,,,,,,,,,,,,,
BillingsInExcessOfCost,,,,,,,,,,190290.000,,,32365.000,93479.000,13887.000,8639.000,,47841.000,,
BillingsInExcessOfCostCurrent,394544.000,348461.000,,,,,238917.000,,,,,,,,,,,,,
Cash,1407149.000,,,1679887.000,2030577.000,2420380.000,3828107.000,4296586.000,3896312.000,3631750.000,2385291.000,2810318.000,587021.000,127811.000,158934.000,159250.000,1877991.000,1151008.000,992865.000,897938.000
CashAndCashEquivalentsAtCarryingValue,1407149.000,1528192.000,1364994.000,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,20000000000.000,20000000000.000,20000000000.000,20000000000.000,20000000000.000,20000000000.000,20000000000.000,20000000000.000,20000000000.000,2500000000.000,2500000000.000,2500000000.000,20000000000.000,2500000000.000,2500000000.000,2500000000.000,2500000000.000,2500000000.000,2500000000.000,2500000000.000
CommonStockSharesIssued,12709647409.000,15602687.000,18098873.000,46616482.000,63966016.000,106006687.000,213866961.000,508477157.000,931903697.000,24424116.000,40917469.000,79829366.000,1227083363.000,1874639549.000,18847034.000,37020924.000,117683309.000,193448402.000,544445102.000,965801720.000
CommonStockSharesOutstanding,12709647409.000,15602687.000,18098873.000,46616482.000,63966016.000,106006687.000,213866961.000,508477157.000,931903697.000,24424116.000,40917469.000,79829366.000,1227083363.000,1874639549.000,18847034.000,37020924.000,117683309.000,193448402.000,544445102.000,965801720.000
CommonStockValue,1270965.000,1644.000,1809.000,4661.000,6397.000,10600.000,21386.000,50851.000,93192.000,2442.000,4090.000,7982.000,122706.000,187463.000,1885.000,3700.000,11801.000,19375.000,54474.000,96612.000
ConvertibleDebt,,,,,,,,,,,,,,,,,,1281168.000,1940100.000,2505132.000
ConvertibleDebtCurrent,,,,50000.000,1345302.000,27736811.000,26930472.000,26208651.000,1345302.000,23780029.000,18740694.000,17739095.000,1345302.000,14792876.000,14639027.000,14615625.000,2366426.000,112909.000,12909.000,12909.000
ConvertibleDebtNoncurrent,,,,,,175000.000,175000.000,175000.000,,175000.000,175000.000,175000.000,,175000.000,429041.000,426734.000,400586.000,956168.000,1615100.000,2180132.000
ConvertiblePreferredStockParStatedValuePerShare,0.000,,,,,,,,,,,,,,,,,,,
ConvertiblePreferredStockSharesAuthorized,5000000.000,,,,,,,,,,,,,,,,,,,
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,,,,844939.000,,,,,,,,,,,,9107.000,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,13725878.000,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,-4500000.000,-3939809.000,-3379617.000,-2813270.000
DeferredFinanceCostsCurrentNet,,,,112486.000,,,,50000.000,,,,,,,,,,,,
DeferredRevenue,,,,253149.000,113750.000,464880.000,,100000.000,70000.000,,62414.000,1425.000,0.000,44550.000,44550.000,44550.000,0.000,,,
DeferredRevenueCurrent,216704.000,304244.000,1197404.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,12258671.000,,,,13348706.000,,,,12227203.000,,,,-11047465.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,-235500.000,,,,-70650.000,,,,,,,,41000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,10000.000,,,,10000.000,,,,51000.000,,,
Deposits,,,,70633.000,70634.000,,,,,,,,,,,,,,,
DepositsAssets,,,,,,69932.000,69730.000,69730.000,69730.000,69730.000,69730.000,69730.000,69730.000,69730.000,69730.000,89730.000,69730.000,69730.000,69730.000,69730.000
DepositsAssetsCurrent,,,,,,,,,,,,,,,,,400000.000,,,
DepositsAssetsNoncurrent,46736.000,47093.000,51910.000,,70634.000,,,,69730.000,,,,69730.000,,,,469730.000,,,
DerivativeAssets,,,,,,,,,2646118.000,,,,1603496.000,,,,7148016.000,,,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,,,,,,2010853.000,1896904.000,,1589427.000,1488215.000,1533529.000,,,,
