,2012-12-31,2014-12-31,2015-12-31
AdjustmentsToAdditionalPaidInCapitalOther,21460.000,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,523953.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,2100743.000
AdvertisingExpense,,180882.000,
AllocatedShareBasedCompensationExpense,,24242707.000,
AmortizationOfDebtDiscountPremium,,881.000,2428933.000
AmortizationOfDeferredCharges,,312500.000,
AmortizationOfFinancingCostsAndDiscounts,,,2030802.000
AmortizationOfIntangibleAssets,,1697928.000,1511439.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2925.000,25949.000,91553.000
ConversionOfStockAmountIssued1,,,292623.000
ConversionOfStockSharesConverted1,,19838746.000,
CostOfRevenue,,165047.000,9068.000
CurrentFederalTaxExpenseBenefit,,-7411741.000,
DebtConversionConvertedInstrumentAmount1,,,312384.000
DebtConversionConvertedInstrumentSharesIssued1,,,20000.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,27249.000
DebtInstrumentIncreaseAccruedInterest,,-18418.000,
DeferredFederalIncomeTaxExpenseBenefit,,4261172.000,
Depreciation,,304158.000,298763.000
DepreciationAndAmortization,,,1812969.000
DepreciationDepletionAndAmortization,,2002086.000,
DerivativeGainLossOnDerivativeNet,,,-4713824.000
EarningsPerShareBasic,0.000,,
EarningsPerShareBasicAndDiluted,,-0.290,-0.280
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,
EmployeeBenefitsAndShareBasedCompensation,,,62573.000
EquipmentExpense,-1500.000,386257.000,484505.000
FairValueOfAssetsAcquired,,2250000.000,
GainsLossesOnExtinguishmentOfDebt,,,-8441.000
GeneralAndAdministrativeExpense,17350.000,,
GoodwillImpairmentLoss,,7185933.000,
GrossProfit,,136538.000,35482.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,7185933.000,-5422055.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-27899238.000,-36747299.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,8324734.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,4169348.000
IncomeTaxReconciliationMinorityInterestIncomeExpense,,,12494082.000
IncomeTaxesPaid,0.000,,
IncreaseDecreaseInAccountsPayable,,-332920.000,837179.000
IncreaseDecreaseInAccountsReceivable,,8250.000,2700.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,100000.000,
IncreaseDecreaseInAccruedLiabilities,600.000,458752.000,1918577.000
IncreaseDecreaseInOtherAccountsPayable,,343219.000,-244739.000
IncreaseDecreaseInOtherCurrentAssets,,,-100.000
IncreaseDecreaseInPrepaidExpense,-4000.000,-81842.000,5769.000
InterestExpense,,14880.000,
InterestExpenseOther,,,4682585.000
InterestPaid,0.000,,78598.000
LaborAndRelatedExpense,,,2290208.000
LeaseAndRentalExpense,,575832.000,680734.000
MarketingExpense,,180882.000,135165.000
NetCashProvidedByUsedInFinancingActivities,29025.000,7765475.000,6021175.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,29025.000,7765475.000,6021175.000
NetCashProvidedByUsedInInvestingActivities,-1500.000,-2024005.000,-311482.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1500.000,-2024005.000,-311482.000
NetCashProvidedByUsedInOperatingActivities,-30450.000,-5715521.000,-5618140.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-30450.000,-5715521.000,-5618140.000
NetIncomeLoss,-27050.000,-27899238.000,-36485669.000
NetIncomeLossAttributableToNoncontrollingInterest,,,-261630.000
NoncashContributionExpense,,74343.000,32248.000
NonoperatingIncomeExpense,,-7156810.000,-15322455.000
OperatingExpenses,,20878966.000,21460326.000
