,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-02-24,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2600.000,1650.000,3366.000,13043.000,7837.000,4024.000,82773.000,126038.000,14901.000,18479.000,20328.000,25253.000,,7050.000,9785.000,19261.000,19261.000,20011.000,20011.000,74303.000,23838.000,32120.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,50000.000,46800.000,46800.000
AdditionalPaidInCapitalCommonStock,81250.000,85750.000,90250.000,94750.000,99250.000,-24500.000,-24500.000,-24500.000,-24500.000,-24500.000,-24500.000,-24500.000,,-24500.000,18162500.000,18162500.000,18162500.000,18162500.000,18162500.000,18787400.000,18680600.000,18984200.000
Assets,20469.000,13764.000,12870.000,8470.000,7706.000,5888.000,0.000,0.000,0.000,0.000,0.000,0.000,,295.000,86.000,26.000,,,0.000,60000.000,3620.000,650.000
AssetsCurrent,14581.000,7876.000,6982.000,2582.000,1817.000,,,,,,,,,295.000,86.000,26.000,,,,60000.000,3620.000,650.000
Cash,14581.000,7876.000,6982.000,2582.000,1817.000,,,,,,,,,295.000,86.000,26.000,,,,60000.000,3620.000,650.000
CashAndCashEquivalentsAtCarryingValue,14581.000,7876.000,6982.000,2582.000,1817.000,,,,,,,,,295.000,86.000,26.000,,,,60000.000,3620.000,650.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,256000000.000,256000000.000,256000000.000,256000000.000,256000000.000,256000000.000,256000000.000,,256000000.000,256000000.000,256000000.000,256000000.000,256000000.000,256000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,6750000.000,6750000.000,6750000.000,6750000.000,6750000.000,135000000.000,135000000.000,,135000000.000,135000000.000,135000000.000,135000000.000,,135000000.000,148000000.000,148000000.000,148000000.000,148000000.000,148000000.000,148000000.000,308000000.000,4400000.000
CommonStockSharesOutstanding,6750000.000,6750000.000,6750000.000,6750000.000,6750000.000,135000000.000,135000000.000,,135000000.000,135000000.000,135000000.000,135000000.000,,135000000.000,148000000.000,148000000.000,148000000.000,148000000.000,148000000.000,148000000.000,308000000.000,4400000.000
CommonStockValue,6750.000,6750.000,6750.000,6750.000,6750.000,135000.000,135000.000,135000.000,135000.000,135000.000,135000.000,135000.000,,135000.000,148000.000,148000.000,148000.000,148000.000,148000.000,148000.000,308000.000,4400.000
DeferredTaxAssetsNet,,,,,,,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,40728.000,,,,52874.000,,,,,,,,,,,
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,132305.000,,,,410511.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-40728.000,,,,139574.000,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,70151.000,80406.000,87516.000,106093.000,116136.000,126441.000,213193.000,259944.000,313807.000,362430.000,410511.000,463309.000,,573114.000,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,20000.000,25000.000
DueToRelatedPartiesCurrent,,,,,,,,,165000.000,210000.000,255000.000,300000.000,,390000.000,435000.000,480000.000,525000.000,570000.000,615000.000,,20000.000,25000.000
Liabilities,2620.000,1670.000,3386.000,13063.000,17842.000,21829.000,102693.000,149444.000,203307.000,251930.000,300011.000,352809.000,,462909.000,,,,,,,,
LiabilitiesAndStockholdersEquity,20469.000,13764.000,12870.000,8470.000,7706.000,5888.000,0.000,0.000,0.000,0.000,0.000,0.000,,295.000,86.000,26.000,,,0.000,60000.000,3620.000,650.000
LiabilitiesCurrent,2620.000,1670.000,3386.000,13063.000,17842.000,21829.000,102693.000,149444.000,203307.000,251930.000,300011.000,352809.000,,462909.000,510615.000,565126.000,610160.000,655910.000,700910.000,134303.000,90638.000,103920.000
LoansPayableCurrent,20.000,20.000,20.000,20.000,10005.000,17805.000,19920.000,23406.000,23406.000,23451.000,24683.000,27556.000,,65859.000,65830.000,65865.000,65899.000,65899.000,65899.000,10000.000,,
OperatingLossCarryforwards,,,87516.000,,,,,,,,,,,,18821029.000,,,,18821029.000,,,
OtherAccruedLiabilitiesNoncurrent,,,,,,,,120000.000,165000.000,210000.000,255000.000,300000.000,,390000.000,,,,,,,,
OtherAssetsNoncurrent,5888.000,5888.000,5888.000,5888.000,5888.000,5888.000,,,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,,,0.000,0.001,0.001
PreferredStockSharesAuthorized,,,,,,,,,,,,,,,,,,,,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000
RelatedPartyTransactionDueFromToRelatedParty,,,-20.000,,,,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,573114.000,-18821029.000,-18875600.000,-18920660.000,-18966410.000,-19011410.000,-19059703.000,-19076843.000,-19094005.000
StockholdersEquity,17849.000,12094.000,9484.000,-4593.000,-10136.000,-15941.000,-102693.000,-149444.000,-203307.000,-251930.000,-300011.000,-352809.000,,-462614.000,-510529.000,-565100.000,-610160.000,-655910.000,-700910.000,-74303.000,-87018.000,-103270.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,17849.000,12094.000,9484.000,-4593.000,-10136.000,-15941.000,-102693.000,-149444.000,-203307.000,-251930.000,-300011.000,-352809.000,,-462614.000,,,,,,,,
