,2012-09-30,2013-09-30,2014-09-30
AllocatedShareBasedCompensationExpense,,,5000.000
AmortizationOfDebtDiscountPremium,,417.000,
AmortizationOfFinancingCostsAndDiscounts,,417.000,38291.000
AmortizationOfIntangibleAssets,,,500.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-52.000,40780.000,117670.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,-88737.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,84873.000,
ComprehensiveIncomeNetOfTax,-100496.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,91123.000,91123.000
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,0.000,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,0.000,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,0.000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,91123.000,
EffectOfExchangeRateOnCashAndCashEquivalents,,-40.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.150,-0.150,-0.150
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.223,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.073,
EffectiveIncomeTaxRateReconciliationTaxCredits,,0.000,
GeneralAndAdministrativeExpense,100496.000,167877.000,268527.000
GrossProfit,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-100496.000,-168294.000,-306798.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-168294.000,-306798.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,91123.000,
IncreaseDecreaseInAccountsPayable,38000.000,141945.000,
IncreaseDecreaseInAccruedLiabilities,,,10500.000
IncreaseDecreaseInDeferredRevenue,,,43565.000
IncreaseDecreaseInDueToRelatedParties,54082.000,,
IncreaseDecreaseInInventories,,,-40861.000
IncreaseDecreaseInPrepaidExpense,-8362.000,-10000.000,5000.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,2564102.000,22280109.000
InterestAndDebtExpense,,,38291.000
InterestExpense,,417.000,
InterestExpenseOther,,417.000,
InterestIncomeOther,,,20.000
LeaseAndRentalExpense,8362.000,,
LegalFees,2500.000,,
LicenseCosts,,29051.000,5000.000
NetCashProvidedByUsedInFinancingActivities,,-8121.000,354433.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,80616.000,354433.000
NetCashProvidedByUsedInOperatingActivities,-52.000,48941.000,-236763.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-52.000,-35932.000,-236763.000
NetIncomeLoss,-100496.000,-77171.000,-306798.000
NotesIssued1,,50000.000,446500.000
OperatingExpenses,100496.000,,
OperatingIncomeLoss,-100496.000,-167877.000,-268527.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,0.000,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,0.000,,
OtherExpenses,2116.000,,
OtherNonoperatingIncomeExpense,,,-38271.000
ProceedsFromConvertibleDebt,,,387750.000
ProceedsFromIssuanceOfCommonStock,,,7000.000
ProceedsFromIssuanceOfDebt,,45000.000,387750.000
ProceedsFromIssuanceOfWarrants,,5000.000,
ProceedsFromLoanOriginations1,,30616.000,
ProceedsFromRelatedPartyDebt,,,-40317.000
ProfessionalFees,87499.000,,
ResearchAndDevelopmentExpense,,3523.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,5825000.000,
ShareBasedGoodsAndNonemployeeServicesTransactionTaxBenefit,,,8040.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,23850000.000,,
StockIssuedDuringPeriodSharesShareBasedCompensation,,,5000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,74564102.000,115702830.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,72000000.000,93422721.000
WeightedAverageNumberOfSharesOutstandingBasic,,72000000.000,93422721.000
