,2015-06-28,2015-09-27,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-01
AccountsPayableOtherCurrent,99000000.000,,,,,,,
AccountsPayableRelatedPartiesCurrent,,0.000,0.000,,,,,
AccountsPayableTradeCurrent,1509000000.000,2719000000.000,2844000000.000,2773000000.000,2960000000.000,3456000000.000,3996000000.000,3936000000.000
AccountsReceivableNetCurrent,795000000.000,1613000000.000,871000000.000,939000000.000,1114000000.000,855000000.000,769000000.000,886000000.000
AccountsReceivableRelatedPartiesCurrent,,0.000,0.000,,,,,
AccruedLiabilitiesCurrent,171000000.000,,,,,,,
AccruedMarketingCostsCurrent,255000000.000,732000000.000,856000000.000,867000000.000,867000000.000,708000000.000,749000000.000,599000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,533000000.000,613000000.000,906000000.000,,,,1830000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-719000000.000,-613000000.000,-671000000.000,-560000000.000,-933000000.000,-1229000000.000,-1628000000.000,-1449000000.000
AdditionalPaidInCapital,7454000000.000,59622000000.000,58375000000.000,58438000000.000,58525000000.000,58567000000.000,58593000000.000,58642000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,32000000.000,32000000.000,32000000.000,32000000.000,28000000.000,20000000.000,
Assets,36062000000.000,121792000000.000,122973000000.000,123273000000.000,121684000000.000,121080000000.000,120480000000.000,120802000000.000
AssetsCurrent,4589000000.000,10411000000.000,9780000000.000,9812000000.000,9347000000.000,8943000000.000,8753000000.000,8875000000.000
BuildingsAndImprovementsGross,,1690000000.000,1700000000.000,,,,1884000000.000,
CapitalLeaseObligations,,140000000.000,129000000.000,,,,108000000.000,
CashAndCashEquivalentsAtCarryingValue,2147000000.000,4437000000.000,4837000000.000,4199000000.000,4237000000.000,3920000000.000,4204000000.000,3242000000.000
CommercialPaper,,,,,633000000.000,639000000.000,642000000.000,900000000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,,1213358420.000,1214391614.000,1216075938.000,1217900434.000,1218595543.000,,1220191898.000
CommonStockSharesOutstanding,,1213171703.000,1213978752.000,1215541052.000,1217354448.000,1217580024.000,,1217543284.000
CommonStockValue,4000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000
ConstructionInProgressGross,,824000000.000,1001000000.000,,,,1600000000.000,
DebtInstrumentUnamortizedDiscountPremiumNet,,-720000000.000,-699000000.000,,,,-585000000.000,
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,28000000.000,127000000.000,,,,,,
DeferredFinanceCostsGross,,,,,,52000000.000,53000000.000,
DeferredIncomeTaxLiabilities,,,23678000000.000,,,,22513000000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,20848000000.000,20910000000.000
DeferredTaxAssetsDeferredIncome,,,165000000.000,,,,,
DeferredTaxAssetsGross,,,2334000000.000,,,,1807000000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,135000000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,37000000.000,,,,43000000.000,
DeferredTaxAssetsOther,,,410000000.000,,,,782000000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,53000000.000,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,16000000.000,,,,16000000.000,
DeferredTaxAssetsValuationAllowance,,,83000000.000,,,,89000000.000,
DeferredTaxLiabilities,,,21427000000.000,,,,20795000000.000,
DeferredTaxLiabilitiesNoncurrent,3843000000.000,19684000000.000,21497000000.000,21659000000.000,20900000000.000,20706000000.000,20848000000.000,20910000000.000
DeferredTaxLiabilitiesOther,,,107000000.000,,,,532000000.000,
DeferredTaxLiabilitiesTaxDeferredIncome,,,324000000.000,,,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,22000000.000,,,,21000000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,,,-1492000000.000,,,,-1234000000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,83000000.000,,,,29000000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,,-1409000000.000,,,,-1205000000.000,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,617000000.000,,,,,,,
DerivativeCollateralObligationToReturnCash,130000000.000,40000000.000,44000000.000,54000000.000,46000000.000,30000000.000,67000000.000,69000000.000
DerivativeCollateralRightToReclaimCash,,40000000.000,44000000.000,54000000.000,46000000.000,30000000.000,67000000.000,69000000.000
DerivativeFairValueOfDerivativeAsset,,685000000.000,811000000.000,664000000.000,584000000.000,603000000.000,756000000.000,682000000.000
DerivativeFairValueOfDerivativeLiability,,72000000.000,55000000.000,69000000.000,79000000.000,48000000.000,86000000.000,106000000.000
DividendsPayableCurrent,,,762000000.000,794000000.000,827000000.000,769000000.000,39000000.000,
DueFromAffiliateCurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueFromAffiliateNoncurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueToAffiliateCurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueToAffiliateNoncurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,133000000.000,97000000.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,174000000.000,236000000.000,283000000.000,351000000.000,418000000.000,484000000.000,544000000.000,615000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,276000000.000,276000000.000,275000000.000,275000000.000,270000000.000,270000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,276000000.000,276000000.000,275000000.000,275000000.000,270000000.000,270000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,276000000.000,276000000.000,275000000.000,275000000.000,270000000.000,270000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,276000000.000,276000000.000,275000000.000,275000000.000,270000000.000,270000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,276000000.000,276000000.000,275000000.000,275000000.000,270000000.000,270000000.000
FiniteLivedIntangibleAssetsGross,1418000000.000,6350000000.000,6579000000.000,6607000000.000,6587000000.000,6586000000.000,6534000000.000,6558000000.000
FiniteLivedIntangibleAssetsNet,1244000000.000,6114000000.000,6296000000.000,6256000000.000,6169000000.000,6102000000.000,5990000000.000,5943000000.000
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,,,,,,10000000.000,14000000.000,
Goodwill,14741000000.000,46750000000.000,43051000000.000,43542000000.000,,,44125000000.000,44300000000.000
GoodwillImpairedAccumulatedImpairmentLoss,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,11700000000.000,50579000000.000,55824000000.000,55800000000.000,,,,53387000000.000
IntangibleAssetsNetExcludingGoodwill,,56693000000.000,62120000000.000,62049000000.000,59762000000.000,59620000000.000,59297000000.000,59330000000.000
InterestPayableCurrent,,,401000000.000,266000000.000,393000000.000,311000000.000,415000000.000,346000000.000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,3000000.000,3000000.000,,,,,,
InventoryFinishedGoodsAndWorkInProcessNetOfReserves,978000000.000,,,,,,,
InventoryFinishedGoodsNetOfReserves,,1965000000.000,1662000000.000,1857000000.000,1911000000.000,2047000000.000,1754000000.000,1942000000.000
InventoryNet,1162000000.000,2981000000.000,2618000000.000,2892000000.000,2881000000.000,3108000000.000,2684000000.000,3151000000.000
InventoryRawMaterials,184000000.000,,,,,,,
InventoryRawMaterialsNetOfReserves,,611000000.000,563000000.000,624000000.000,601000000.000,656000000.000,542000000.000,716000000.000
InventoryWorkInProcessNetOfReserves,,405000000.000,393000000.000,411000000.000,369000000.000,405000000.000,388000000.000,493000000.000
InvestmentsInAndAdvancesToAffiliatesBalancePrincipalAmount,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Land,,317000000.000,297000000.000,,,,264000000.000,
Liabilities,29081000000.000,54433000000.000,56737000000.000,56673000000.000,63637000000.000,63212000000.000,62906000000.000,62858000000.000
LiabilitiesAndStockholdersEquity,36062000000.000,121792000000.000,122973000000.000,123273000000.000,121684000000.000,121080000000.000,120480000000.000,120802000000.000
LiabilitiesCurrent,2653000000.000,5746000000.000,6932000000.000,6730000000.000,9593000000.000,9414000000.000,9501000000.000,9383000000.000
LiabilitiesNoncurrent,18108000000.000,,,,,,,
LineOfCredit,,,,,,,0.000,
LineOfCreditFacilityMaximumBorrowingCapacity,,4000000000.000,4000000000.000,,,,,
LongTermDebt,13636000000.000,,,,,,,
LongTermDebtAndCapitalLeaseObligations,13626000000.000,25250000000.000,25151000000.000,25167000000.000,30002000000.000,29980000000.000,29713000000.000,29748000000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,10000000.000,74000000.000,79000000.000,,2106000000.000,2047000000.000,2046000000.000,2023000000.000
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,,25324000000.000,25230000000.000,25300000000.000,32100000000.000,32000000000.000,31759000000.000,
LongTermDebtFairValue,,26100000000.000,25700000000.000,27000000000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,16138000000.000,,,,23446000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,60000000.000,,,,2019000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,3582000000.000,,,,38000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,4000000.000,,,,2999000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,2682000000.000,,,,3000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,2019000000.000,,,,2685000000.000,
LongtermDebtWeightedAverageInterestRate,0.042,,,,,,,
MachineryAndEquipmentGross,,4214000000.000,4432000000.000,,,,4770000000.000,
MinorityInterest,215000000.000,206000000.000,208000000.000,216000000.000,221000000.000,226000000.000,216000000.000,212000000.000
NoncurrentAssets,,,111695000000.000,,,,110110000000.000,
OperatingLeasesFutureMinimumPaymentsDue,,,738000000.000,,,,474000000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,120000000.000,,,,94000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,68000000.000,,,,43000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,90000000.000,,,,61000000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,106000000.000,,,,77000000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,119000000.000,,,,92000000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,235000000.000,,,,107000000.000,
OtherAssetsCurrent,68000000.000,1380000000.000,871000000.000,977000000.000,969000000.000,852000000.000,967000000.000,1008000000.000
OtherAssetsNoncurrent,1537000000.000,1506000000.000,1498000000.000,1436000000.000,1511000000.000,1509000000.000,1617000000.000,1604000000.000
OtherIntangibleAssetsNet,1657000000.000,,,,,,,
OtherLiabilitiesCurrent,436000000.000,1484000000.000,1324000000.000,1291000000.000,1263000000.000,1164000000.000,1199000000.000,989000000.000
OtherLiabilitiesNoncurrent,448000000.000,734000000.000,752000000.000,737000000.000,801000000.000,745000000.000,806000000.000,801000000.000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,191000000.000,,,,,,,
OtherReceivablesNetCurrent,226000000.000,,,,,,,
