,2011-07-01,2011-09-30,2011-12-31,2012-03-30,2012-06-29,2012-09-28,2012-12-31,2013-03-29,2013-06-28,2013-09-27,2013-12-31,2014-03-28,2014-06-27,2014-09-26,2014-12-31,2015-03-27,2015-06-26,2015-09-25,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,57334000.000,53865000.000,54035000.000,635807000.000,660663000.000,636521000.000,699626000.000,705025000.000,714406000.000,739225000.000,860380000.000,779665000.000,826395000.000,778846000.000,780287000.000,762813000.000,738493000.000,735310000.000,718893000.000,691794000.000,679137000.000,651792000.000,605895000.000,607827000.000,646253000.000
AccountsReceivableNetCurrent,103314000.000,104789000.000,117475000.000,873802000.000,904760000.000,882867000.000,873382000.000,926629000.000,933706000.000,974725000.000,1030892000.000,1064020000.000,1152915000.000,1099494000.000,1029150000.000,1014905000.000,1024816000.000,990452000.000,888166000.000,881691000.000,906336000.000,922247000.000,913614000.000,901327000.000,978606000.000
AccruedIncomeTaxesCurrent,7462000.000,6451000.000,4911000.000,,92564000.000,105922000.000,39919000.000,44447000.000,61948000.000,71793000.000,71314000.000,84764000.000,107445000.000,104372000.000,58009000.000,61901000.000,50097000.000,49037000.000,51834000.000,45274000.000,47214000.000,44504000.000,38367000.000,29195000.000,37688000.000
AccruedLiabilitiesCurrent,,,,535521000.000,543505000.000,550060000.000,441033000.000,478167000.000,439541000.000,450113000.000,485261000.000,491942000.000,530475000.000,516244000.000,495393000.000,481939000.000,458110000.000,453599000.000,391659000.000,400093000.000,403156000.000,416973000.000,344358000.000,319631000.000,337230000.000
AccruedSalesCommissionCurrent,,,,,,,,,12638000.000,12695000.000,13095000.000,11516000.000,13599000.000,12131000.000,11026000.000,11530000.000,11929000.000,10535000.000,10275000.000,10061000.000,9333000.000,9455000.000,8697000.000,9770000.000,12565000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,4700000.000,,,,8600000.000,,,,13400000.000,,,,15600000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-146375000.000,-166103000.000,-177032000.000,,,,256057000.000,,,,311612000.000,,,,368940000.000,,,,398389000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,3799000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,-244738000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,-23505000.000,,,,,,,,,,,,,,,,,
