,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,11406634.000,17590095.000,22153822.000,17438345.000,23842503.000,25371520.000,27509195.000,27495330.000,27012982.000,32832593.000,40026698.000,43402418.000,46370345.000,50067002.000,44562647.000,39024814.000,43126718.000,36921440.000,36077396.000,33970319.000,32803377.000,48673568.000,49463901.000,44170801.000
AccountsReceivableGross,,,,,26333600.000,,,,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,25408181.000,27353677.000,24629029.000,27581588.000,35689291.000,36467233.000,30545092.000,36042801.000,40604434.000,34816914.000,33177520.000,35651499.000,38652032.000,38211951.000,32077851.000,34346909.000,50900861.000,49460347.000,42506750.000
AccountsReceivableNet,,,,,25753706.000,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,21475717.000,23611268.000,21129418.000,19007781.000,25753706.000,23961421.000,25323899.000,22607922.000,25556158.000,33661422.000,33961014.000,28048843.000,33544964.000,38107418.000,32316607.000,30678992.000,33148160.000,36175692.000,36139866.000,30004722.000,32279032.000,47747210.000,46280769.000,39324098.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,1406086.000,669525.000,35148.000,588864.000,405859.000,108987.000,262539.000,432260.000,959422.000,759350.000,747734.000,,554064.000,
AccruedLiabilitiesCurrent,,,,,2756255.000,2989020.000,3197899.000,3500147.000,3199702.000,3674365.000,3877095.000,3945975.000,3909851.000,4100994.000,3649806.000,3929210.000,4338892.000,4228893.000,3816940.000,3526616.000,3827899.000,,1011866.000,
AccruedRoyaltiesCurrent,,,,,925089.000,965639.000,570120.000,566835.000,574805.000,578455.000,582486.000,577627.000,577440.000,577721.000,580032.000,365321.000,492252.000,473990.000,461055.000,464246.000,418866.000,,400773.000,
AccruedSalariesCurrent,,,,,,,,,,,,,,,,,,,,,,,6094843.000,
AccumulatedCapitalizedInterestCosts,,,,,,1038284.000,541999.000,,,0.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,6870377.000,7491032.000,7869304.000,8273998.000,8835234.000,9480723.000,9909156.000,10518961.000,11035597.000,11936636.000,12871524.000,13946247.000,15025580.000,15504262.000,16174307.000,17388571.000,17937498.000,17991925.000,17922099.000,18653592.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3337023.000,3696134.000,4514621.000,4659484.000,4376658.000,4749100.000,5049864.000,4826492.000,5342792.000,5566695.000,5848859.000,5518310.000,5498899.000,5517730.000,5628657.000,5427860.000,5628189.000,3645117.000,2632762.000,2878209.000,932176.000,1106387.000,-873582.000,-900241.000
AdditionalPaidInCapital,5457498.000,5792375.000,5831237.000,5872309.000,5924400.000,5976696.000,6035230.000,6084269.000,5547463.000,5765277.000,6011305.000,6626371.000,10254841.000,10403566.000,10530430.000,10661130.000,10987266.000,11110723.000,11227979.000,11338689.000,11433948.000,11491424.000,11580934.000,11766446.000
AdvancesOnInventoryPurchases,,,,,1653566.000,1743114.000,1120911.000,2141151.000,2483707.000,3150290.000,2876267.000,2686438.000,3144748.000,2303820.000,1793599.000,1848124.000,2683479.000,2138835.000,3752125.000,4424535.000,4435842.000,,3205852.000,
AllowanceForDoubtfulAccountsReceivable,,,,,579894.000,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,1446760.000,2029778.000,2021107.000,2025430.000,2027869.000,2506219.000,2496249.000,2497837.000,2497016.000,2500307.000,2498528.000,2503339.000,2476340.000,2072085.000,2073129.000,2067877.000,3153651.000,3179578.000,3182652.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,,,,,,,,,455115.000,
Assets,80945471.000,90885428.000,88553909.000,99468781.000,106252963.000,111252908.000,120389732.000,115365668.000,121207571.000,143234940.000,151793376.000,138158616.000,151569034.000,149538685.000,146154072.000,143945114.000,142433363.000,142102585.000,134204484.000,128338344.000,134247688.000,165634277.000,163331750.000,175376326.000
AssetsCurrent,60628906.000,68317332.000,58335426.000,66232909.000,71419047.000,74430719.000,80785553.000,75345662.000,77614086.000,95797821.000,97308244.000,82778005.000,96565584.000,93603771.000,89163853.000,86596534.000,83985159.000,85393669.000,80682981.000,74495241.000,78520750.000,103439292.000,104536987.000,115220323.000
BuildingsAndImprovementsGross,,,,,266624.000,18141223.000,271921.000,807985.000,819346.000,824549.000,21521416.000,21341904.000,24437093.000,25541312.000,25414914.000,25184115.000,25337786.000,24463867.000,23046056.000,23451888.000,22771842.000,22689607.000,21797158.000,22045007.000
CashAndCashEquivalentsAtCarryingValue,7523000.000,8185189.000,5175623.000,15471978.000,5119991.000,5500805.000,6627334.000,4705786.000,2666806.000,6434581.000,7973459.000,5137477.000,12820421.000,11802804.000,14611892.000,9922960.000,3739259.000,7910185.000,5849967.000,6749909.000,6798975.000,13477199.000,9324393.000,20036278.000
CommitmentsAndContingencies,,,,,,,,,,,,,,,,,,,,0.000,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
