,2012-06-30,2013-06-30,2014-06-30
AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife,48.000,,
AdvertisingExpense,82000.000,58000.000,30000.000
AmortizationOfIntangibleAssets,92000.000,156000.000,261000.000
AmortizationOfLeasedAsset,,,3037.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1825866.000,1189026.000,0.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,411400.000,,
CapitalExpendituresIncurredButNotYetPaid,,,386866.000
CapitalLeaseObligationsIncurred,,,147777.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-79460.000,861960.000,811952.000
CostsAndExpenses,6930865.000,6855356.000,7137146.000
CurrentStateAndLocalTaxExpenseBenefit,177717.000,57613.000,53789.000
DeferredFederalIncomeTaxExpenseBenefit,,-3600000.000,-5000000.000
DeferredIncomeTaxExpenseBenefit,,-3600000.000,-5000000.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,0.150,0.150
Depreciation,728000.000,640000.000,516000.000
DepreciationAndAmortization,820137.000,796228.000,776794.000
DirectOperatingCosts,4164465.000,3971831.000,4006457.000
EarningsPerShareBasic,0.040,0.270,0.350
EarningsPerShareDiluted,0.030,0.230,0.300
EffectiveIncomeTaxRateContinuingOperations,0.215,-4.730,-5.451
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.334,-4.866,-8.195
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,-0.285,0.003,0.002
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.165,0.000,2.317
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,0.278,-0.273,0.026
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.051,0.066,0.059
FairValueInputsDiscountRate,,0.048,
GainLossOnSaleOfPropertyPlantEquipment,-12350.000,-4877.000,-8173.000
GoodwillImpairmentLoss,,69000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,821032.000,935578.000,961259.000
IncomeTaxExpenseBenefit,177717.000,-3542387.000,-4946211.000
IncomeTaxesPaid,90978.000,42398.000,97839.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,117417.000,-1103.000,-26912.000
IncreaseDecreaseInAccountsReceivable,53388.000,43707.000,60679.000
IncreaseDecreaseInDeferredRevenue,16200.000,-12418.000,-31385.000
IncreaseDecreaseInInventories,122190.000,-2364.000,-65373.000
IncreaseDecreaseInOtherOperatingAssets,10173.000,20957.000,-14955.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-76762.000,-78961.000,24610.000
IncreaseDecreaseInRestrictedCash,,-6432.000,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,1897.000,439182.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,2718428.000,2718428.000,2718428.000
InterestExpense,33119.000,19238.000,12357.000
InterestPaid,33703.000,19405.000,12925.000
InvestmentIncomeInterest,4099.000,7642.000,7130.000
LeaseAndRentalExpense,682000.000,833000.000,
NetCashProvidedByUsedInFinancingActivities,-492090.000,-260422.000,-223036.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-492090.000,-260422.000,-223036.000
NetCashProvidedByUsedInInvestingActivities,-688617.000,-632296.000,-615861.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-688617.000,-632296.000,-615861.000
