,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,61300000.000,77832000.000,47369000.000,64797000.000,44662000.000,68366000.000,46029000.000,62829000.000,43292000.000,66205000.000
AccountsPayableCurrent,19516000.000,15706000.000,19640000.000,16468000.000,15280000.000,14861000.000,20025000.000,16902000.000,19699000.000,17042000.000
AccountsReceivableGross,,,,,111268000.000,117009000.000,114132000.000,108931000.000,103448000.000,101224000.000
AccountsReceivableNet,,,,,99188000.000,103650000.000,99094000.000,95438000.000,90523000.000,87980000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,9608000.000,8918000.000,8191000.000,7586000.000,7387000.000,7696000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,457578000.000,473935000.000,461376000.000,469367000.000,438157000.000,437611000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,461000.000,461000.000,6788000.000,6788000.000,6788000.000,6788000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-4598000.000,-3521000.000,-3294000.000,-3619000.000,-4062000.000,-3803000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5286000.000,-6230000.000,-6208000.000,-4888000.000,-5059000.000,-3982000.000,-10082000.000,-10407000.000,-10850000.000,-10591000.000
AdditionalPaidInCapitalCommonStock,428798000.000,429099000.000,429045000.000,429242000.000,429424000.000,429654000.000,429952000.000,430242000.000,430534000.000,430867000.000
AllowanceForDoubtfulAccountsReceivable,,,,,12080000.000,13359000.000,15038000.000,13493000.000,12925000.000,13244000.000
AmountOfDeferredCostsRelatedToLongTermContracts,,,,,17470000.000,17566000.000,16974000.000,17246000.000,17457000.000,18072000.000
Assets,703636000.000,697693000.000,681077000.000,689646000.000,664659000.000,688327000.000,672732000.000,675981000.000,654672000.000,677606000.000
AssetsCurrent,159077000.000,158874000.000,148648000.000,160399000.000,146560000.000,171907000.000,162450000.000,171721000.000,155271000.000,180617000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,1901000.000,1944000.000,0.000,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,,,,,1901000.000,1944000.000,0.000,,,
BusinessAcquisitionPurchasePriceAllocationOtherLiabilities,,,,,3147000.000,3275000.000,3407000.000,3440000.000,4106000.000,
CashAndCashEquivalentsAtCarryingValue,15136000.000,25190000.000,12968000.000,28736000.000,16982000.000,40818000.000,35030000.000,49230000.000,37334000.000,66487000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesIssued,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesOutstanding,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
DebtInstrumentUnamortizedDiscount,,,,,11340000.000,10507000.000,9666000.000,8790000.000,7906000.000,6984000.000
DeferredCosts,,,,,1059000.000,,,,,
DeferredCostsCurrent,,,,,10777000.000,11550000.000,11707000.000,11913000.000,11888000.000,12024000.000
DeferredCostsCurrentAndNoncurrent,,,,,28247000.000,29116000.000,28681000.000,29159000.000,29345000.000,30096000.000
DeferredFinanceCostsNoncurrentNet,17165000.000,16093000.000,15018000.000,14349000.000,13230000.000,12109000.000,10988000.000,9865000.000,8741000.000,7616000.000
DeferredIncomeTaxLiabilities,,,,,,,71600000.000,,,
DeferredRentCreditNoncurrent,,,,,10925000.000,10722000.000,10757000.000,10761000.000,10650000.000,11031000.000
DeferredRevenueAndCreditsCurrent,48822000.000,43943000.000,46622000.000,43865000.000,44094000.000,39888000.000,41492000.000,42320000.000,39444000.000,37239000.000
DeferredRevenueNoncurrent,,,,,12844000.000,14522000.000,13120000.000,13165000.000,13835000.000,14390000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,84789000.000,,,
DeferredTaxAssetsGross,,,,,,,406528000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-5828000.000,,,
DeferredTaxAssetsNet,,,,,,,65772000.000,,,
DeferredTaxAssetsNetCurrent,,,,,5645000.000,5570000.000,4925000.000,4151000.000,3511000.000,3978000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,252339000.000,,,
