,2011-06-30,2011-09-30
AssetImpairmentCharges,,91820000.000
CostOfGoodsAndServicesSold,17838000.000,17987000.000
DepreciationAndAmortization,,5549000.000
DepreciationDepletionAndAmortization,4894000.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,1432000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,-312000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,-24000.000
EarningsPerShareBasicAndDiluted,,-1.570
IncomeLossFromContinuingOperations,-6201000.000,-83655000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-5760000.000,-93092000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-1.570
IncomeLossFromDiscontinuedOperationsNetOfTax,1120000.000,-24000.000
IncomeTaxExpenseBenefit,441000.000,-9437000.000
InterestExpense,5143000.000,5410000.000
NetIncomeLoss,,-83679000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-7503000.000,-86177000.000
NonoperatingIncomeExpense,-3000.000,
OperatingExpenses,50256000.000,142534000.000
OperatingIncomeLoss,-614000.000,-88027000.000
OtherNonoperatingIncomeExpense,,345000.000
PreferredStockDividendsAndOtherAdjustments,2422000.000,2498000.000
ProfitLoss,-5081000.000,
Revenues,49642000.000,54507000.000
SalesRevenueNet,49642000.000,54507000.000
SellingGeneralAndAdministrativeExpense,26507000.000,26191000.000
