,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,7900000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,871000.000,853000.000,431000.000,95000000.000,152900000.000
AllocatedShareBasedCompensationExpense,26253000.000,105048000.000,253361000.000,200700000.000,
AmortizationOfDebtDiscountPremium,6187000.000,11482000.000,25416000.000,,
AmortizationOfFinancingCosts,,,,13900000.000,10000000.000
AmortizationOfFinancingCostsAndDiscounts,4773000.000,12313000.000,22141000.000,,
AmortizationOfIntangibleAssets,14604000.000,42567000.000,42306000.000,54800000.000,44000000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,-65805000.000,-240682000.000,-183153000.000,-182400000.000,-79300000.000
BusinessAcquisitionsProFormaRevenue,928205000.000,1017962000.000,1158545000.000,1420200000.000,1983200000.000
BusinessCombinationAcquisitionRelatedCosts,,14204000.000,4495000.000,5900000.000,21500000.000
CapitalExpendituresIncurredButNotYetPaid,4014000.000,15021000.000,10876000.000,8400000.000,25700000.000
CapitalLeaseObligationsIncurred,367000.000,11404000.000,10469000.000,6800000.000,7600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,125299000.000,-62545000.000,204466000.000,10600000.000,-137900000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,2424000.000,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,3914000.000,0.000,,
ComprehensiveIncomeNetOfTax,,-147512000.000,-161266000.000,-177400000.000,-63800000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,,,,413500000.000,578700000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,-2248000.000,0.000,0.000,,
CurrentFederalTaxExpenseBenefit,-625000.000,0.000,6155000.000,1700000.000,-1300000.000
CurrentForeignTaxExpenseBenefit,,0.000,3336000.000,-1600000.000,3900000.000
CurrentIncomeTaxExpenseBenefit,,,,4500000.000,11300000.000
CurrentStateAndLocalTaxExpenseBenefit,-945000.000,1661000.000,3642000.000,4400000.000,8700000.000
DebtInstrumentRedemptionPricePercentage,,,,,1.000
DebtIssuanceCosts,,130148000.000,114796000.000,99300000.000,89600000.000
DeferredFederalIncomeTaxExpenseBenefit,22206000.000,-25598000.000,24287000.000,-8600000.000,7300000.000
DeferredForeignIncomeTaxExpenseBenefit,,3540000.000,-613000.000,2300000.000,-7800000.000
DeferredIncomeTaxExpenseBenefit,31127000.000,-25707000.000,24716000.000,-13200000.000,-2800000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,8921000.000,-3649000.000,1042000.000,-6900000.000,-2300000.000
Depreciation,70357000.000,280113000.000,294101000.000,351400000.000,440500000.000
DepreciationAndAmortization,84961000.000,322680000.000,336407000.000,406200000.000,516300000.000
DepreciationDepletionAndAmortization,84961000.000,322680000.000,336407000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,3011000.000,0.000,,
DiscontinuedOperationIntercompanyAmountsWithDiscontinuedOperationBeforeDisposalTransactionCosts,,1544000.000,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,1203000.000,0.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,6474000.000,0.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-303000.000,1018000.000,-3800000.000,-2000000.000
EntityWideRevenueMajorCustomerPercentage,0.120,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,7900000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,7900000.000
ExtinguishmentOfDebtAmount,350000000.000,350000000.000,,,
FederalIncomeTaxExpenseBenefitContinuingOperations,21581000.000,-25598000.000,30442000.000,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,-24400000.000,-53800000.000
ForeignCurrencyTransactionGainLossUnrealized,,,,-24400000.000,
ForeignIncomeTaxExpenseBenefitContinuingOperations,,3540000.000,2723000.000,,
GainLossOnContractTermination,,-10197000.000,0.000,,
GainLossOnDispositionOfProperty,-32000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,0.000,0.000,,
GainsLossesOnExtinguishmentOfDebt,,-77253000.000,-1911000.000,-94300000.000,-33800000.000
GoodwillAcquiredDuringPeriod,,,,376300000.000,-16900000.000
GoodwillAndIntangibleAssetImpairment,,0.000,0.000,,
GoodwillOtherChanges,,-3524000.000,7046000.000,,
GoodwillPeriodIncreaseDecrease,52459000.000,0.000,,,
GoodwillPurchaseAccountingAdjustments,,,,,-5500000.000
GoodwillTranslationAdjustments,,-1472000.000,,-18600000.000,-21300000.000
GrossProfit,299462000.000,,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,0.000,0.000
ImpairmentOfInvestments,,,,900000.000,1200000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-9048000.000,-159400000.000,-46900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,23708000.000,-168611000.000,-142628000.000,-163800000.000,-67700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,-133580000.000,-4400000.000,-20800000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-5849000.000,-144565000.000,-180477000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,1808000.000,0.000,,
IncomeLossFromEquityMethodInvestments,,0.000,0.000,,
IncomeTaxExpenseBenefit,29557000.000,-24046000.000,37849000.000,-8700000.000,8500000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,5808000.000,0.000,-2600000.000,,2800000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,459000.000,0.000,-286000.000,-2200000.000,-3600000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-2264000.000,991000.000,600000.000,2700000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,8298000.000,-59046000.000,-49859000.000,-57300000.000,-23800000.000
IncomeTaxReconciliationNondeductibleExpenseOther,1416000.000,1257000.000,759000.000,700000.000,1500000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,8685000.000,35576000.000,96342000.000,59400000.000,27900000.000
IncomeTaxReconciliationOtherAdjustments,,-156000.000,-2263000.000,,
IncomeTaxReconciliationOtherReconcilingItems,-293000.000,,,-2500000.000,3100000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,5184000.000,-2201000.000,-6519000.000,-7400000.000,-2100000.000
IncomeTaxesPaidNet,1739000.000,2811000.000,5724000.000,14500000.000,14000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1504000.000,17590000.000,-6935000.000,-22900000.000,-36000000.000
IncreaseDecreaseInAccountsPayableRelatedParties,-992000.000,10575000.000,865000.000,1600000.000,
IncreaseDecreaseInAccountsReceivable,,,,11200000.000,-1900000.000
IncreaseDecreaseInDeferredRevenue,55041000.000,61544000.000,163796000.000,149100000.000,184000000.000
IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments1,,0.000,,,
IncreaseDecreaseInOtherOperatingAssets,3121000.000,10914000.000,1733000.000,7500000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,33000000.000
IncreaseDecreaseInOtherOperatingLiabilities,-4047000.000,7365000.000,-21851000.000,-6900000.000,
IncreaseDecreaseInPrepaidExpense,-1058000.000,-1953000.000,1437000.000,2900000.000,-18700000.000
IncreaseDecreaseInReceivables,9294000.000,11801000.000,-21522000.000,,
IncreaseDecreaseInRestrictedCash,22820000.000,-22666000.000,0.000,,
InterestCostsCapitalized,5472000.000,12970000.000,12636000.000,12500000.000,13800000.000
InterestExpense,50720000.000,202464000.000,203508000.000,214000000.000,
InterestIncomeExpenseNonoperatingNet,,,,-214000000.000,-220100000.000
InterestPaid,43964000.000,143518000.000,175349000.000,191200000.000,228500000.000
NetCashProvidedByUsedInContinuingOperations,,-68580000.000,203448000.000,14400000.000,-135900000.000
NetCashProvidedByUsedInDiscontinuedOperations,,6338000.000,0.000,,
NetCashProvidedByUsedInFinancingActivities,433079000.000,2334041000.000,397249000.000,793500000.000,291700000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,433079000.000,2334041000.000,397249000.000,793500000.000,291700000.000
NetCashProvidedByUsedInInvestingActivities,-475410000.000,-2795942000.000,-754098000.000,-1386100000.000,-1141600000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-475410000.000,-2795942000.000,-754098000.000,-1386100000.000,-1141600000.000
NetCashProvidedByUsedInOperatingActivities,167630000.000,393321000.000,560297000.000,607000000.000,714000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,167630000.000,393321000.000,560297000.000,607000000.000,714000000.000
NetIncomeLoss,-5849000.000,-142757000.000,-180477000.000,-155100000.000,-76200000.000
NonoperatingIncomeExpense,-52845000.000,-279391000.000,-200380000.000,-333100000.000,-308000000.000
NotesIssued1,,0.000,,,
NumberOfBusinessesAcquired,,25.000,5.000,,
OperatingExpenses,305490000.000,877305000.000,1049158000.000,1177800000.000,1481400000.000
OperatingIncomeLoss,76553000.000,110780000.000,57752000.000,169300000.000,240300000.000
OperatingLeasesRentExpenseNet,45885000.000,87090000.000,83488000.000,125300000.000,102000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-4755000.000,19211000.000,-22300000.000,12400000.000
OtherNonoperatingIncomeExpense,123000.000,326000.000,5039000.000,-400000.000,-300000.000
PaidInKindInterest,,,,19700000.000,11900000.000
PartnersCapitalAccountContributions,134796000.000,345013000.000,5605000.000,,
PartnersCapitalAccountReturnOfCapital,46000.000,,,,
PaymentsForProceedsFromOtherInvestingActivities,-22826000.000,-9319000.000,0.000,,
PaymentsOfCapitalDistribution,,,,,81100000.000
PaymentsOfDebtExtinguishmentCosts,,72117000.000,0.000,62600000.000,20300000.000
PaymentsOfDebtIssuanceCosts,,,,,4200000.000
PaymentsOfDistributionsToAffiliates,,,1203000.000,,
PaymentsOfDividends,,0.000,1203000.000,,
PaymentsOfFinancingCosts,11701000.000,83134000.000,4891000.000,24200000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,15456000.000,2483137000.000,393341000.000,855700000.000,437500000.000
PaymentsToAcquirePropertyPlantAndEquipment,146963000.000,332520000.000,360757000.000,530400000.000,704100000.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,10396000.000,,,
ProceedsFromContributionsFromParent,134796000.000,345013000.000,5605000.000,385000000.000,
ProceedsFromDividendsReceived,,,0.000,,
