,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,56360.000,213154.000,422026.000,356607.000,509617.000,574143.000,391288.000,295036.000,828146.000,614216.000
AccountsPayableCurrent,,,,,,,,451.000,300.000,,,,,,12369.000,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,13959.000,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,6870.000,,,37280.000,9511.000,9330.000,11832.000,7682.000,880.000,4505.000
AccruedLiabilitiesCurrent,,,,,,,5.000,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,,,14552.000,0.000,0.000,
AdditionalPaidInCapital,38548.000,38548.000,38548.000,38548.000,38548.000,38548.000,38548.000,38548.000,38548.000,,-33442.000,-58957.000,-69331.000,-69331.000,-63631.000,557463.000,557463.000,656524.000,684687.000,775929.000,808595.000
Assets,34736.000,20208.000,18008.000,2358.000,1323.000,955.000,0.000,0.000,0.000,,1028.000,396716.000,772704.000,723407.000,614116.000,960818.000,1098368.000,1409139.000,1114198.000,1524869.000,1261353.000
AssetsCurrent,,,,,,,,,,,,343658.000,655811.000,625840.000,508277.000,794377.000,926511.000,1245046.000,957869.000,1376305.000,1120606.000
BankOverdrafts,,,,,,,,10.000,5.000,,,,,,,,,,,,
Cash,,,,,,,0.000,0.000,0.000,,1028.000,206243.000,307567.000,55662.000,92257.000,351081.000,159111.000,442942.000,168050.000,607960.000,85942.000
CashAndCashEquivalentsAtCarryingValue,34736.000,20208.000,18008.000,2358.000,1323.000,955.000,0.000,0.000,,955.000,1028.000,206243.000,,55662.000,92257.000,351081.000,159111.000,442942.000,168050.000,607960.000,85942.000
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.010,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,140000000.000,140000000.000,1010000000.000,1010000000.000,1010000000.000,1010000000.000,1010000000.000,1010000000.000,1010000000.000,1010000000.000
CommonStockSharesIssued,,,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,80988984.000,68060001.000,68060001.000,68060001.000,68360001.000,72455606.000,72455606.000,76265606.000,78102378.000,86860375.000,90292443.000
CommonStockSharesOutstanding,,,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,8998776.000,80988984.000,68060001.000,68060001.000,68060001.000,68360001.000,72455606.000,72455606.000,76265606.000,78102378.000,86860375.000,90292443.000
CommonStockSharesSubscriptions,,,,,4000.000,4000.000,,,,,,,,,,,,,,,
CommonStockValue,8999.000,8999.000,8999.000,8999.000,8999.000,8999.000,8999.000,8999.000,8999.000,,80989.000,68060.000,68060.000,68060.000,68360.000,72456.000,72456.000,76266.000,78102.000,86860.000,90292.000
CommonStockholdersEquity,,,,,,,,,,,-61358.000,,,,,,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,560000.000,192091.000,90625.000,,,,
ConvertibleNotesPayable,,,,,,,,,,,,,,760000.000,258402.000,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,,,231496.000,154628.000,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,39258.000,46993.000,246922.000,205189.000,133166.000,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,307135.000,,2000.000,82499.000,52831.000,9830.000,218553.000,94754.000,155276.000
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,,,20210.000,,,,,,,,,,,,,,
DeferredRevenue,,,,,,,,,,,,,307135.000,,,82499.000,52831.000,9830.000,218553.000,94754.000,155276.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,108905.000,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-20210.000,,,,,,,,,,,,,,
Deposits,,,,,,,,,,,,,,,,,14341.000,14341.000,14341.000,,
DerivativeLiabilities,,,,,,,,,,,,,,,30040.000,68584.000,114067.000,398120.000,226272.000,827883.000,
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,,,,,560890.000,382929.000,,503887.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-15700.000,-30228.000,32428.000,48078.000,53113.000,55481.000,57742.000,60278.000,65918.000,,-108905.000,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,38548.000,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,-19207.000,48427.000,,,,,,,86178.000,84804.000,103409.000,
FurnitureAndFixturesGross,,,,,,,,,,,,,97300.000,,,106568.000,,,,112302.000,
InventoryFinishedGoods,,,,,,,,,,,,,196163.000,363770.000,217846.000,,,,,,
InventoryNet,,,,,,,,,,,,123331.000,196163.000,363770.000,217846.000,323784.000,500008.000,397505.000,442648.000,585489.000,790399.000
LeaseIncentivePayableCurrent,,,,,,,,,,,,,9212.000,,,,,,,,
LeaseholdImprovementsGross,,,,,,,,,,,,-10482.000,17539.000,,,44300.000,,,,44300.000,
Liabilities,2889.000,2889.000,2889.000,2889.000,2889.000,4889.000,10195.000,,,,62386.000,391399.000,1197581.000,1293706.000,1433629.000,1368502.000,1580204.000,2122549.000,1870838.000,2334326.000,1668387.000
LiabilitiesAndStockholdersEquity,34736.000,20208.000,18008.000,2358.000,1323.000,955.000,0.000,,,,1028.000,396716.000,772704.000,723407.000,614116.000,960818.000,1098368.000,1409139.000,1114198.000,1524869.000,1261353.000
LiabilitiesCurrent,,,,,,,10195.000,12731.000,18371.000,-21237.000,,206399.000,628369.000,526680.000,867170.000,1333873.000,1552506.000,1609827.000,1429732.000,2311189.000,1646800.000
LoansAndLeasesReceivableRelatedParties,,,,,,,,,,,,,,,67690.000,96312.000,60124.000,86178.000,84804.000,103409.000,146277.000
LoansPayable,2889.000,2889.000,2889.000,2889.000,2889.000,4889.000,,,,,,,,,,,,,,,
LongTermDebt,,,,,,,,,,,,,,,,,,,,,21587.000
LongTermNotesPayable,,,,,,,,,,,,,,,,,27698.000,26193.000,24673.000,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,,,,,,,,,,,,42576.000,,,,,,,,,
NoncurrentAssets,,,,,,,,,,,,,,,,,,,,14341.000,14427.000
NotesPayable,,,,,,,,,,,,185000.000,560000.000,,,29189.000,,,,23137.000,
NotesPayableCurrent,,,,,,,,,,,,,,,,,656347.000,326902.000,291723.000,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,10190.000,12270.000,18066.000,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,,57742.000,,66000.000,69000.000,109000.000,,109000.000,423606.000,463194.000,463000.000,,,,,
OtherAssetsCurrent,,,,,,,,,,,,,,7529.000,7529.000,9474.000,11054.000,4906.000,,10556.000,10556.000
OtherAssetsMiscellaneous,,,,,,,,,,,,10482.000,12162.000,,,6895.000,,,,,
OtherLiabilities,,,,,,,,,,,,185000.000,569212.000,767026.000,566459.000,34629.000,27698.000,512722.000,441106.000,23137.000,21587.000
OtherLoansPayableCurrent,,,,,,,,,,,,143337.000,101378.000,98992.000,67690.000,,,,,,
PreferredStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,0.000,10000000.000,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000000.000,0.000,10000000.000,10000000.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,,,,,,,0.000,,,,,,,,,,,,
PreferredUnitsAuthorized,,,,,,,,,,10000000.000,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,7214.000,152081.000,198879.000,153365.000,61269.000,,,,38254.000,229204.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,,,,,,200015.000,140939.000,134300.000,,
PropertyPlantAndEquipmentNet,,,,,,,,,,,,,104731.000,,,159546.000,,,,134223.000,
PropertyPlantAndEquipmentOther,,,,,,,,,,,,,12895.000,,,16756.000,,,,16756.000,
