,2014-08-31,2014-11-30,2015-05-31,2015-09-30,2016-03-31,2016-06-30,2016-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2531.000,,-19542.000,,
CashPeriodIncreaseDecrease,,,,,28360.000,,
ComprehensiveIncomeNetOfTax,,,,-39980.000,46506.000,-130664.000,44446.000
CostOfGoodsSold,,,,129533.000,,23564.000,39179.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,,,,,
Depreciation,,,,,13037.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,-3596.000,,
GeneralAndAdministrativeExpense,0.000,0.000,22591.000,79916.000,35646.000,15826.000,17023.000
GrossProfit,,,,21947.000,,27921.000,53595.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-95827.000,-84805.000,-32863.000,-9820.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,19560.000,,39701.000,,
IncreaseDecreaseInAccountsReceivable,,,,,-18904.000,,
IncreaseDecreaseInInventories,,,,,36706.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,6836.000,,
InterestExpenseRelatedParty,,,,22219.000,22054.000,22708.000,22492.000
LeaseAndRentalExpense,,,,,18800.000,,
NetCashProvidedByUsedInFinancingActivities,,,500.000,,28360.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,500.000,,28360.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,-9780.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-9780.000,,
NetCashProvidedByUsedInOperatingActivities,,,-3031.000,,-34526.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3031.000,,-34526.000,,
NetIncomeLoss,-774.000,-17300.000,-22591.000,-94410.000,-84041.000,-31980.000,-10182.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,-1417.000,-764.000,-883.000,362.000
NonoperatingIncomeExpense,,,,,-22054.000,-22708.000,-22492.000
OperatingExpenses,774.000,17300.000,22591.000,95555.000,62751.000,38076.000,40923.000
OperatingIncomeLoss,-774.000,-17300.000,-22591.000,-73608.000,-62751.000,-10155.000,12672.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,55768.000,133122.000,-100475.000,55971.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,1338.000,2575.000,-1791.000,1343.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,54430.000,130547.000,-98684.000,54628.000
OtherNonoperatingIncomeExpense,,,,-22219.000,,,
PaymentsToAcquireProductiveAssets,,,,,9780.000,,
ProceedsFromRelatedPartyDebt,,,500.000,,28360.000,,
ProfessionalFees,,,,15639.000,27105.000,22250.000,23900.000
ProfitLoss,,,,-95827.000,-84805.000,-32863.000,-9820.000
Revenues,0.000,0.000,,,,,
SalesRevenueGoodsGross,,,,,,19671.000,
SalesRevenueGoodsNet,,,,151480.000,,51485.000,92774.000
SalesRevenueNet,0.000,0.000,,,,,
SellingGeneralAndAdministrativeExpense,774.000,17300.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,5600000.000,256000000.000,256000000.000,256000000.000,256000000.000
