,2014-12-31,2015-12-31,2016-12-31
AcquisitionCosts,47000.000,0.000,205000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,1522000.000,1546000.000
AllocatedShareBasedCompensationExpense,154000.000,,
AmortizationOfDebtDiscountPremium,100000.000,,
AmortizationOfFinancingCosts,1600000.000,2200000.000,2200000.000
AmortizationOfFinancingCostsAndDiscounts,1603000.000,2200000.000,2239000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,24425000.000,-13853000.000,-3967000.000
CommonStockDividendsPerShareDeclared,0.125,0.640,0.680
ComprehensiveIncomeNetOfTax,-6315000.000,10034000.000,29353000.000
DepreciationAndAmortization,23000000.000,24133000.000,31965000.000
DepreciationDepletionAndAmortization,,,31980000.000
DerivativeGainLossOnDerivativeNet,-1661000.000,,
DerivativeLossOnDerivative,,0.000,0.000
DividendsCommonStock,3946000.000,25548000.000,40640000.000
EarningsPerShareBasic,-0.360,0.260,0.520
EarningsPerShareDiluted,-0.360,0.260,0.520
EscrowDepositDisbursementsRelatedToPropertyAcquisition1,,500000.000,1250000.000
GainLossOnSaleOfPropertyPlantEquipment,,0.000,
GainsLossesOnExtinguishmentOfDebt,-4067000.000,0.000,0.000
GainsLossesOnSalesOfInvestmentRealEstate,,,-265000.000
GeneralAndAdministrativeExpense,11105000.000,7655000.000,9297000.000
HomeBuildingCosts,2243000.000,2376000.000,2549000.000
HomeBuildingRevenue,2519000.000,2510000.000,2970000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-8143000.000,10034000.000,
IncomeLossFromSubsidiariesBeforeTax,,0.000,0.000
IncomeTaxExpenseBenefit,,0.000,
IncomeTaxesPaid,104000.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5152000.000,2239000.000,2929000.000
IncreaseDecreaseInAccountsReceivable,-4000.000,2326000.000,3404000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,2275000.000,-2275000.000,0.000
IncreaseDecreaseInDerivativeAssets,,0.000,0.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,1661000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-445000.000,86000.000,-84000.000
