,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31
CashPeriodIncreaseDecrease,,,-6716.000,,,,-160.000,,,,-7444.000,,,
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
DeferredFederalIncomeTaxExpenseBenefit,,,0.000,,,,0.000,,,,0.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,0.340,0.340,,,0.340,,,,0.340,,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,820.000,,,,853.000,,,,1119.000,,,
GeneralAndAdministrativeExpense,4129.000,5273.000,616.000,91.000,102.000,91.000,160.000,708.000,126.000,3423.000,140.000,1078.000,93.000,286.000
IncomeLossFromContinuingOperations,-6216.000,-12405.000,-2416.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.000,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.010
IncomeTaxesPaid,,,0.000,,,,0.000,,,,0.000,,,
IncreaseDecreaseInAccruedLiabilities,,,-4300.000,,,,2350.000,,,,2159.000,,,
IncreaseDecreaseInDueToOfficersAndStockholders,,,0.000,,,,0.000,,,,0.000,,,
IncreaseDecreaseInPrepaidExpense,,,0.000,,,,0.000,,,,0.000,,,
InterestPaid,,,0.000,,,,0.000,,,,0.000,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,0.000,,,,0.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,0.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-6716.000,,,,-160.000,,,,-7444.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-6716.000,,,,-160.000,,,,-7444.000,,,
NetIncomeLoss,,,,-6842.000,-6845.000,,-2510.000,-2732.000,-4361.000,-14475.000,-3290.000,-5006.000,-3208.000,-7443.000
OfficersCompensation,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
OperatingExpenses,6216.000,12405.000,2416.000,6842.000,6845.000,8390.000,2510.000,2732.000,4361.000,14475.000,3290.000,5006.000,3208.000,7443.000
OperatingIncomeLoss,,-12405.000,-2416.000,-6842.000,-6845.000,-8390.000,-2510.000,-2732.000,-4361.000,-14475.000,-3290.000,-5006.000,-3208.000,-7443.000
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,0.000,,,,0.000,,,
ProfessionalFees,2087.000,7132.000,1800.000,6751.000,6743.000,8299.000,2350.000,2024.000,4235.000,11052.000,3150.000,3928.000,3115.000,7157.000
Revenues,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,820.000,,,,-853.000,,,,1119.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,2300000.000,,2300000.000,2300000.000,2300000.000,-4600000.000,2300000.000,2300000.000,2300000.000,16100000.000
