,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,1826000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,4097000.000,,,,2637000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1504000.000,,,,2257000.000,,,,2265000.000,,,,2598000.000,,,,3000000.000,,,,3083000.000,,,,2967000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,800000.000,,,,6400000.000,,,,400000.000,,,,4900000.000,,,,900000.000,,,,,,,,,
AmortizationOfIntangibleAssets,5374000.000,,7700000.000,,7545000.000,,,,6336000.000,,,,9504000.000,,,,9461000.000,,,,9470000.000,,,,12181000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,200000.000,571443.000,,151798.000,295819.000,140096.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,1000.000,0.000,0.000,,0.000,0.000,0.000,,500.000,47200.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,4700000.000,,,,,,,,,,,,,,,
CapitalLeaseObligationsIncurred,353000.000,,,,656000.000,,,,169000.000,,,,50000.000,,,,6000.000,,,,907000.000,,,,466000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-78852000.000,,,,-72667000.000,,,,-106201000.000,,,,-33145000.000,,,,-63162000.000,,,,-94467000.000,,,,-161863000.000,
CommonStockDividendsPerShareDeclared,,,0.050,,0.050,0.100,0.000,0.360,0.000,0.060,0.060,0.060,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080
ComprehensiveIncomeNetOfTax,,,,,27673000.000,33925000.000,40295000.000,42300000.000,30647000.000,21665000.000,26810000.000,59933000.000,41706000.000,40430000.000,45161000.000,23947000.000,33572000.000,47030000.000,42186000.000,55742000.000,34778000.000,55102000.000,51716000.000,15589000.000,53135000.000,56806000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,663000.000,532000.000,729000.000,378000.000,551000.000,460000.000,2203000.000,348000.000,581000.000,1087000.000,1753000.000,1342000.000,-139000.000,-13000.000,385000.000,-12000.000,6000.000,-25000.000,26000.000,211000.000,-30000.000,30000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,28336000.000,34457000.000,41024000.000,42678000.000,31198000.000,22125000.000,29013000.000,60281000.000,42287000.000,41517000.000,46914000.000,25289000.000,33433000.000,47017000.000,42571000.000,55730000.000,34784000.000,55077000.000,51742000.000,15800000.000,53105000.000,56836000.000
CostOfGoodsAndServicesSold,1149261000.000,1220111000.000,1293974000.000,1216164000.000,1357828000.000,1396071000.000,1402994000.000,1383432000.000,1377263000.000,1375218000.000,1422757000.000,1428862000.000,1384174000.000,1338420000.000,1344482000.000,1450643000.000,1372258000.000,1413058000.000,1463726000.000,1525205000.000,1521862000.000,1658675000.000,1655130000.000,1677995000.000,1625392000.000,1621436000.000
DeferredIncomeTaxExpenseBenefit,7753000.000,,,,1216000.000,,,,3487000.000,,,,4513000.000,,,,732000.000,,,,2291000.000,,,,-5910000.000,
Depreciation,6232000.000,,,,6951000.000,,,,8155000.000,,,,8867000.000,,,,8762000.000,,,,9332000.000,,,,10190000.000,
