,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,62291.000,22500.000,64898.000,96550.000,93157.000,103465.000,118697.000,125634.000,10931.000,11852.000,27987.000,15805.000,109327.000
AccountsReceivableNet,,,,,,,,,,1650.000,1750.000,1808.000,5358.000,3925.000,1225.000,1925.000,4689.000,9300.000,2050.000,3287.000,1619.000,1911.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,,,8090.000,,,
AccruedLiabilitiesCurrent,37894.000,39119.000,42119.000,48073.000,44619.000,47419.000,49644.000,7500.000,15000.000,,,,,,,,1862.000,2537.000,2465.000,2596.000,1861.000,1861.000
AdditionalPaidInCapital,55661.000,57646.000,58631.000,62601.000,72051.000,72051.000,73858.000,121272.000,121272.000,296109.000,296109.000,303624.000,307611.000,317076.000,303972.000,311575.000,319178.000,1870357.000,1877794.000,1885397.000,4008617.000,4219874.000
Assets,2573.000,613.000,273.000,1124.000,2272.000,2248.000,2230.000,,587.000,2461237.000,2435710.000,2432309.000,2424431.000,2377032.000,2321928.000,2298072.000,3462324.000,3646696.000,3609814.000,3585735.000,5242205.000,5931384.000
AssetsCurrent,2573.000,613.000,273.000,1124.000,2272.000,2248.000,2230.000,,587.000,,,,,,,,,,,,,
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,,,,,,,,,,,,,,,,,429363.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,,,,,,,,,1208123.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,,,,,,,,,,,,,,,,,235954.000,237680.000,950715.000,950715.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,,,,,,,,,,,,,,,,955172.000,950715.000,237680.000,237680.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,,,,,,,14384.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,1191126.000,1188395.000,1188395.000,1188395.000,1193739.000,
Cash,2573.000,613.000,273.000,1124.000,2272.000,2248.000,2230.000,,587.000,25349.000,19379.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,2573.000,613.000,273.000,1124.000,2272.000,2248.000,2230.000,,587.000,39079.000,19379.000,31067.000,36465.000,13895.000,17286.000,14534.000,7149.000,228225.000,209079.000,228758.000,241994.000,946435.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
