,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,115188.000,41232.000,37715.000,7738.000,19163.000,4153.000,7358.000,7922.000,5294.000,17754.000,17754.000,22487.000,14470.000
AccountsReceivableNetCurrent,581.000,17946.000,16525.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,40776.000,43239.000,46813.000,45463.000,48699.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,114000.000,82000.000,82000.000,82000.000,82000.000,82000.000,82000.000,828647.000,928255.000,928255.000,977413.000,2611206.000,3351766.000
AllowanceForDoubtfulAccountsReceivable,,0.000,,,,,,,,,,,
Assets,148945.000,171695.000,159488.000,55310.000,69059.000,48167.000,133483.000,267226.000,159391.000,,,1472126.000,1823791.000
AssetsCurrent,53052.000,56152.000,47519.000,10299.000,27284.000,12264.000,98393.000,96993.000,17951.000,,,1430370.000,1782303.000
AssetsNoncurrent,,,,,,,,,,,,41756.000,41488.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,35903.000,32441.000,29551.000,2716.000,33372.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,35903.000,32441.000,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,1.000,,,
CashAndCashEquivalentsAtCarryingValue,32979.000,18858.000,11447.000,3361.000,20346.000,11569.000,97698.000,96298.000,17256.000,,0.000,1322116.000,1684430.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,16000000.000,30000000.000,48000000.000,48000000.000,48000000.000,48000000.000,48000000.000,51353754.000,51745911.000,51745000.000,2587479.000,53735581.000,54723820.000
CommonStockSharesOutstanding,16000000.000,30000000.000,48000000.000,48000000.000,48000000.000,48000000.000,48000000.000,51353754.000,51745911.000,51745000.000,2587479.000,53735581.000,54723820.000
CommonStockValue,16000.000,48000.000,48000.000,48000.000,48000.000,48000.000,48000.000,51353.000,51745.000,51745.000,2587.000,53736.000,54724.000
CustomerAdvancesCurrent,,,,,,50250.000,,,,,,,
DebtInstrumentFaceAmount,,1031999.000,,,,,,,,150250.000,,,
DebtInstrumentInterestRateStatedPercentage,,0.100,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,144498.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,157732.000,,,,225806.000,,,,144498.000,,,
DeferredTaxAssetsValuationAllowance,,157732.000,,,,225806.000,,,,144498.000,,,
DepositsAssets,,,,,,,,,,,,107370.000,96989.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,68939.000,125831.000,194166.000,405027.000,,-382850.000,,,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,2638.000,2638.000,2638.000,2638.000,2638.000,,,
DisposalGroupIncludingDiscontinuedOperationGoodwillNoncurrent,,,,,,,,,,62193.000,,,
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,,,,,,,,29551.000,2716.000,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,,,,,,,,32189.000,5354.000,36000.000,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,,38541.000,35079.000,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,257931.000,257932.000
EquityIssuanceDollarAmountPerShare,0.020,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,1.000,,,
Goodwill,62193.000,62193.000,62193.000,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,1193.000,1193.000
InterestPayableCurrent,,,25447.000,51176.000,77188.000,,,,,,,,
InterestPayableCurrentAndNoncurrent,,106999.000,,,,103200.000,128646.000,147686.000,164774.000,164773.000,,,
InventoryGross,,17946.000,,,,,,,,,,,
InventoryNet,19492.000,19348.000,18852.000,6243.000,6243.000,,,,,,,,
Liabilities,950188.000,1073231.000,1210161.000,1305913.000,1388601.000,1424602.000,1578253.000,1172857.000,1062317.000,17754.000,17754.000,284287.000,276271.000
