,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2014-06-30,2014-12-31,2015-03-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,0.000,0.000,,,,,,,101878.000,74591.000
AmortizationOfDebtDiscountPremium,,,,,,,,,0.000,,,,,
AmortizationOfFinancingCosts,,,,,,,,,0.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,2350346.000,2203813.000
AssetManagementFees1,,,,,,,,,,,,,244379.000,391123.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,5000000.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,536.000,,,,,,,,,,281327.000,
CashPeriodIncreaseDecrease,,,,,,,1700.000,,293.000,,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,0.000,,,,,
ContributionOfProperty,,,0.000,,,,,,,,,,,
CostOfGoodsAndServicesSold,0.000,0.000,0.000,,,,,,,,,,,
CostOfServices,,,,,,,,,,,,,20258.000,20707.000
CostsAndExpensesRelatedParty,,,,,,,,,,,,,53000.000,50000.000
DebtConversionConvertedInstrumentAmount1,,,,,,,-171476.000,,,,,,,
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,,,,,,,,,0.000,,,,,
Depreciation,,,,,,,,,,,,,4146.000,3800.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,24677.000,24767.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,2380.000,,,,,,,
EarningsPerShareBasic,,,,-0.000,-0.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,,,-0.000,-0.000,-0.030,-0.070,-0.000,-0.000,0.000,-0.010,-0.010
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,0.000,0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,,,,,,,252.000,,,,,,,
FeesAndCommissions,,,,,,,,,,,,,9156.000,31875.000
GeneralAndAdministrativeExpense,2634.000,17334.000,6464.000,3000.000,30.000,1270.000,1127.000,3426.000,42.000,2132.000,1922.000,404441.000,121826.000,154982.000
GrossProfit,0.000,0.000,0.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-4199.000,-19346.000,-8527.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,,,,,,
IncomeTaxesPaid,,,,,,,,,0.000,,,,,
IncomeTaxesPaidNet,,,0.000,,,,,,,,,,0.000,
IncreaseDecreaseInAccountsPayable,,,,,,,447.000,,26500.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,0.000,,,,,,5500.000,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,,,,0.000,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,,,,,,,9374.000,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,7963.000,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,,,,,,,-2303.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,0.000,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,,4093.000,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,18976.000,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,0.000,0.000,,,,,
