,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,617953.000,1196777.000,767936.000,982035.000,1091499.000,1087823.000
AccountsPayableCurrent,1178399.000,1489841.000,365223.000,369284.000,439304.000,414213.000
AccountsReceivableNetCurrent,2705238.000,2227251.000,41322.000,184001.000,253766.000,291762.000
AccruedLiabilitiesCurrent,247584.000,268092.000,522945.000,649118.000,666037.000,665296.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,384389.000,,469217.000,511794.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3115164.000,3261043.000,3371493.000,3437955.000,3449377.000,3416140.000
AdditionalPaidInCapitalCommonStock,165000.000,165000.000,165000.000,165000.000,165000.000,165000.000
AdvancesToAffiliate,,,5463404.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,126140.000,125856.000
Assets,29928815.000,31584131.000,18093347.000,17856564.000,18368067.000,17805133.000
AssetsCurrent,21832173.000,23990444.000,1119778.000,1645343.000,2911414.000,2771042.000
AssetsNoncurrent,8096642.000,7593687.000,16973569.000,16211221.000,15456653.000,15034091.000
AvailableForSaleSecuritiesCurrent,326195.000,267657.000,,,,
CashAndCashEquivalentsAtCarryingValue,2485440.000,1911664.000,909534.000,1272685.000,1002055.000,1287960.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,28686002.000,28686002.000,28686002.000,28686002.000,28686002.000,28686002.000
CommonStockSharesOutstanding,28686002.000,28686002.000,28686002.000,28686002.000,28686002.000,28686002.000
CommonStockValue,1112546.000,1112546.000,1112546.000,1112546.000,1112546.000,1112546.000
DeferredRevenueCurrent,1891619.000,2596665.000,1401046.000,1354280.000,1404710.000,1506900.000
DueFromAffiliateCurrent,6079134.000,7397413.000,,,,
DueFromAffiliateNoncurrent,,,,5333814.000,5363203.000,5171427.000
DueFromEmployeesNoncurrent,,,,,1053023.000,875954.000
EarnestMoneyDeposits,2994059.000,3023150.000,3046707.000,3060003.000,3062424.000,3055510.000
EquityMethodInvestments,2212790.000,2201796.000,2186808.000,2190898.000,2190829.000,2184235.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,1310846.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,,,,,176925.000,174633.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,,,,,12028.000,8400.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,,,,,14431.000,14399.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,,,,,67752.000,27698.000
FiniteLivedLicenseAgreementsGross,,,1667799.000,,,
Goodwill,391087.000,394887.000,,,,
HeldToMaturitySecurities,,,,,1265883.000,947269.000
HeldToMaturitySecuritiesCurrent,464109.000,937236.000,,,1265883.000,947269.000
HeldToMaturitySecuritiesNoncurrent,773514.000,312413.000,1259386.000,790551.000,,
InventoryNet,491016.000,621457.000,,,,
Liabilities,8294387.000,9927823.000,3135247.000,3354717.000,3601550.000,3674232.000
LiabilitiesAndStockholdersEquity,29928815.000,31584131.000,18093347.000,17856564.000,18368067.000,17805133.000
LiabilitiesCurrent,8294387.000,9927823.000,3135247.000,,,
NontradeReceivablesNoncurrent,,,3482126.000,3375647.000,3458971.000,3197124.000
NotesAndLoansReceivableNetCurrent,4331683.000,4373770.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,438891.000,328457.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,12177.000,1736.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,94466.000,75071.000
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,332248.000,251650.000
OtherAssetsCurrent,3508970.000,3599830.000,,,,
OtherAssetsNoncurrent,5538.000,9002.000,,,,
OtherReceivables,,,,,51017.000,13367.000
OtherReceivablesNetCurrent,1308588.000,2573280.000,,,,
PrepaidExpenseCurrent,131800.000,80886.000,168922.000,188657.000,389710.000,244051.000
PropertyPlantAndEquipmentGross,,,1562574.000,,1579307.000,1712459.000
PropertyPlantAndEquipmentNet,1260770.000,1235457.000,,1146246.000,1110090.000,1200665.000
RetainedEarningsAccumulatedDeficit,,,10309061.000,9786346.000,10039594.000,9437215.000
RetainedEarningsAppropriated,1660752.000,1669575.000,,,,
RetainedEarningsUnappropriated,15580966.000,15448144.000,,,,
SecurityDeposit,,,,,34291.000,34214.000
ShortTermBankLoansAndNotesPayable,4331683.000,4373770.000,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,21634428.000,21656308.000,14958100.000,14501847.000,14766517.000,14130901.000
TaxesPayableCurrent,27149.000,2678.000,78097.000,,,
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,,,97631.000,225669.000
