,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesNoncurrent,,6920000.000,7001000.000,7087000.000,7174000.000,7261000.000,5013000.000,5081000.000,5157000.000,5405000.000,5676000.000,5471000.000,5550000.000,5630000.000,5710000.000
AccountsPayableCurrent,11980000.000,7308000.000,13489000.000,7807000.000,9469000.000,9985000.000,10878000.000,12845000.000,13373000.000,7621000.000,7881000.000,10459000.000,19801000.000,13939000.000,12680000.000
AccountsReceivableNetCurrent,16864000.000,28039000.000,35379000.000,35541000.000,41657000.000,35343000.000,38307000.000,38884000.000,39109000.000,36552000.000,34711000.000,34560000.000,27203000.000,30306000.000,20593000.000
AccruedLiabilitiesCurrent,21355000.000,33213000.000,25011000.000,35581000.000,39736000.000,41388000.000,41432000.000,44821000.000,42370000.000,47770000.000,46489000.000,33619000.000,30845000.000,35930000.000,24534000.000
AccruedProfessionalFeesCurrent,,9320000.000,4949000.000,10891000.000,10225000.000,7781000.000,9144000.000,12016000.000,9790000.000,11883000.000,7249000.000,7313000.000,6693000.000,6542000.000,4721000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,62837000.000,72140000.000,75142000.000,85971000.000,96762000.000,106208000.000,83134000.000,90896000.000,98842000.000,106949000.000,113597000.000,120143000.000,126109000.000,131274000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,8000.000,123000.000,-99000.000,-35000.000,161000.000,89000.000,208000.000,147000.000,91000.000,-15000.000,75000.000,79000.000,53000.000,39000.000,18000.000
AdditionalPaidInCapitalCommonStock,1861000000.000,1884146000.000,1900928000.000,1913265000.000,1943871000.000,1962961000.000,1973125000.000,1988666000.000,1990205000.000,1994596000.000,2001028000.000,2003271000.000,2001076000.000,2002805000.000,2004234000.000
AssetRetirementObligation,,6810000.000,6912000.000,7019000.000,7126000.000,7233000.000,8129000.000,5081000.000,,,,5386000.000,,,
Assets,1130688000.000,1058406000.000,948573000.000,1001491000.000,941958000.000,875747000.000,742093000.000,721119000.000,638950000.000,576887000.000,522140000.000,434401000.000,399811000.000,364629000.000,340263000.000
AssetsCurrent,814377000.000,753731000.000,656690000.000,670222000.000,634250000.000,558775000.000,518059000.000,487290000.000,425968000.000,357726000.000,317776000.000,283748000.000,261377000.000,236527000.000,222738000.000
AssetsFairValueDisclosure,,,561983000.000,596780000.000,546478000.000,496901000.000,436888000.000,419967000.000,331066000.000,278449000.000,223540000.000,176041000.000,146050000.000,126298000.000,101499000.000
AvailableForSaleSecuritiesAmortizedCost,,183390000.000,194261000.000,190629000.000,221272000.000,262133000.000,218165000.000,241294000.000,206602000.000,188577000.000,145580000.000,106832000.000,79595000.000,69762000.000,58079000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,183390000.000,194261000.000,190629000.000,221272000.000,262133000.000,218165000.000,241294000.000,206602000.000,188577000.000,145580000.000,106832000.000,79595000.000,69762000.000,58079000.000
AvailableForSaleSecuritiesDebtMaturitiesFairValue,,183513000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,133185000.000,149331000.000,111539000.000,159758000.000,184690000.000,163355000.000,165295000.000,144553000.000,115371000.000,78893000.000,87027000.000,65011000.000,60343000.000,52900000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,133229000.000,149320000.000,111525000.000,159879000.000,184743000.000,163519000.000,165396000.000,144634000.000,115406000.000,78947000.000,87092000.000,65056000.000,60376000.000,52918000.000
AvailableForSaleSecuritiesDebtSecurities,,183513000.000,194162000.000,190596000.000,221433000.000,262222000.000,218373000.000,241441000.000,206693000.000,188562000.000,145655000.000,106911000.000,79648000.000,69801000.000,58097000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,157094000.000,133229000.000,149320000.000,111525000.000,159879000.000,184743000.000,163519000.000,165396000.000,144634000.000,115406000.000,78947000.000,87092000.000,65056000.000,60376000.000,52918000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,66630000.000,50284000.000,44842000.000,79071000.000,61554000.000,77479000.000,54854000.000,76045000.000,62059000.000,73156000.000,66708000.000,19819000.000,14592000.000,9425000.000,5179000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,149000.000,144000.000,26000.000,47000.000,18000.000,19000.000,43000.000,79000.000,24000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,50000.000,111000.000,187000.000,136000.000,226000.000,166000.000,134000.000,64000.000,99000.000,,,,
BuildingsAndImprovementsGross,,26666000.000,30330000.000,30330000.000,,,,17872000.000,,,,,,,
CapitalLeaseObligationsCurrent,3818000.000,3813000.000,4058000.000,3855000.000,3843000.000,3805000.000,4132000.000,4418000.000,2685000.000,2544000.000,2400000.000,2429000.000,2433000.000,2436000.000,2440000.000
CapitalLeaseObligationsNoncurrent,5124000.000,11855000.000,11001000.000,9384000.000,8638000.000,7846000.000,7039000.000,6219000.000,5572000.000,4914000.000,4244000.000,3575000.000,2921000.000,2255000.000,1578000.000
Cash,,,,,,,,9882000.000,6204000.000,2125000.000,9809000.000,23400000.000,23695000.000,10424000.000,10541000.000
CashAndCashEquivalentsAtCarryingValue,555297000.000,490434000.000,373654000.000,427100000.000,337661000.000,247493000.000,226696000.000,188408000.000,130577000.000,92012000.000,87694000.000,92530000.000,90097000.000,66921000.000,53943000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,28432339.000,,,,42398084.000,,,,37745605.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,145699241.000,148866750.000,148947862.000,149169279.000,154008111.000,154421848.000,154352780.000,154414811.000,157761411.000,157831020.000,157644031.000,157274622.000,160062264.000,160098163.000,158859497.000
CommonStockSharesOutstanding,145699241.000,148866750.000,148947862.000,149169279.000,154008111.000,154421848.000,154352780.000,154414811.000,157761411.000,157831020.000,157644031.000,157274622.000,160062264.000,160098163.000,158859497.000
CommonStockValue,145000.000,146000.000,149000.000,147000.000,148000.000,150000.000,150000.000,150000.000,152000.000,152000.000,152000.000,153000.000,154000.000,154000.000,155000.000
ConstructionInProgressGross,,34445000.000,9384000.000,8310000.000,9300000.000,,,2313000.000,,,,,,,
ConvertibleDebtCurrent,,,,,,,,,,27685000.000,27685000.000,27685000.000,27685000.000,,
ConvertibleLongTermNotesPayable,,,,508418000.000,,520335000.000,526477000.000,532744000.000,539140000.000,545666000.000,552326000.000,559122000.000,566057000.000,573135000.000,580356000.000
ConvertibleNotesPayableCurrent,491424000.000,496974000.000,502638000.000,,514316000.000,,,,,,,,,,
ConvertibleSubordinatedDebtNoncurrent,27685000.000,27685000.000,27685000.000,27685000.000,27685000.000,27685000.000,27685000.000,27685000.000,27685000.000,,,,,,
