,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-160000.000,,,,-384000.000,,,,-231000.000,,
AllocatedShareBasedCompensationExpense,,,,,,2333000.000,2619000.000,,3235000.000,3250000.000,3546000.000
AmortizationOfFinancingCosts,28000.000,,,,5000.000,,,,5000.000,,
AmortizationOfIntangibleAssets,,,,,204000.000,200000.000,200000.000,210000.000,204000.000,203000.000,204000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,6484000.000,349000.000,11000.000,-6454000.000,1913000.000,,2014000.000,,6838000.000,6875000.000,6579000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,9400000.000
CapitalExpendituresIncurredButNotYetPaid,36000.000,,,,367000.000,,,,211000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,38978000.000,,,,-12969000.000,,,,48468000.000,,
ComprehensiveIncomeNetOfTax,-89000.000,4071000.000,1189000.000,1158000.000,347000.000,1394000.000,387000.000,-28497000.000,-1223000.000,-2348000.000,-15992000.000
CostOfRevenue,7519000.000,10119000.000,10364000.000,10080000.000,9578000.000,12977000.000,11121000.000,11739000.000,12033000.000,13349000.000,14554000.000
Depreciation,,,,,,,,,1200000.000,1200000.000,1200000.000
DepreciationAndAmortization,462000.000,,,,779000.000,,,,,,
EarningsPerShareBasic,,0.120,0.030,,0.010,0.040,0.010,-0.750,-0.030,-0.060,-0.410
EarningsPerShareBasicAndDiluted,0.000,,,,,,,,,,
EarningsPerShareDiluted,,0.110,0.030,,0.010,0.030,0.010,-0.740,-0.030,-0.060,-0.410
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,-0.023,-0.023,-0.003
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,4000.000,,,,,,
GeneralAndAdministrativeExpense,2923000.000,3039000.000,3392000.000,3791000.000,5158000.000,4817000.000,5741000.000,5186000.000,7586000.000,7544000.000,16639000.000
GoodwillImpairmentLoss,,,,,,,,,0.000,0.000,0.000
GrossProfit,16796000.000,23374000.000,21915000.000,22039000.000,26360000.000,26867000.000,28295000.000,32147000.000,32385000.000,32978000.000,27877000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,304000.000,,34000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-77000.000,4222000.000,1045000.000,1175000.000,364000.000,1417000.000,428000.000,-28478000.000,-1235000.000,-2284000.000,-15970000.000
IncomeTaxExpenseBenefit,2000.000,132000.000,-119000.000,22000.000,12000.000,19000.000,30000.000,-16000.000,28000.000,52000.000,43000.000
IncomeTaxesPaid,2000.000,,,,2000.000,,,,43000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,840000.000,,,,627000.000,,,,1745000.000,,
IncreaseDecreaseInLossAndLossAdjustmentExpenseReserve,38000.000,,,,,,,,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,9000.000,,,,710000.000,,,,148000.000,,
IncreaseDecreaseInOtherOperatingAssets,-49000.000,,,,-127000.000,,,,-120000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1720000.000,,,,822000.000,,,,588000.000,,
IncreaseDecreaseInRestrictedCash,1012000.000,,,,3152000.000,,,,2000.000,,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,,79000.000,88000.000,88000.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,3432000.000,3330000.000,,,,
InterestExpense,447000.000,499000.000,588000.000,303000.000,328000.000,344000.000,351000.000,340000.000,369000.000,325000.000,370000.000
InterestPaid,334000.000,,,,228000.000,,,,284000.000,,
InvestmentIncomeInterest,36000.000,41000.000,46000.000,80000.000,76000.000,69000.000,59000.000,74000.000,76000.000,72000.000,83000.000
MarketingExpense,5692000.000,6907000.000,6312000.000,7015000.000,8782000.000,7356000.000,7193000.000,9336000.000,9938000.000,10511000.000,9977000.000
NetCashProvidedByUsedInFinancingActivities,73927000.000,,,,1180000.000,,,,-11845000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,73927000.000,,,,1180000.000,,,,-11845000.000,,
NetCashProvidedByUsedInInvestingActivities,-27989000.000,,,,-15433000.000,,,,16077000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-27989000.000,,,,-15433000.000,,,,16077000.000,,
NetCashProvidedByUsedInOperatingActivities,-6960000.000,,,,1284000.000,,,,44236000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-6960000.000,,,,1284000.000,,,,44236000.000,,
NetIncomeLoss,-79000.000,4090000.000,1164000.000,1153000.000,352000.000,1398000.000,398000.000,-28462000.000,-1263000.000,-2336000.000,-16013000.000
OperatingExpenses,16466000.000,18747000.000,19326000.000,20535000.000,25764000.000,25345000.000,27355000.000,60174000.000,33215000.000,34991000.000,43395000.000
OperatingIncomeLoss,330000.000,4627000.000,2589000.000,1504000.000,596000.000,1522000.000,940000.000,-28027000.000,-830000.000,-2013000.000,-15518000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,,,,-4000.000,-11000.000,,40000.000,-12000.000,21000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,,,,,,,0.000,,0.000,0.000,0.000
