,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccretionOfDiscount,,0.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,108100000.000,,,,5300000.000,,,,33400000.000,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,8200000.000,,,,21700000.000,,,,100000.000,,,
ComprehensiveIncomeNetOfTax,,400000.000,-5300000.000,10200000.000,73500000.000,-21500000.000,-140600000.000,-6300000.000,-8000000.000,-20200000.000,-36700000.000,-20700000.000,-21800000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,6300000.000,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-30500000.000,6900000.000,-8700000.000,26200000.000,150300000.000,-33000000.000,-264500000.000,-4100000.000,-7200000.000,-30300000.000,-63000000.000,-31100000.000,-32700000.000
CostsAndExpenses,,,1402400000.000,1384200000.000,,901800000.000,1038600000.000,657100000.000,527700000.000,460300000.000,488500000.000,516300000.000,653500000.000
CurrentIncomeTaxExpenseBenefit,,1800000.000,,,,,,,,,,,
DebtInstrumentInterestRateDuringPeriod,,,,0.019,,,,,,,,,
DepreciationAndAmortization,35800000.000,37000000.000,36800000.000,39500000.000,38100000.000,38300000.000,40800000.000,39200000.000,39500000.000,39500000.000,40000000.000,39200000.000,35700000.000
DepreciationDepletionAndAmortization,,37000000.000,,,,38300000.000,,,,39500000.000,,,
DistributedEarnings,,,15000000.000,15600000.000,,16000000.000,16300000.000,16500000.000,16500000.000,16500000.000,16500000.000,16500000.000,16500000.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,0.166,,,,,,,,,,,
DistributionsPerLimitedPartnershipUnitOutstanding,,0.310,0.330,0.340,0.340,0.350,0.350,0.360,0.360,0.360,0.360,0.360,0.350
EffectiveIncomeTaxRateContinuingOperations,,0.005,,,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,,1600000.000,,,,5700000.000,,,,7100000.000,,,
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,,,,,,,,,,-2400000.000,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,,,,,,-1400000.000,,,,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,,,,,,,,,,0.000,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,,,,,,,,,,0.000,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,,,,,,41300000.000,,,,-27100000.000,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet,,,,,,,,,,0.000,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,18100000.000,18700000.000,
GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,,,,,,500000.000,,,,,,,
GainLossOnSaleOfAccountsReceivable,,300000.000,-200000.000,-200000.000,-800000.000,-200000.000,-200000.000,-100000.000,1100000.000,200000.000,100000.000,200000.000,300000.000
GainLossOnSaleOfDerivatives,,,,,,,,,,26500000.000,,,
GasGatheringTransportationMarketingAndProcessingCosts,1244300000.000,1488700000.000,1259800000.000,1238200000.000,1159200000.000,779100000.000,670600000.000,522700000.000,400500000.000,348000000.000,359100000.000,404000000.000,548000000.000
GasGatheringTransportationMarketingAndProcessingRevenue,,,,,,,,,,48900000.000,46800000.000,44000000.000,40700000.000
GeneralAndAdministrativeExpense,25000000.000,27200000.000,21600000.000,25900000.000,30100000.000,21000000.000,18900000.000,21200000.000,21500000.000,15600000.000,16900000.000,18200000.000,16400000.000
GeneralPartnersCapitalAccountDistributionAmount,,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,500000.000
GoodwillImpairmentLoss,,,,,,,226500000.000,,,,0.000,0.000,
GrossProfit,,,137000000.000,161200000.000,,94400000.000,109500000.000,138300000.000,127600000.000,83900000.000,68500000.000,82000000.000,72500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,16900000.000,,-29300000.000,-259600000.000,4800000.000,1000000.000,-29400000.000,-62500000.000,-30400000.000,-32700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-12900000.000,7700000.000,-6000000.000,,,,,,,,,,
