,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-3117000.000,3227000.000
AccretionExpense,,3227000.000
AmortizationOfDebtDiscountPremium,767000.000,762000.000
AmortizationOfFinancingCosts,,243000.000
AmortizationOfFinancingCostsAndDiscounts,,762000.000
AmortizationOfIntangibleAssets,145000.000,40000.000
AssetImpairmentCharges,301000.000,183000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,-1993000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,2241000.000,
BusinessAcquisitionsProFormaRevenue,79736000.000,
BusinessCombinationConsiderationTransferred1,8000000.000,
CashAcquiredFromAcquisition,1901000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-2046000.000,1194000.000
CostOfRevenue,34123000.000,21710000.000
CurrentFederalTaxExpenseBenefit,500000.000,1374000.000
CurrentIncomeTaxExpenseBenefit,641000.000,1514000.000
CurrentStateAndLocalTaxExpenseBenefit,141000.000,140000.000
DeferredFederalIncomeTaxExpenseBenefit,-25570000.000,-585000.000
DeferredIncomeTaxExpenseBenefit,-31231000.000,2383000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-5661000.000,2968000.000
DefinedContributionPlanCostRecognized,187000.000,222000.000
Depreciation,1792000.000,2102000.000
DepreciationAndAmortization,1937000.000,2142000.000
DepreciationDepletionAndAmortization,1937000.000,2142000.000
EarningsPerShareBasicAndDiluted,0.150,0.000
EffectiveIncomeTaxRateContinuingOperations,-5.966,0.870
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,-6.190,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,0.004,0.028
EffectiveIncomeTaxRateReconciliationTaxSettlementsOther,,0.500
GainLossOnDispositionOfAssets1,,51000.000
GainsLossesOnExtinguishmentOfDebt,,106000.000
GoodwillAcquiredDuringPeriod,967000.000,
GoodwillPurchaseAccountingAdjustments,2869000.000,
GoodwillTransfers,83337000.000,
GrossProfit,44657000.000,39516000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5121000.000,4478000.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,5121000.000,
IncomeTaxExpenseBenefit,-30590000.000,3897000.000
IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges,,1956000.000
