,2011-08-31,2011-11-30,2012-02-29
AccountsPayableCurrent,,55922.000,0.000
AccountsPayableTradeCurrentAndNoncurrent,72787.000,,
AccountsReceivableGrossCurrent,374911.000,259139.000,386505.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,134313.000,59105.000,73606.000
AdditionalPaidInCapital,2230119.000,1719203.000,2514468.000
Assets,1877304.000,1656202.000,4147764.000
AssetsCurrent,673049.000,519862.000,490394.000
CashAndCashEquivalentsAtCarryingValue,187887.000,76791.000,79889.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,19153741.000,19153741.000,18225173.000
CommonStockValue,191.000,167.000,182.000
DeferredIncomeTaxLiabilities,97000.000,97000.000,97000.000
DeferredTaxAssetsGross,408000.000,354000.000,298000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,2595280.000
InterestReceivable,9851.000,12132.000,0.000
Liabilities,,,2156406.000
LiabilitiesAndStockholdersEquity,1877304.000,1656202.000,4147764.000
LiabilitiesCurrent,719642.000,564327.000,471406.000
LongTermDebtNoncurrent,,,1685000.000
MarketableSecuritiesCurrent,400.000,300.000,
NotesPayable,,,1685000.000
NotesReceivableGross,,,21000.000
NotesReceivableRelatedParties,100000.000,162500.000,0.000
OtherAssets,473596.000,419596.000,2958876.000
OtherLoansPayableCurrent,,51500.000,
PreferredStockParOrStatedValuePerShare,,0.000,0.000
PreferredStockSharesAuthorized,,100000000.000,100000000.000
PreferredStockSharesIssued,,0.000,0.000
PreferredStockValue,0.000,0.000,0.000
PrepaidExpenseCurrent,,9000.000,3000.000
PropertyPlantAndEquipmentGross,,716744.000,698494.000
PropertyPlantAndEquipmentNet,730659.000,716744.000,698494.000
RetainedEarningsAccumulatedDeficit,-608867.000,-506161.000,-401658.000
SecurityDeposit,65596.000,65596.000,65596.000
StockholdersEquity,1157662.000,1091875.000,1991358.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,1991358.000
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax,-87007.000,-87007.000,-87007.000
TreasuryStockValue,-357161.000,-14614.000,-14614.000
