,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrentAndNoncurrent,,21397000.000,24594000.000,49074000.000,18448000.000,4409000.000,3301000.000,2441000.000,2637000.000,406000.000,490000.000,244000.000,588000.000,1079000.000,955000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,32561000.000,22741000.000,25132000.000,30136000.000,36231000.000,24702000.000,25351000.000,31337000.000,46116000.000,,
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,,,,,,,,,32584000.000,41580000.000
AccruedIncomeTaxes,,17256000.000,5889000.000,,0.000,0.000,1572000.000,229000.000,0.000,0.000,0.000,0.000,0.000,0.000,2938000.000
AccruedLiabilitiesCurrentAndNoncurrent,,13783000.000,6995000.000,7423000.000,6199000.000,5339000.000,5756000.000,9106000.000,8973000.000,9580000.000,12343000.000,6512000.000,7290000.000,6590000.000,6023000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,1270000.000,3277000.000,5288000.000,7308000.000,9327000.000,11347000.000,13366000.000,17057000.000,5937000.000,9500000.000,9500000.000,9500000.000,9500000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,105844000.000,109260000.000,112314000.000,115506000.000,118770000.000,122166000.000,125717000.000,129300000.000,131335000.000,134583000.000,137930000.000,140991000.000,144183000.000,146259000.000
AdditionalPaidInCapitalCommonStock,0.000,3651000.000,862588000.000,869861000.000,874435000.000,888860000.000,903608000.000,910225000.000,918668000.000,935220000.000,962826000.000,3647137000.000,3745505000.000,3760729000.000,3769502000.000
Assets,0.000,2609239000.000,2561886000.000,2581677000.000,2595437000.000,2564580000.000,2552477000.000,2515974000.000,2516115000.000,2448155000.000,2436229000.000,7149062000.000,7421320000.000,7369330000.000,7314399000.000
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,,,1419677000.000,1401954000.000,1384231000.000,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,,,,,,,68672000.000,
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,,,,,,,,,,,,1121270000.000,1121270000.000,1059880000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,,,,,,63057000.000,63057000.000,61391000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,,,,,,64722000.000,64722000.000,63057000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,,,,,,66509000.000,66509000.000,64722000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,,,,,,68672000.000,68672000.000,66509000.000,
CapitalLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,,,,,,,,,,,,35447000.000,17724000.000,,
CapitalLeasesNetInvestmentInDirectFinancingLeases,,,,,,,,,,,,2746720000.000,2728716000.000,2710711000.000,2693099000.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,,,,,,,,,,,,1419677000.000,1401954000.000,1384231000.000,1366893000.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesMinimumPaymentsToBeReceived,,,,,,,,,,,,3476586000.000,3440859000.000,3405131000.000,3370181000.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesUnguaranteedResidualValuesOfLeasedProperty,,,,,,,,,,,,689811000.000,689811000.000,689811000.000,689811000.000
CashAndCashEquivalentsAtCarryingValue,0.000,285221000.000,48278000.000,41679000.000,31334000.000,35973000.000,45367000.000,31059000.000,42740000.000,41875000.000,61561000.000,23739000.000,25359000.000,36556000.000,23361000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,1000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,1000.000,88659448.000,111771524.000,112274380.000,112432245.000,112981088.000,114213335.000,114413073.000,114668312.000,115594321.000,117027925.000,203412809.000,207115019.000,207676827.000,208137358.000
CommonStockSharesOutstanding,1000.000,,,,,,,,,,,,,,
CommonStockValue,0.000,887000.000,1118000.000,1123000.000,1124000.000,1130000.000,1142000.000,1144000.000,1147000.000,1156000.000,1170000.000,2034000.000,2071000.000,2077000.000,2081000.000
DebtInstrumentCarryingAmount,,,,,,,,,,2541389000.000,2499365000.000,4571339000.000,4716313000.000,4716341000.000,4621314000.000
DeferredCompensationLiabilityCurrent,,12800000.000,,,,14400000.000,,,,14900000.000,,,,17700000.000,
DeferredCompensationPlanAssets,,,,,,14300000.000,,,,14800000.000,,,,17600000.000,
DeferredFinanceCostsNet,,,,,,,,,,,,,,0.000,
DeferredFinanceCostsNoncurrentNet,,46877000.000,44862000.000,43165000.000,41146000.000,39126000.000,37106000.000,35087000.000,38083000.000,3563000.000,0.000,0.000,0.000,,
DeferredRevenueLeasesNet,,,,,,,,,,,,,,166052000.000,182297000.000
DeferredRevenueLeasesNetNoncurrent,,,,,,,,,93423000.000,107379000.000,121335000.000,135291000.000,149807000.000,,
DeferredTaxAssetsLiabilitiesNet,,-2054000.000,,,,1251000.000,,,,2215000.000,,,,3657000.000,
DeferredTaxAssetsNet,,2228000.000,1927000.000,1933000.000,,2694000.000,,,,6539000.000,,,,7473000.000,
DeferredTaxAssetsNetCurrent,,,,,2267000.000,2015000.000,1568000.000,1847000.000,1799000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,679000.000,808000.000,1308000.000,1968000.000,2447000.000,2500000.000,3293000.000,3384000.000,3922000.000,4678000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,679000.000,,,,4414000.000,,,,5818000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,2228000.000,,,,2015000.000,,,,2125000.000,,,,1655000.000,
DeferredTaxLiabilities,,4282000.000,,,,1443000.000,,,,4324000.000,,,,3816000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,823000.000,,,,1107000.000,,,,1365000.000,,,,1624000.000,
DeferredTaxLiabilitiesNoncurrent,,4282000.000,3083000.000,2068000.000,1783000.000,1443000.000,738000.000,366000.000,337000.000,232000.000,206000.000,347000.000,265000.000,265000.000,264000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,3459000.000,,,,336000.000,,,,2959000.000,,,,2192000.000,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,10337000.000,8135000.000,10441000.000,10661000.000,12581000.000,6387000.000,9140000.000,11679000.000,13719000.000,5096000.000,12740000.000,8221000.000,10619000.000,3385000.000
Goodwill,,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000,75521000.000
GroundLeasesAccumulatedAmortization,,,,,,,,,,,,1541000.000,3852000.000,6163000.000,8474000.000
GroundLeasesGross,,,,,,,,,,,,596921000.000,596921000.000,596921000.000,596921000.000
GroundLeasesNet,,,,,,,,,,,,595380000.000,593069000.000,590758000.000,588447000.000
