,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,766704.000
AdjustmentsToAdditionalPaidInCapitalMarkToMarket,,,645100.000
AdjustmentsToAdditionalPaidInCapitalOther,-900000.000,,-766704.000
AmortizationOfDebtDiscountPremium,,68181.000,451796.000
AmortizationOfFinancingCosts,,4170.000,54248.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,127151475.000,127149095.000
AssetImpairmentCharges,,,18619538.000
CashAndCashEquivalentsPeriodIncreaseDecrease,109171.000,-83455.000,130635.000
ConversionOfStockAmountIssued1,,,0.000
CostOfRevenue,1053528.000,168692.000,196112.000
DebtConversionConvertedInstrumentAmount1,,,234877.000
DebtConversionConvertedInstrumentSharesIssued1,,,51051646.000
DebtConversionOriginalDebtAmount1,,,-234876.000
DebtInstrumentConvertibleBeneficialConversionFeature,,614681.000,-1102769.000
DebtInstrumentIncreaseAccruedInterest,,,41139.000
DebtIssuanceCosts,,4025.000,-7119.000
DepreciationAndAmortization,255.000,339.000,8547.000
DepreciationDepletionAndAmortization,255.000,339.000,8547.000
DerivativeGainLossOnDerivativeNet,,,1102767.000
DividendsPreferredStock,,,-7456.000
DividendsPreferredStockCash,,,-7456.000
EarningsPerShareBasic,,,-104.950
EarningsPerShareBasicAndDiluted,-0.030,-0.040,-104.950
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.340,-0.340,-0.340
FairValueAssumptionsExpectedVolatilityRate,,5.900,
FairValueAssumptionsRiskFreeInterestRate,,0.004,
FeesAndCommissions,258803.000,405265.000,469578.000
FeesAndCommissionsOther,,,0.000
FloorBrokerage,,532412.000,221707.000
GainLossOnInvestments,,,0.000
GainLossOnSaleOfOtherAssets,,,0.000
GainLossOnSaleOfSecuritiesNet,5.000,-24352.000,0.000
GrossProfit,-794725.000,236573.000,273466.000
ImpairmentOfLongLivedAssetsHeldForUse,,,18619538.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-1615045.000,-2070058.000,
IncomeTaxesPaid,0.000,0.000,0.000
IncreaseDecreaseInAccountsAndOtherReceivables,,110000.000,110000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,15249.000,16548.000,221748.000
IncreaseDecreaseInCustomerDeposits,185000.000,-175460.000,59640.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,-376387.000,645100.000
IncreaseDecreaseInDerivativeLiabilities,,-376387.000,645100.000
IncreaseDecreaseInEarnestMoneyDepositsOutstanding,-32500.000,-50000.000,0.000
IncreaseDecreaseInMarginDepositsOutstanding,140436.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,65000.000
IncreaseDecreaseInPrepaidExpensesOther,,,-50919.000
InterestAndOtherIncome,2.000,3765.000,0.000
InterestExpense,946.000,75994.000,70190.000
InterestPaid,946.000,2256.000,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,510000.000,1396400.000,94306162.000
LaborAndRelatedExpense,77314.000,101320.000,279537.000
LeaseAndRentalExpense,8811.000,8394.000,140671.000
NetCashProvidedByUsedInFinancingActivities,350000.000,343435.000,739048.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,350000.000,343435.000,739048.000
NetCashProvidedByUsedInInvestingActivities,-141452.000,0.000,-52110.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-141452.000,0.000,-52110.000
NetCashProvidedByUsedInOperatingActivities,-99377.000,-426890.000,-556303.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-99377.000,-426890.000,-556303.000
NetIncomeLoss,-1656911.000,-2454933.000,-2536808593.000
NoncashCommissionAndClosingCosts,,500000.000,
NoninterestExpenseDirectorsFees,3000.000,0.000,
OperatingExpenses,820320.000,2306631.000,2516171273.000
OperatingIncomeLoss,,,-2515897807.000
OperatingLeasesRentExpenseMinimumRentals,,95.000,11069.000
OperatingLeasesRentExpenseNet,,563.000,
OtherAmortizationOfDeferredCharges,,,471796.000
OtherExpenses,12218.000,8532.000,9213.000
OtherNonoperatingIncomeExpense,,,-20910786.000
OtherOperatingIncomeExpenseNet,-41866.000,-384875.000,
OtherSellingGeneralAndAdministrativeExpense,90558.000,113471.000,166610.000
PaidInKindInterest,,,70053.000
PaymentsForRepurchaseOfCommonStock,,,13913.000
PaymentsOfDebtIssuanceCosts,,13056.000,
PaymentsToAcquireFurnitureAndFixtures,,,50610.000
PaymentsToAcquireInvestments,,,1500.000
PaymentsToAcquireMachineryAndEquipment,1016.000,0.000,
ProceedsFromContributedCapital,350000.000,14975.000,
ProceedsFromContributionsFromAffiliates,,0.000,0.000
ProceedsFromConvertibleDebt,,153000.000,430401.000
ProceedsFromDebtNetOfIssuanceCosts,,,489075.000
ProceedsFromIssuanceOfDebt,,203000.000,337056.000
ProceedsFromIssuanceOrSaleOfEquity,,,417236.000
ProceedsFromSaleAndMaturityOfTradingSecuritiesHeldforinvestment,,0.000,0.000
ProceedsFromSaleOfAvailableForSaleSecurities,,140435.000,
ProfessionalFees,111932.000,136435.000,312691.000
ShareBasedCompensation,,,2400250000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendPayments,,4500950.000,4500950.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,7.290,7.290
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.007,0.007
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,,,0.000
StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,,41143209.000,8873371.000
StockIssued1,847030.000,,
StockIssuedDuringPeriodValueAcquisitions,,,18142840.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,,234876.000
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,0.000,0.000,0.000
StockIssuedDuringPeriodValueIssuedForServices,847030.000,938400.000,2507021161.000
StockIssuedDuringPeriodValueOther,510000.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,,500000.000,-2412715000.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,510000.000,0.000,
StockRepurchasedDuringPeriodValue,,,-13913.000
TravelAndEntertainmentExpense,6487.000,9328.000,7500.000
TreasuryStockRetiredCostMethodAmount,0.000,,
UnrealizedGainLossOnSecurities,,,1393.000
UnrealizedLossOnSecurities,8427.000,0.000,1393.000
WeightedAverageNumberOfDilutedSharesOutstanding,51186025.000,58880703.000,24172296.000
