,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,949090.000,443752.000,804781.000,932167.000,1085629.000,686948.000,637320.000,1003824.000,477628.000,324936.000,901180.000,613020.000,1305241.000,656470.000,232033.000,174356.000,63504.000,56603.000,90305.000,144874.000,193935.000,109146.000
AccountsReceivableNetCurrent,,,,,,,,,,,43133.000,43133.000,203915.000,,0.000,,,,,,,
AccruedLiabilitiesCurrent,651085.000,802307.000,529060.000,304986.000,468048.000,344588.000,387540.000,406779.000,616903.000,730385.000,923991.000,1074168.000,1094017.000,825815.000,408705.000,398812.000,450929.000,282228.000,256376.000,316290.000,270263.000,157993.000
AccruedPayrollTaxesCurrent,,,,,,,,,,,114872.000,,,,135497.000,,,,74240.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,95453.000,,,,113727.000,,,,163412.000,,,,256805.000,,,
AdditionalPaidInCapital,65832389.000,66376039.000,69511823.000,71611793.000,71855001.000,74272233.000,75939832.000,78325793.000,85542557.000,92631972.000,115631726.000,115770859.000,116042917.000,116545088.000,119217880.000,119810996.000,119899641.000,119905816.000,119983399.000,119991604.000,120011526.000,121767033.000
Assets,8271697.000,6857126.000,8634583.000,6260145.000,5463787.000,6891594.000,7097737.000,5814903.000,11101431.000,10959693.000,33334828.000,28137671.000,18553376.000,16919756.000,19547395.000,19439731.000,15643954.000,10559815.000,9225952.000,7012600.000,5806597.000,5842205.000
AssetsCurrent,4666493.000,3210038.000,4942723.000,2771699.000,1935673.000,3293540.000,3521514.000,2355691.000,7610360.000,7397898.000,7224398.000,4043419.000,2373814.000,598147.000,3729726.000,3654155.000,2687934.000,1603685.000,982628.000,375911.000,199752.000,272259.000
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,18298782.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,13902917.000,,,,,,,,,,,
