,2011-06-30,2011-09-30
AccountsPayableCurrent,1022095.000,1275991.000
AccountsReceivableNetCurrent,553727.000,277417.000
AccruedLiabilitiesCurrent,273008.000,523429.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,742.000,-32963.000
AdditionalPaidInCapital,11518965.000,11768801.000
Assets,7534858.000,6981009.000
AssetsCurrent,922239.000,512926.000
BillingsInExcessOfCost,349725.000,148900.000
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,88200.000,54390.000
Cash,36954.000,31405.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000
CommonStockSharesIssued,26990439.000,27077566.000
CommonStockSharesOutstanding,26990439.000,27077566.000
CommonStockSharesSubscriptions,552000.000,
CommonStockValue,26991.000,27078.000
CommonStockholdersEquity,2621566.000,1198062.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,136532.000,64014.000
DeferredOfferingCosts,43620.000,43620.000
DeferredTaxLiabilitiesCurrent,715000.000,672500.000
DueToOfficersOrStockholdersCurrent,37500.000,44900.000
DueToRelatedPartiesCurrent,91985.000,107906.000
FiniteLivedDistributionRightsGross,666667.000,656667.000
Goodwill,3574902.000,3574902.000
IntangibleAssetsNetExcludingGoodwill,1795083.000,1713933.000
Liabilities,4913292.000,5782947.000
LiabilitiesAndStockholdersEquity,7534858.000,6981009.000
LiabilitiesCurrent,2937498.000,3546022.000
LongTermNotesPayable,155239.000,148089.000
NotesPayableCurrent,703828.000,873610.000
NotesPayableRelatedPartiesClassifiedCurrent,459357.000,571286.000
NotesPayableRelatedPartiesNoncurrent,1017355.000,1361946.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseAndOtherAssets,151406.000,96470.000
PropertyPlantAndEquipmentNet,566619.000,513442.000
RetainedEarningsAccumulatedDeficit,-8925132.000,-10564854.000
SecurityDeposit,9348.000,9139.000
StockholdersEquity,2621566.000,1198062.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2621566.000,1198062.000
