,2011-06-30,2011-09-30,2012-03-31,2012-06-30
BrokerageCommissionsRevenue,6449000.000,7084000.000,6510000.000,6558000.000
BusinessCombinationIntegrationRelatedCosts,794000.000,,0.000,0.000
BusinessDevelopment,1384000.000,1302000.000,1006000.000,628000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,745000.000,
DepreciationAmortizationAndAccretionNet,,,566000.000,
DepreciationAndAmortization,397000.000,387000.000,403000.000,406000.000
EarningsPerShareBasic,-0.210,-0.240,0.050,-0.250
EarningsPerShareDiluted,-0.210,-0.240,0.050,-0.250
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,750000.000
IncomeTaxExpenseBenefit,-2666000.000,-5876000.000,0.000,-87000.000
IncomeTaxesPaid,,,32000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-155000.000,
IncreaseDecreaseInAccruedSalaries,,,-1432000.000,
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,,,1599000.000,
IncreaseDecreaseInFinancialInstrumentsSoldNotYetPurchased,,,1481000.000,
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,,,-2094000.000,
IncreaseDecreaseInOtherOperatingAssets,,,-195000.000,
IncreaseDecreaseInPrepaidExpense,,,317000.000,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,160000.000,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,0.000
InterestAndOtherIncome,14000.000,19000.000,291000.000,428000.000
InterestExpense,,,114000.000,320000.000
InterestOnConvertibleDebtNetOfTax,,,,0.000
InterestPaid,,,58000.000,
InvestmentBankingRevenue,14707000.000,7896000.000,23476000.000,2349000.000
LaborAndRelatedExpense,15231000.000,12132000.000,13882000.000,7525000.000
MarketingAndAdvertisingExpense,150000.000,132000.000,187000.000,243000.000
NetCashProvidedByUsedInFinancingActivities,,,-582000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-582000.000,
NetCashProvidedByUsedInInvestingActivities,,,-888000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-888000.000,
NetCashProvidedByUsedInOperatingActivities,,,2215000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2215000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-8990000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,-8990000.000
OccupancyNet,1068000.000,1075000.000,823000.000,816000.000
OperatingExpenses,26447000.000,26043000.000,23466000.000,15798000.000
OperatingIncomeLoss,-10549000.000,-14866000.000,1978000.000,-9077000.000
OtherNoninterestExpense,1725000.000,2248000.000,1470000.000,2244000.000
PaymentsForRepurchaseOfCommonStock,,,528000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,438000.000,
PrincipalTransactionsRevenue,-5245000.000,-6836000.000,204000.000,-2537000.000
ProfitLoss,-7883000.000,-8990000.000,1978000.000,-8990000.000
ProvisionForDoubtfulAccounts,10000.000,110000.000,0.000,197000.000
RepaymentsOfConvertibleDebt,,,54000.000,
Revenues,15898000.000,11177000.000,25444000.000,6721000.000
SalesRevenueNet,1191000.000,3281000.000,1968000.000,4372000.000
ShareBasedCompensation,,,601000.000,1900000.000
WeightedAverageNumberOfDilutedSharesOutstanding,37637000.000,37325000.000,42549000.000,36460000.000
WeightedAverageNumberOfSharesOutstandingBasic,37637000.000,37325000.000,36423000.000,36460000.000
