,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5093.000,3494.000,1466.000,4550.000,8970.000,3300.000,3300.000,8286.000,7325.000,7222.000,677030.000,821719.000,1436437.000,385687.000,1947371.000,1364056.000,1982390.000,1594586.000,1112812.000,1929532.000,2320205.000,3464916.000,2453551.000,3320398.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,124794.000,124794.000,124794.000,124795.000,124795.000,124795.000,,,,,,,,,,,,,,
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,976155.000,,,,1449139.000,
AccountsReceivableNetCurrent,,,,,,,,,,,,456690.000,518338.000,81961.000,264192.000,2515723.000,4536308.000,7020991.000,8155264.000,3821370.000,5376311.000,4361877.000,2865707.000,2720830.000
AccountsReceivableNetNoncurrent,,,,,,,,,,,,,,,,,,,5768401.000,,,,,1475102.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,426994.000,,,,526994.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,1223600.000,1551705.000,1810154.000,1832295.000,3164250.000,3923765.000,4840844.000,2972927.000,3843497.000,4635240.000,2636565.000,3886186.000,4503180.000,3365128.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,10147.000,12444.000,14962.000,17487.000,20323.000,23501.000,,,,,,,,,3843497.000,,,,4503180.000,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,140288.000,,,,183572.000,
AccruedVacationCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,346374.000,,,,468015.000,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,15447.000,61787.000,108128.000,,,,293490.000,,,,478853.000,39339.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,-8217.000,,,,189910.000,,,,3394401.000,,,,8062199.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,25749.000,,,,,,,,,,,,,
AdditionalPaidInCapital,4525605.000,4525605.000,4525605.000,4525605.000,4525605.000,4525605.000,4525605.000,4525605.000,4525605.000,4525605.000,10007490.000,10235066.000,10525367.000,20730149.000,21116100.000,26749880.000,27160621.000,57062386.000,57302953.000,57523084.000,57735321.000,59357509.000,59556505.000,60666498.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,0.000,,,,,,,72600.000,,,,,,
Assets,9376.000,4515.000,3795.000,1878.000,455.000,4305.000,133.000,190.000,11209.000,4321.000,9276125.000,7991703.000,18859703.000,27559324.000,42050425.000,43940889.000,42098694.000,66048620.000,62900299.000,57501910.000,52228691.000,51219043.000,47302920.000,60179077.000
AssetsCurrent,,,,,,,,,,,5743466.000,3470663.000,6021175.000,9470238.000,13164486.000,14972580.000,13533718.000,33419991.000,25006491.000,18573402.000,12452190.000,10319829.000,8594773.000,19106467.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,1360767.000,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,3149164.000,3043462.000,2933398.000,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,,-128050.000,-538187.000,-557244.000,,,618561.000,640464.000,663142.000,686624.000,710938.000,736112.000,762178.000,789166.000,817111.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,2721114.000,2505275.000,2376154.000,,,,1805857.000,1648861.000,1485686.000,1316112.000,1139912.000,956852.000,766687.000,569169.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,4886335.000,4642016.000,4397701.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,977267.000,732950.000,488633.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourAndFiveYears,,,,,,,,,,,977267.000,977267.000,977267.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,977267.000,977267.000,977267.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,977267.000,977267.000,977267.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,977267.000,977267.000,977267.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,1386333.000,1265259.000,1148550.000,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,127312.000,,,,478655.000,,,,547428.000,
Cash,5376.000,765.000,1295.000,628.000,455.000,4305.000,133.000,190.000,11209.000,4321.000,,,,,,,,,,,,,,
