,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,74193.000,74886.000,73454.000,74037.000,77447.000
AccountsPayableCurrent,36210.000,39101.000,43717.000,45064.000,50874.000,49020.000,54220.000,62520.000,65326.000,69833.000,,,,,
AccountsPayableRelatedPartiesCurrent,7800.000,8800.000,9800.000,11300.000,12300.000,,14300.000,16600.000,17400.000,18200.000,19700.000,20500.000,21300.000,22100.000,23600.000
AccountsReceivableGrossCurrent,209.000,,,,1016.000,,,,,,,,,,
AccountsReceivableNetCurrent,,118.000,354.000,303.000,1016.000,374.000,705.000,336.000,431.000,228.000,447.000,211.000,677.000,159.000,160.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-833.000,-1083.000,-1333.000,-1583.000,1833.000,,2333.000,2583.000,2833.000,3083.000,3333.000,3583.000,-3833.000,-4083.000,-4333.000
AdditionalPaidInCapital,-2123.000,-2123.000,-2123.000,-2123.000,-2123.000,,-2123.000,-2123.000,-2123.000,-2123.000,-2123.000,-2123.000,-2123.000,-2123.000,-2123.000
AdditionalPaidInCapitalCommonStock,,,,,,-2123.000,,,,,,,,,
Assets,4731.000,4466.000,4455.000,4024.000,4251.000,3792.000,3522.000,3005.000,2678.000,2215.000,2223.000,1854.000,2008.000,1557.000,1415.000
AssetsCurrent,564.000,549.000,788.000,607.000,1084.000,875.000,855.000,588.000,511.000,298.000,556.000,437.000,841.000,640.000,748.000
AssetsNoncurrent,,,,,,2917.000,,,,,,,,,
Cash,355.000,431.000,434.000,304.000,68.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,355.000,431.000,434.000,304.000,68.000,501.000,150.000,252.000,80.000,70.000,109.000,226.000,164.000,481.000,588.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
