,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,241389.000,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,1219768.000,,,
AccountsPayableCurrent,69841.000,69841.000,74841.000,73187.000,73937.000,74197.000,92009.000,91637.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-257853.000,,,
AdditionalPaidInCapital,8928454.000,8932989.000,8937524.000,8942059.000,8946594.000,8951129.000,8955666.000,8955666.000
Assets,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsCurrent,,,,0.000,,,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,0.000,,,0.000,
CashAndCashEquivalentsAtCarryingValue,,,,0.000,,,0.000,
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,0.000,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000
CommonStockSharesOutstanding,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000,54361412.000
CommonStockValue,544.000,544.000,544.000,544.000,544.000,544.000,544.000,544.000
ConvertibleDebt,,,,,100000.000,100000.000,,
ConvertibleDebtCurrent,,268800.000,268800.000,268800.000,271300.000,284238.000,294040.000,259304.000
ConvertibleNotesPayableCurrent,,,,,225000.000,,,
DebtCurrent,263800.000,,,,395000.000,,-294040.000,-259304.000
DebtInstrumentCarryingAmount,,,,,,,,260612.000
DepositLiabilitiesAccruedInterest,,,,,62297.000,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,,,,,,1219768.000,1219768.000,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,258176.000,274963.000,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,,,,,,1651092.000,1651092.000,
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentLiabilities,,,,,,1477338.000,1477338.000,
InterestPayableCurrent,30740.000,36214.000,47523.000,54910.000,62297.000,69765.000,77233.000,30379.000
Liabilities,7296051.000,7330577.000,7370938.000,7400539.000,7435044.000,7479762.000,7536518.000,2214526.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LiabilitiesCurrent,3804850.000,3832111.000,3865207.000,3887543.000,3914783.000,4101471.000,4154105.000,381320.000
LiabilitiesNoncurrent,3491201.000,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,5150609.000,5168161.000,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,3440469.000,3457256.000,3474043.000,3490646.000,3507249.000,3673271.000,3690823.000,
LongTermDebt,47137.000,51259.000,55381.000,59503.000,63625.000,67747.000,71869.000,
LongTermDebtCurrent,,,,,,,,259304.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,100000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,160612.000
OperatingLossCarryforwards,,,,,,,,3798051.000
OperatingLossCarryforwardsValuationAllowance,,,,,,,,3798051.000
OtherAccruedLiabilitiesCurrent,,,,,1651092.000,,,
OtherLiabilitiesCurrent,,,,,3507249.000,,,
OtherLongTermDebtCurrent,,,,,1623430.000,,365909.000,259304.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesOutstanding,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockValue,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
RetainedEarningsAccumulatedDeficit,-16225050.000,-16264111.000,-16309007.000,-16124330.000,-16124330.000,-16124330.000,-16124330.000,-16124330.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,1000000.000,1000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,1000000.000,1000000.000,1000000.000,1000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,1000000.000,1000000.000,1000000.000,1000000.000
StockholdersEquity,-7296051.000,-7330577.000,-7370938.000,-7400539.000,-7435044.000,-7479762.000,-7536518.000,-2214526.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-7296051.000,-7330577.000,-7370938.000,-7400539.000,-7435044.000,-7357333.000,-7536518.000,2214526.000
