,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-04-30
AccountsPayable,,,,668238.000,457119.000,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,861709.000,723602.000,798205.000,727647.000,507594.000,737042.000,722898.000,593282.000,749855.000,661028.000,833292.000,703432.000,737790.000,977900.000,942920.000,1251573.000,1122738.000,936272.000,804820.000
AccountsPayableCurrent,558078.000,627575.000,361450.000,,,500955.000,561559.000,500024.000,324797.000,461416.000,650653.000,802059.000,610754.000,880819.000,568747.000,306815.000,480356.000,356387.000,681019.000
AccountsReceivableNet,,,,1475665.000,1074110.000,1054535.000,1637844.000,1302079.000,994895.000,1018128.000,1368758.000,1662554.000,1195471.000,1234986.000,2821365.000,1272759.000,1185228.000,1073498.000,1291975.000
AccountsReceivableNetCurrent,1266523.000,1311768.000,1006605.000,,,,,,,,,,,,,,,,
AccruedMarketingCostsCurrent,,,,,,,,,,,21000.000,,,,,,,,
AccruedProfessionalFeesCurrent,,,,149000.000,,,157000.000,,,,136000.000,,,152000.000,,,,148000.000,
AccruedSalariesCurrent,,,,438000.000,,,453000.000,,,,523000.000,,,628000.000,,,,513000.000,
AccruedSalesCommissionCurrent,,,,23000.000,,,11000.000,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,3767000.000,,,4025000.000,,,,4397000.000,,,4822000.000,,,,5319000.000,
AdditionalPaidInCapital,14932443.000,14977632.000,15050386.000,15120556.000,15194932.000,15040419.000,15113495.000,15184644.000,15117373.000,15199365.000,15273524.000,15335109.000,15278062.000,15663796.000,15731215.000,15844020.000,15956723.000,16082865.000,16375626.000
AllowanceForDoubtfulAccountsReceivable,,,,80000.000,,,29000.000,,,,30000.000,,,47000.000,,,,26000.000,7300.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,63000.000,,95000.000,58000.000,65000.000,,30000.000,37000.000,,45000.000,,,,
Assets,15587417.000,16046097.000,15942493.000,18115767.000,17930683.000,18473471.000,18279705.000,17731100.000,18179244.000,17941557.000,18492865.000,18778081.000,19651329.000,19709399.000,21033369.000,20341383.000,20366239.000,19883484.000,21039982.000
AssetsCurrent,2792186.000,2607898.000,2249377.000,2452110.000,2257079.000,2751557.000,3194225.000,2752199.000,3051924.000,2668496.000,2718947.000,2559658.000,2802275.000,2870095.000,4094073.000,3246441.000,3381674.000,3233452.000,3952688.000
CapitalizedComputerSoftwareAccumulatedAmortization,,,,3797000.000,,,4907000.000,,,,6168000.000,,,7730000.000,,,,,
CapitalizedComputerSoftwareGross,,,,9340000.000,,,11034000.000,,,,13012000.000,,,15415000.000,,,,15415000.000,
CapitalizedComputerSoftwareNet,4938648.000,5237568.000,5468355.000,5543402.000,5677590.000,5949978.000,6126868.000,6106135.000,6310486.000,6548755.000,6844509.000,7020042.000,7468348.000,7684603.000,7866776.000,8114089.000,8223196.000,8263533.000,8616778.000
Cash,,308534.000,544343.000,261053.000,371848.000,976801.000,454650.000,351341.000,1024087.000,569936.000,648727.000,216290.000,940804.000,925508.000,457476.000,1156549.000,1245645.000,1523655.000,1842105.000
CashAndCashEquivalentsAtCarryingValue,451874.000,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,20000000.000
CommonStockSharesIssued,7871640.000,7889640.000,7889640.000,7889640.000,7889640.000,8041001.000,8041001.000,8041001.000,8225526.000,8225526.000,8225526.000,8368526.000,8428526.000,8428526.000,8448526.000,8465526.000,8465526.000,8465526.000,8480526.000
CommonStockSharesOutstanding,7871640.000,7889640.000,7889640.000,7889640.000,7889640.000,8041001.000,7344501.000,8041001.000,8225526.000,8225526.000,7529026.000,8368526.000,8428526.000,7653199.000,,,,7690199.000,
CommonStockValue,78716.000,78896.000,78896.000,78896.000,78896.000,80410.000,80410.000,80410.000,82255.000,82255.000,82255.000,83685.000,84285.000,84284.000,84484.000,84654.000,84655.000,84654.000,84804.000
DeferredRevenue,,,,,,,,,,,,,,,,,,423346.000,517871.000
DeferredRevenueCurrent,1477817.000,1411250.000,1300790.000,1478141.000,1647470.000,1929648.000,1931374.000,1760127.000,2403821.000,1921693.000,1979873.000,2014238.000,3202109.000,2680244.000,4283690.000,3574450.000,3505482.000,3140292.000,4049087.000
DeferredRevenueNoncurrent,257696.000,246781.000,216235.000,189944.000,180009.000,150996.000,135722.000,114726.000,121992.000,107906.000,90679.000,75863.000,205932.000,197336.000,172718.000,508141.000,463256.000,,
DeferredTaxAssetsGross,,,,3402000.000,,,3048000.000,,,,2572000.000,,,2210000.000,,,,1670000.000,
DeferredTaxAssetsNet,,,,3402000.000,,3359000.000,,3014000.000,2933000.000,2895000.000,,2487000.000,2286000.000,,2184000.000,2121000.000,1987000.000,,1777289.000
DeferredTaxAssetsNetCurrent,509440.000,509440.000,509440.000,584562.000,584562.000,542062.000,926771.000,892587.000,811640.000,773419.000,537283.000,452283.000,452282.000,551671.000,551671.000,551671.000,551671.000,418889.000,418889.000
DeferredTaxAssetsNetNoncurrent,1080779.000,1080779.000,1080779.000,2817144.000,2817144.000,2817144.000,2121136.000,2121136.000,2121136.000,2121136.000,2035088.000,2035088.000,1834088.000,1658557.000,1632281.000,1569238.000,1435675.000,1250833.000,1358400.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,8943000.000,8842000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,,,,,,,,198000.000
