,2011-06-30,2011-09-30,2012-03-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,15997.000,
AmortizationOfDebtDiscountPremium,-36169.000,-234059.000,293006.000,,,,
AmortizationOfIntangibleAssets,,,,,,425384.000,456647.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,17885318.000,31142811.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,-0.010,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,-0.010,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,-816221.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-433864.000,,,
BusinessAcquisitionsProFormaRevenue,,,,1007482.000,,,
CashPeriodIncreaseDecrease,,,-219599.000,-696302.000,,-13345.000,
ComprehensiveIncomeNetOfTax,,,,726483.000,2537188.000,308408.000,-457389.000
ContractsRevenue,,,,2297344.000,3007661.000,2063833.000,2275474.000
CostsAndExpenses,482154.000,665511.000,551772.000,2586385.000,3894486.000,3070089.000,3251358.000
DebtInstrumentDecreaseForgiveness,,,,,0.000,,
DeferredIncomeTaxExpenseBenefit,,,,,,-237000.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,57332.000
Depreciation,,,,155787.000,242108.000,48343.000,33678.000
DepreciationDepletionAndAmortization,,,43514.000,155787.000,,500731.000,490325.000
DerivativeGainLossOnDerivativeNet,,,,,3674000.000,353810.000,1838440.000
DerivativeInstrumentsLossRecognizedInIncome,-32087.000,-3388778.000,1083368.000,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicShare,,,,,0.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,0.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,0.000,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,-870725.000,,0.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,0.000,,
EarningsPerShareBasic,,,,,0.040,-0.000,0.010
EarningsPerShareBasicAndDiluted,0.020,-0.090,-0.010,0.000,0.040,0.000,0.010
EarningsPerShareDiluted,,,,,-0.010,0.000,0.000
EffectOfExchangeRateOnCash,,,,-247871.000,,-101846.000,
ExplorationAndProductionCosts,33291.000,50389.000,11683.000,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,388000.000,-1796000.000
GainLossOnDispositionOfAssets,8843.000,21603.000,-20364.000,,,,
GainLossOnDispositionOfProperty,,,20364.000,,,,
GainsLossesOnExtinguishmentOfDebt,,147066.000,-57942.000,,,,
GeneralAndAdministrativeExpense,440020.000,593519.000,410250.000,2430598.000,3652378.000,2569358.000,2761033.000
IncomeLossFromContinuingOperations,,,,627923.000,3041615.000,126183.000,1068353.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,399233.000,3242220.000,-122249.000,986353.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,126183.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,0.000,0.040,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,-0.010,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,0.000,,
IncomeTaxExpenseBenefit,,,,-228690.000,200605.000,-248432.000,-82000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,-189870.000,,
