,2011-03-31,2011-06-30,2011-09-30,2011-12-31
AmortizationOfRegulatoryAsset,132000000.000,90000000.000,122000000.000,-15000000.000
AssetImpairmentCharges,31000000.000,,,
AvailableForSaleSecuritiesGrossRealizedGains,100000000.000,22000000.000,98000000.000,9000000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,969000000.000,734000000.000,1974000000.000,530000000.000
AvailableForSaleSecuritiesGrossRealizedLosses,-29000000.000,-16000000.000,-38000000.000,173000000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,0.330,0.440,1.220,0.350
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.330,0.440,1.220,0.340
BusinessAcquisitionProFormaNetIncomeLoss,137000000.000,,,
BusinessAcquisitionProFormaRevenue,4786000000.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,186000000.000,512000000.000,
BusinessAcquisitionsProFormaRevenue,,4062000000.000,4708000000.000,
BusinessCombinationAcquisitionRelatedCosts,83000000.000,,,
CashAcquiredFromAcquisition,590000000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,82000000.000,,,
CommonStockDividendsPerShareDeclared,0.550,0.000,1.100,0.550
ComprehensiveIncomeNetOfTax,71000000.000,266000000.000,508000000.000,41000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,66000000.000,256000000.000,506000000.000,42000000.000
CostOfPurchasedPower,1186000000.000,1220000000.000,1349000000.000,1231000000.000
CostsAndExpenses,3261000000.000,3574000000.000,3697000000.000,4028000000.000
DeferredIncomeTaxesAndTaxCredits,171000000.000,,,
DeferredPurchasedPowerCosts,-58000000.000,,,
DepreciationAndAmortization,352000000.000,372000000.000,414000000.000,312000000.000
DepreciationNonproduction,220000000.000,282000000.000,292000000.000,327000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,-9000000.000,14000000.000,0.000,7000000.000
EarningsPerShareBasic,0.150,0.430,1.220,0.420
