,2011-01-26,2011-07-27,2011-10-26,2012-01-25,2012-07-29,2012-10-28,2013-01-27,2013-04-28,2013-07-28,2013-10-27
AdjustmentForAmortization,,11104000.000,,,11892000.000,,,,,
AllocatedShareBasedCompensationExpense,8800000.000,6000000.000,,,,,,,,
AmortizationOfIntangibleAssets,7000000.000,8000000.000,8800000.000,7500000.000,7700000.000,7700000.000,7700000.000,7800000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2300000.000,200000.000,600000.000,700000.000,500000.000,800000.000,700000.000,-1700000.000,,
AssetImpairmentCharges,,16800000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-46583000.000,,,-351905000.000,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,-5100000.000,,,1200000.000,,,,7300000.000,
CommonStockDividendsPerShareDeclared,0.450,0.480,0.480,0.480,0.515,0.515,0.515,0.515,,
ComprehensiveIncomeNetOfTax,346691000.000,,,,-26616000.000,455194000.000,345498000.000,-90983000.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,2517000.000,,,,-6304000.000,418000.000,2465000.000,2077000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,349208000.000,225121000.000,,,-32920000.000,455612000.000,347963000.000,-88906000.000,,
CostOfGoodsSold,1694057000.000,1864088000.000,1861794000.000,1877355000.000,1789236000.000,1813801000.000,1826816000.000,1903563000.000,,
DeferredIncomeTaxExpenseBenefit,,3483000.000,,,-26609000.000,,,,,
DefinedBenefitPlanContributionsByEmployer,,3000000.000,,,15000000.000,,,,,
Depreciation,,72900000.000,,,72638000.000,,,,,
DividendsCommonStockCash,,,,,165569000.000,,,,,
DividendsPreferredStock,,3000.000,2000.000,3000.000,3000.000,2000.000,3000.000,0.000,,
EarningsPerShareBasic,0.850,0.700,0.740,0.890,0.810,0.900,0.840,0.610,,
EarningsPerShareDiluted,0.840,0.700,0.730,0.880,0.800,0.900,0.830,0.610,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-18545000.000,,,-85011000.000,,,,,
EffectiveIncomeTaxRateContinuingOperations,,0.232,,,0.177,0.138,,,0.174,
