,2012-09-30,2013-09-29,2014-09-28,2015-09-27,2016-10-02
AdjustmentForAmortization,,,-10408.000,-10408.000,-10408.000
AmortizationOfFinancingCosts,,,10408.000,10408.000,10408.000
CashAndCashEquivalentsPeriodIncreaseDecrease,106865.000,,348313.000,-98746.000,919681.000
CashPeriodIncreaseDecrease,,165567.000,,,
CostOfGoodsAndServicesSold,531350.000,485076.000,,,
CostOfRevenue,,,500750.000,531485.000,542936.000
CurrentFederalTaxExpenseBenefit,,,,5000.000,-762724.000
CurrentIncomeTaxExpenseBenefit,,50552.000,12750.000,,
CurrentStateAndLocalTaxExpenseBenefit,,,,45500.000,72000.000
DeferredOtherTaxExpenseBenefit,,,,,-777124.000
DepreciationAndAmortization,316487.000,304335.000,318955.000,326399.000,342008.000
DepreciationDepletionAndAmortization,316487.000,311708.000,318955.000,326399.000,342008.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.010,0.030
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,11877.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,0.000,,,
GainLossOnDispositionOfAssets,,-15329.000,,,11877.000
GainLossOnDispositionOfAssets1,,,8167.000,,
GainLossOnSaleOfOtherAssets,,,,10561.000,
GainLossOnSaleOfProperty,,-15329.000,8167.000,,
GainsLossesOnExtinguishmentOfDebt,,105656.000,0.000,,
IncomeLossFromContinuingOperations,,,,,1210833.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,295852.000,241453.000,5168.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,675099.000,
IncomeTaxExpenseBenefit,0.000,50552.000,12750.000,50500.000,-690724.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,0.000,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,12750.000,,
IncomeTaxesPaidNet,0.000,38552.000,24460.000,14409.000,88505.000
IncreaseDecreaseInAccountsPayable,13285.000,-22226.000,5991.000,22881.000,-117298.000
IncreaseDecreaseInAccountsReceivable,20253.000,-10875.000,10875.000,0.000,
IncreaseDecreaseInAccruedLiabilities,-79501.000,57697.000,21491.000,0.000,68088.000
IncreaseDecreaseInInventories,-17377.000,820.000,10638.000,-2990.000,31751.000
IncreaseDecreaseInOtherCurrentLiabilities,,,,54407.000,-16057.000
IncreaseDecreaseInPrepaidExpense,-13382.000,-24187.000,-18904.000,266.000,-127.000
IncreaseInRestrictedCash,,,,-456492.000,0.000
InterestExpense,-274030.000,-248148.000,-209964.000,-216350.000,204087.000
InterestExpenseBorrowings,,-248148.000,,,
InterestPaid,278591.000,254384.000,227223.000,210766.000,201972.000
NetCashProvidedByUsedInFinancingActivities,-268465.000,119274.000,-120935.000,-111555.000,-116661.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-268465.000,119274.000,-120935.000,-111555.000,-116661.000
NetCashProvidedByUsedInInvestingActivities,-154042.000,-338060.000,-198244.000,-1038372.000,-426991.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-154042.000,-338060.000,-198244.000,-1038372.000,-426991.000
NetCashProvidedByUsedInOperatingActivities,529372.000,384353.000,667492.000,1051181.000,1463333.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,529372.000,384353.000,667492.000,1051181.000,1463333.000
NetIncomeLoss,295852.000,190901.000,-7582.000,624599.000,1901557.000
NonoperatingIncomeExpense,-248954.000,,,,
OperatingExpenses,3145536.000,,,,
OperatingIncomeLoss,544806.000,375927.000,217774.000,893422.000,1415978.000
OtherIncome,,8018.000,7766.000,,
OtherNonoperatingIncomeExpense,25076.000,,,8435.000,9350.000
OtherOperatingIncomeExpenseNet,,8018.000,,,
PaymentsOfLoanCosts,,-182601.000,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,-149792.000,-366534.000,-212729.000,-589224.000,431078.000
ProceedsFromBankDebt,,3752000.000,,,
ProceedsFromLinesOfCredit,,,,550000.000,220000.000
ProceedsFromRelatedPartyDebt,,0.000,500000.000,,
ProceedsFromRepaymentsOfFirstMortgageBond,,,0.000,,
ProceedsFromRepaymentsOfLinesOfCredit,-42000.000,,0.000,,
ProceedsFromRepaymentsOfNotesPayable,,,,-111555.000,-116661.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,28474.000,14485.000,7344.000,4087.000
ProceedsFromSalesOfAssetsInvestingActivities,0.000,,,,
ProfitLoss,295852.000,190901.000,,624599.000,1901557.000
RepaymentsOfLinesOfCredit,,0.000,,-550000.000,-220000.000
RepaymentsOfLongTermDebt,,,-120935.000,,
RepaymentsOfNotesPayable,-226465.000,-36343.000,,,
RepaymentsOfRelatedPartyDebt,,,-500000.000,,
RepaymentsOfSecuredDebt,,-3413782.000,,,
Revenues,3690342.000,3735556.000,4009837.000,4379156.000,5026435.000
SalesRevenueNet,3670180.000,3727538.000,3942535.000,4339587.000,4964193.000
SellingGeneralAndAdministrativeExpense,2305694.000,2603689.000,2659863.000,2617289.000,2645548.000
ShareBasedCompensation,1750.000,1500.000,3125.000,4650.000,8250.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,50552.000,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,3125.000,,
TaxAdjustmentsSettlementsAndUnusualProvisions,,,,,-690724.000
TaxesOther,,,,50500.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,74074.000,74205.000,74348.000,74499.000
