,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,25417000.000,20847000.000,31434000.000,36710000.000,27196000.000,22659000.000,23055000.000,24528000.000,27159000.000,33255000.000,26259000.000,24092000.000,30873000.000,37421000.000,30829000.000,27998000.000
AccountsPayableFairValueDisclosure,,,,,,22659000.000,,,,,,,,,,
AccountsReceivableFairValueDisclosure,,,,,,25025000.000,,,,,,,,,,
AccountsReceivableNetCurrent,30905000.000,24952000.000,31697000.000,35138000.000,28333000.000,25025000.000,22484000.000,29072000.000,30110000.000,42907000.000,33672000.000,32814000.000,36921000.000,43328000.000,42180000.000,44975000.000
AccruedLiabilitiesCurrent,5479000.000,7590000.000,10860000.000,10445000.000,9073000.000,8325000.000,6888000.000,7312000.000,7677000.000,8935000.000,7994000.000,7509000.000,7912000.000,8039000.000,9594000.000,9837000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,11657000.000,,,,14141000.000,,,,15419000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,455000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3612000.000,-3677000.000,-3662000.000,-3587000.000,-3671000.000,-3533000.000,-3389000.000,-3329000.000,-3318000.000,-3254000.000,-3284000.000,-3283000.000,-3232000.000,-3152000.000,-3159000.000,-455000.000
AdditionalPaidInCapital,317652000.000,319526000.000,321681000.000,322870000.000,325870000.000,326575000.000,327516000.000,328145000.000,329076000.000,330103000.000,332462000.000,334155000.000,335423000.000,336827000.000,337879000.000,342082000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,215000.000,240000.000,231000.000,22000.000,31000.000,23000.000,23000.000,25000.000,88000.000,87000.000,87000.000,100000.000
Assets,102361000.000,88707000.000,98879000.000,102304000.000,87588000.000,83937000.000,82009000.000,88115000.000,92034000.000,105384000.000,96586000.000,95544000.000,104569000.000,120232000.000,118305000.000,123677000.000
AssetsCurrent,87166000.000,81091000.000,91012000.000,94019000.000,81007000.000,76187000.000,73685000.000,79714000.000,83709000.000,97117000.000,87764000.000,87365000.000,94024000.000,108288000.000,105573000.000,109757000.000
CapitalizedComputerSoftwareNet,,,,,,4900000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,46508000.000,45672000.000,46168000.000,41447000.000,40542000.000,40315000.000,40297000.000,40402000.000,40357000.000,40406000.000,40322000.000,42196000.000,42369000.000,42492000.000,46281000.000,49137000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,40542000.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,200000000.000
CommonStockSharesIssued,57192000.000,57827000.000,57699000.000,58368000.000,58366166.000,58265000.000,58616668.000,58613000.000,58978000.000,59138000.000,59953000.000,60322000.000,60476000.000,60777000.000,61121000.000,62251000.000
CommonStockSharesOutstanding,57192000.000,57827000.000,57699000.000,58368000.000,58366166.000,58265000.000,58616668.000,58613000.000,58978000.000,59138000.000,59953000.000,60322000.000,60476000.000,60777000.000,61121000.000,62251000.000
CommonStockValue,57000.000,58000.000,58000.000,58000.000,58000.000,58000.000,58000.000,58000.000,59000.000,59000.000,60000.000,60000.000,60000.000,61000.000,61000.000,62000.000
DeferredIncomeTaxLiabilities,,,,,,3808000.000,,,,4433000.000,,,,3883000.000,,
DeferredRevenueCurrent,1394000.000,912000.000,883000.000,773000.000,1263000.000,2889000.000,3559000.000,3970000.000,4216000.000,4211000.000,5012000.000,5045000.000,5272000.000,5319000.000,4692000.000,3836000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,1336000.000,,,,1195000.000,,,,1037000.000,,
DeferredTaxAssetsGross,,,,,,103539000.000,,,,102743000.000,,,,98848000.000,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,237000.000,,,,0.000,,,,,,
DeferredTaxAssetsNet,,,,,,0.000,,,,105000.000,,,,92000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,2330000.000,,,,2440000.000,,,,2704000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,386000.000,,,,261000.000,,,,146000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses,,,,,,,,,,873000.000,,,,418000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,429000.000,,,,143000.000,,,,126000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,701000.000,,,,362000.000,,,,433000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,232000.000,,,,171000.000,,,,880000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,,,,,,937000.000,,,,958000.000,,,,1173000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,99731000.000,,,,98205000.000,,,,94873000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,0.000,,,,,,,,,,
DeferredTaxLiabilitiesOther,,,,,,205000.000,,,,548000.000,,,,187000.000,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,500000.000,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,4385000.000,3837000.000,5049000.000,4113000.000,3184000.000,4863000.000,3443000.000,5163000.000,5256000.000,4922000.000,3527000.000,3441000.000,3266000.000,4015000.000,3260000.000,4684000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,3300000.000,,,,3400000.000,,,,5200000.000,,
EstimatedInsuranceRecoveries,,,,,,,,,,,,,,100000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,4256000.000,4256000.000,4256000.000,4256000.000,4256000.000,4256000.000,,,0.000,0.000,0.000,0.000
FiniteLivedIntangibleAssetsGross,,,,,4256000.000,4256000.000,4256000.000,4256000.000,4256000.000,4256000.000,,,1235000.000,2680000.000,3332000.000,4512000.000
FiniteLivedIntangibleAssetsNet,6541000.000,3093000.000,2601000.000,2160000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,1235000.000,2680000.000,3332000.000,4512000.000
Goodwill,4140000.000,,,,,0.000,,,,0.000,,,,0.000,,
GoodwillGross,,,,,,44840000.000,,,,44840000.000,,,,44840000.000,,
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,44840000.000,,,,44840000.000,,,,44840000.000,,
IndefiniteLivedTradeNames,,,,,,100000.000,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,,1235000.000,2680000.000,3332000.000,4512000.000
InventoryFinishedGoods,,,,,2079000.000,1986000.000,1667000.000,,,3628000.000,,,,9069000.000,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,2054000.000,2898000.000,,3297000.000,5505000.000,4881000.000,,6884000.000,5898000.000
InventoryNet,5290000.000,5192000.000,5251000.000,4753000.000,5407000.000,5037000.000,4944000.000,4193000.000,6426000.000,6539000.000,7664000.000,7532000.000,6985000.000,11342000.000,9452000.000,9201000.000
InventoryRawMaterials,,,,,3328000.000,3051000.000,3277000.000,,,2911000.000,,,,2273000.000,,
InventoryRawMaterialsNetOfReserves,,,,,,,,2139000.000,3528000.000,,4367000.000,2027000.000,2104000.000,,2568000.000,3303000.000
Liabilities,38831000.000,35549000.000,50177000.000,54206000.000,44636000.000,45162000.000,43130000.000,46470000.000,47690000.000,57737000.000,47021000.000,44363000.000,52029000.000,57702000.000,50859000.000,48638000.000
LiabilitiesAndStockholdersEquity,102361000.000,88707000.000,98879000.000,102304000.000,87588000.000,83937000.000,82009000.000,88115000.000,92034000.000,105384000.000,96586000.000,95544000.000,104569000.000,120232000.000,118305000.000,123677000.000
LiabilitiesCurrent,38068000.000,34893000.000,49625000.000,53780000.000,43065000.000,41901000.000,39745000.000,43073000.000,44308000.000,53323000.000,42792000.000,40087000.000,47323000.000,54794000.000,48375000.000,46355000.000
LineOfCredit,,,,,,,,,,,,,,,0.000,0.000
LineOfCreditFacilityAmountOutstanding,,,,,1800000.000,2800000.000,2800000.000,2100000.000,0.000,2000000.000,0.000,0.000,0.000,0.000,,
LossContingencyAccrualAtCarryingValue,,,,,,,100000.000,,,,,,,,,
LossContingencyRangeOfPossibleLossMaximum,,,,,1900000.000,,,,,,,,,,,
LossContingencyRangeOfPossibleLossMinimum,,,,,0.000,,,,,,,,,,,
NoncurrentAssets,,,,,,7750000.000,,,,8162000.000,,,,9172000.000,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,6530000.000,,,,5229000.000,,,,2942000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,1301000.000,,,,1232000.000,,,,873000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,1155000.000,,,,488000.000,,,,0.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,1130000.000,,,,1155000.000,,,,360000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,1224000.000,,,,1130000.000,,,,860000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,1232000.000,,,,1224000.000,,,,849000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,488000.000,,,,0.000,,,,0.000,,
OtherAssetsNoncurrent,299000.000,404000.000,294000.000,738000.000,399000.000,603000.000,679000.000,559000.000,533000.000,702000.000,625000.000,602000.000,483000.000,500000.000,288000.000,485000.000
OtherLiabilitiesNoncurrent,763000.000,656000.000,552000.000,426000.000,1571000.000,3261000.000,3385000.000,3397000.000,3382000.000,4414000.000,4229000.000,4276000.000,4706000.000,2908000.000,2484000.000,2283000.000
OtherLongTermDebtCurrent,,141000.000,71000.000,,0.000,0.000,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,4463000.000,5275000.000,7896000.000,12681000.000,6725000.000,5810000.000,5960000.000,6047000.000,6816000.000,7265000.000,6106000.000,4823000.000,7749000.000,11126000.000,7660000.000,6444000.000
ProductLiabilityAccrualComponentAmount,,,,,,,,,,300000.000,,,,100000.000,,
