,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,2400000.000,,,,1100000.000,,,,
AllocatedShareBasedCompensationExpense,,,2503000.000,,,,,,5700000.000,5700000.000,,13800000.000,7600000.000,7300000.000,7000000.000,7900000.000,7300000.000,7300000.000,7500000.000,19300000.000
AmortizationOfDebtDiscountPremium,,474000.000,,474000.000,,,,-400000.000,,,,-800000.000,,,,11700000.000,,,,6300000.000
AmortizationOfFinancingCosts,,1247000.000,,1510000.000,,,,100000.000,,,,600000.000,,,,800000.000,,,,900000.000
AmortizationOfIntangibleAssets,,,,,,,,1700000.000,11300000.000,10200000.000,13300000.000,11500000.000,18200000.000,14600000.000,11700000.000,27500000.000,30000000.000,29900000.000,29600000.000,29500000.000
AssetImpairmentCharges,0.000,,,,,,,,,,,,,799200000.000,,566300000.000,0.000,,,7000000.000
AssetRetirementObligationAccretionExpense,,,,,,,,200000.000,,,,100000.000,,,,100000.000,,,,200000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,500000.000,,,,0.000,,,,,,,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,,,3200000.000,,,,600000.000,,,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,0.000,,,,-3900000.000,,,,-400000.000,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,120542441.000,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,0.010,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,0.010,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,29800000.000,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,1058400000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-3513000.000,,-82000.000,,,,218400000.000,,,,24600000.000,,,,-200000.000,,,,
CashDividendsPaidToParentCompanyByUnconsolidatedSubsidiaries,,,,,,,,,,,,6800000.000,12400000.000,12200000.000,11300000.000,9200000.000,5600000.000,37400000.000,5500000.000,2900000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,-4400000.000,,,,0.000,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,-600000.000,,,,0.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,5000000.000,,,,0.000,,,,,,,,
ComprehensiveIncomeNetOfTax,-1980000.000,3294000.000,-16872000.000,-6079000.000,-9986000.000,-80031000.000,-18371000.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-23000.000,-38000.000,-54000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-2003000.000,3256000.000,-16926000.000,-6079000.000,-9986000.000,-80031000.000,-18371000.000,,,,,,,,,,,,,
CostOfPurchasedOilAndGas,,,307223000.000,341022000.000,359093000.000,368349000.000,478523000.000,538900000.000,661900000.000,597200000.000,696500000.000,657400000.000,968200000.000,861800000.000,757900000.000,586200000.000,732400000.000,788200000.000,908700000.000,1002300000.000
CostsAndExpenses,,,,430803000.000,446358000.000,530189000.000,571895000.000,648000000.000,830900000.000,761300000.000,901100000.000,885500000.000,1202000000.000,1901100000.000,1760900000.000,1405600000.000,986800000.000,1037700000.000,1186600000.000,1264300000.000
CostsAndExpensesRelatedParty,,,,,,,,,,,,,,,,,,,,200000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,,,,,,,,,,,,,0.071,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,,,,,,,,,,,,,,0.027,,,,
DeferredIncomeTaxExpenseBenefit,,-125000.000,,-62000.000,,,,19500000.000,,,,0.000,,,,,,,,
