,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,0.000,,304842.000,
EarningsPerShareBasicAndDiluted,-0.002,-0.010,0.000,-0.010,-0.001
ExchangeFees,,,,0.000,
FinancialServicesCosts,,,,18013.000,230.000
ForeignCurrencyTransactionGainLossRealized,,,,7197.000,-124.000
GainLossOnSaleOfPropertyPlantEquipment,,,,28649.000,
GeneralAndAdministrativeExpense,,,,2478.000,40744.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,
IncreaseDecreaseInAccountsPayable,,0.000,,9257.000,
IncreaseDecreaseInAccruedLiabilities,,0.000,,10370.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,0.000,,0.000,
NetCashProvidedByUsedInFinancingActivities,,3710.000,,354389.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3710.000,,354389.000,
NetCashProvidedByUsedInInvestingActivities,,0.000,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,0.000,
NetCashProvidedByUsedInOperatingActivities,,-3710.000,,-49547.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3710.000,,-49547.000,
NetIncomeLoss,-830.000,-3710.000,,-69174.000,-57179.000
OperatingIncomeLoss,-830.000,-3710.000,-830.000,-33328.000,-57055.000
ProceedsFromIssuanceOfCommonStock,,0.000,,1000.000,
ProceedsFromRelatedPartyDebt,,3710.000,,353389.000,
ProfessionalFees,750.000,3250.000,750.000,12837.000,16081.000
ProfitLoss,,-3710.000,-830.000,,
Revenues,0.000,0.000,0.000,5328.000,
SalesRevenueNet,0.000,0.000,0.000,5328.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,64751.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,18157559.000,39132559.000
WeightedAverageNumberOfSharesOutstandingBasic,4132559.000,,,,
