,2011-04-01,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-11-17,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31
AccountsPayableCurrent,7874000.000,5621000.000,10887000.000,9773000.000,5444000.000,12596000.000,14831000.000,9900000.000,6673000.000,8845000.000,10695000.000,7490000.000,10312000.000,11626000.000,15898000.000,9973000.000,14130000.000,27566000.000,20710000.000,12207000.000,17632000.000,14762000.000,17544000.000,11541000.000,10062000.000
AccountsReceivableGross,,41982000.000,,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,64281000.000,,,,44451000.000,52496000.000,92299000.000,75286000.000,97974000.000,76850000.000,110151000.000,96377000.000,87783000.000,118443000.000,99608000.000,105524000.000,103105000.000,91391000.000,104748000.000,94171000.000,78058000.000,83787000.000,91474000.000
AccountsReceivableNetCurrent,73657000.000,39370000.000,61815000.000,54211000.000,57762000.000,46034000.000,43495000.000,51797000.000,91201000.000,74528000.000,97460000.000,75949000.000,109143000.000,95259000.000,86168000.000,117240000.000,98562000.000,103921000.000,101563000.000,89935000.000,102083000.000,91637000.000,75688000.000,81393000.000,88216000.000
AccruedEmployeeBenefitsCurrent,,,41168000.000,27714000.000,35796000.000,35679000.000,47331000.000,32439000.000,42106000.000,43855000.000,54423000.000,37887000.000,49568000.000,58684000.000,71677000.000,45483000.000,57852000.000,61353000.000,70317000.000,51410000.000,51229000.000,62407000.000,71261000.000,50580000.000,59458000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,28952000.000,,,,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,821000.000,3675000.000,4762000.000,18662000.000,9391000.000,3147000.000,2424000.000,12890000.000,5516000.000,1012000.000,3394000.000,2412000.000,9148000.000,7310000.000,2600000.000,1754000.000,1144000.000,0.000,754000.000,2701000.000,0.000,212000.000,2304000.000,1514000.000,25000.000
AccruedLiabilitiesCurrent,128342000.000,114344000.000,117035000.000,96785000.000,108245000.000,111596000.000,116092000.000,99019000.000,119638000.000,119154000.000,137795000.000,124964000.000,144382000.000,153070000.000,158376000.000,159360000.000,189507000.000,163776000.000,169307000.000,159635000.000,158534000.000,174573000.000,169055000.000,169711000.000,179029000.000
AccruedProfessionalFeesCurrent,,,5727000.000,5200000.000,4324000.000,,4893000.000,5267000.000,4064000.000,4132000.000,4402000.000,5219000.000,6817000.000,6840000.000,6162000.000,4439000.000,4386000.000,4195000.000,6523000.000,5003000.000,4274000.000,6169000.000,6528000.000,7829000.000,7896000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,5732000.000,,,,,,,,,,,,,,,,,,,,,,,
