,2017-01-28,2017-04-29
AccountsPayableCurrent,111449000.000,140603000.000
AccountsReceivableNetCurrent,187954000.000,223346000.000
AccruedBonusesCurrent,343000.000,3629000.000
AccruedIncomeTaxesCurrent,-1171000.000,2476000.000
AccruedMarketingCostsCurrent,4180000.000,3853000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,67572000.000,72433000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,58000.000,171000.000
AdditionalPaidInCapital,272385000.000,526277000.000
Assets,942197000.000,1175431000.000
AssetsCurrent,560981000.000,673262000.000
AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,228436000.000,228800000.000
CashAndCashEquivalentsAtCarryingValue,15137000.000,13950000.000
CommonStockParOrStatedValuePerShare,,0.001
CommonStockSharesAuthorized,,605000000.000
CommonStockSharesIssued,,63722795.000
CommonStockSharesOutstanding,,63722795.000
CommonStockValue,,64000.000
CustomerAdvancesCurrent,107038000.000,106747000.000
DebtAndCapitalLeaseObligations,336008000.000,
DeferredTaxLiabilitiesNoncurrent,9366000.000,8229000.000
DividendsPayableCurrent,,3187000.000
EmployeeRelatedLiabilitiesCurrent,27804000.000,27745000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,50460000.000,53156000.000
FiniteLivedIntangibleAssetsGross,88923000.000,88923000.000
FiniteLivedIntangibleAssetsNet,38463000.000,35767000.000
Goodwill,87639000.000,170386000.000
IndefiniteLivedTradeNames,89363000.000,89363000.000
IntangibleAssetsNetExcludingGoodwill,127826000.000,125130000.000
InterestPayableCurrent,6023000.000,1794000.000
InventoryFinishedGoods,59774000.000,66225000.000
InventoryGross,352546000.000,428133000.000
InventoryNet,341495000.000,417630000.000
InventoryRawMaterials,116851000.000,137895000.000
InventoryValuationReserves,11051000.000,10503000.000
InventoryWorkInProcess,139156000.000,185884000.000
Liabilities,664428000.000,640020000.000
LiabilitiesAndStockholdersEquity,942197000.000,1175431000.000
LiabilitiesCurrent,294224000.000,326865000.000
LineOfCredit,159600000.000,208500000.000
LongTermDebt,,281506000.000
LongTermDebtCurrent,,750000.000
LongTermDebtNoncurrent,,280756000.000
OtherAssetsCurrent,16395000.000,18336000.000
OtherAssetsNoncurrent,3897000.000,8454000.000
OtherInventoryPurchasedGoods,36765000.000,38129000.000
OtherLiabilitiesCurrent,54583000.000,56884000.000
OtherLiabilitiesNoncurrent,24830000.000,24170000.000
OtherSundryLiabilitiesCurrent,17080000.000,14200000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,5000.000,95000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PropertyPlantAndEquipmentGross,229426000.000,270632000.000
PropertyPlantAndEquipmentNet,161854000.000,198199000.000
RestructuringReserve,324000.000,
RestructuringReserveCurrent,324000.000,
RetainedEarningsAccumulatedDeficit,5274000.000,8899000.000
SeniorNotes,176408000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,0.000,0.000
StandardProductWarrantyAccrual,37931000.000,38286000.000
StandardProductWarrantyAccrualCurrent,21154000.000,21881000.000
StandardProductWarrantyAccrualNoncurrent,16777000.000,16405000.000
StockholdersEquity,277769000.000,535411000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,277769000.000,535411000.000
TemporaryEquityCarryingAmountAttributableToParent,,0.000
TemporaryEquitySharesOutstanding,0.000,0.000
UnrecognizedTaxBenefits,3057000.000,3100000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,1100000.000
