,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,375000.000,275000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,733653.000,796000.000,669000.000
AmortizationOfAcquisitionCosts,,6347139.000,1878000.000,0.000
AmortizationOfDebtDiscountPremium,,183022.000,116000.000,9000.000
AmortizationOfIntangibleAssets,,280074.000,600000.000,800000.000
AssetImpairmentCharges,,,594000.000,0.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,-2163729.000,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,13397557.000,,
CashAcquiredFromAcquisition,,,667000.000,1420000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2067220.000,-5527239.000,-10562000.000,-574000.000
ComprehensiveIncomeNetOfTax,,-4058612.000,-1550000.000,2274000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-138000.000,88000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-1688000.000,2362000.000
CostOfReimbursableExpense,,4784739.000,4448000.000,4810000.000
CostsAndExpenses,,138019889.000,136986000.000,171081000.000
CurrentFederalTaxExpenseBenefit,,230542.000,1061000.000,1457000.000
CurrentForeignTaxExpenseBenefit,,900000.000,,
CurrentStateAndLocalTaxExpenseBenefit,,136018.000,114000.000,427000.000
DeferredFederalIncomeTaxExpenseBenefit,,-2139543.000,-2247000.000,255000.000
DeferredForeignIncomeTaxExpenseBenefit,,-747000.000,,
DeferredIncomeTaxExpenseBenefit,-818684.000,-3504298.000,-2736000.000,98000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-60501.000,-43000.000,-58000.000
DefinedContributionPlanCostRecognized,,150452.000,,
DepreciationDepletionAndAmortization,1398012.000,1313068.000,1982000.000,2361000.000
EarningsPerShareBasic,,-0.510,-0.230,0.460
EarningsPerShareBasicAndDiluted,,-0.510,-0.230,0.460
EarningsPerShareDiluted,,-0.510,-0.230,0.440
EffectOfExchangeRateOnCashAndCashEquivalents,-133203.000,-355779.000,269000.000,135000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,,0.340
ForeignCurrencyTransactionGainLossBeforeTax,,467628.000,-1139000.000,-1093000.000
GoodwillAcquiredDuringPeriod,,,5289000.000,6926000.000
GoodwillTranslationAdjustments,,,307000.000,-948000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,3236641.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-8500948.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-5264307.000,-2885000.000,5476000.000
IncomeTaxExpenseBenefit,,-1680484.000,-1115000.000,2081000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1448562.000,,87000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-643128.000,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-1790238.000,-981000.000,1832000.000
IncomeTaxReconciliationOtherAdjustments,,30864.000,-158000.000,-4000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,118400.000,75000.000,243000.000
IncomeTaxesPaidNet,2524790.000,-444577.000,461000.000,-63000.000
IncreaseDecreaseInAccountsPayable,-578124.000,745375.000,1792000.000,640000.000
IncreaseDecreaseInAccountsReceivable,-1570699.000,3264127.000,1104000.000,11978000.000
IncreaseDecreaseInAccruedTaxesPayable,-1172649.000,232967.000,323000.000,-75000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,5647926.000,907485.000,908000.000,8049000.000
IncreaseDecreaseInIncomeTaxesReceivable,1592562.000,-1592562.000,0.000,
IncreaseDecreaseInOtherAccruedLiabilities,-888691.000,281457.000,983000.000,-3078000.000
IncreaseDecreaseInOtherOperatingAssets,832690.000,3307839.000,1027000.000,1683000.000
IncreaseDecreaseInPrepaidExpense,-193101.000,596176.000,-423000.000,-857000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,0.000,0.000,276207.000
InterestIncomeExpenseNet,,-159664.000,-179000.000,-266000.000
InterestPaid,38782.000,21185.000,273000.000,396000.000
LaborAndRelatedExpense,,105732358.000,100553000.000,128727000.000
LeaseAndRentalExpense,,9898737.000,8277000.000,10544000.000
LiabilitiesFairValueAdjustment,,,,500000.000
LineOfCreditFacilityInterestRateDuringPeriod,,0.035,,
MinorityInterestDecreaseFromRedemptions,,,,3852000.000
NetCashProvidedByUsedInFinancingActivities,-1178143.000,-1179059.000,-3745000.000,11273000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1178143.000,-1179059.000,-3745000.000,11273000.000
NetCashProvidedByUsedInInvestingActivities,,-3834330.000,-9735000.000,-11656000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-3834330.000,-9735000.000,-11656000.000
NetCashProvidedByUsedInOperatingActivities,1667248.000,-513850.000,2918000.000,-191000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1667248.000,-513850.000,2918000.000,-191000.000
NetIncomeLoss,-3234562.000,-3583823.000,-1632000.000,3307000.000
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,,,-138000.000,88000.000
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,0.000,769000.000
NotesIssued1,,,2592000.000,6364000.000
OperatingIncomeLoss,,-5104643.000,-2706000.000,5742000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,492761.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-373438.000,82000.000,-1033000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,-474789.000,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,0.000,,
OtherGeneralAndAdministrativeExpense,,27502792.000,31985000.000,37544000.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,1033000.000,3740000.000
PaymentsForRepurchaseOfCommonStock,,1023719.000,0.000,-58000.000
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,,,,-1629000.000
PaymentsToAcquireAdditionalInterestInSubsidiaries,,,,1629000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,3564043.000,1033000.000,3740000.000
PaymentsToAcquireNotesReceivable,,,7210000.000,4591000.000
PaymentsToAcquirePropertyPlantAndEquipment,-2556325.000,270287.000,1665000.000,2696000.000
PensionAndOtherPostretirementBenefitExpense,,0.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,17207000.000
ProfitLoss,,,-1770000.000,3395000.000
ReimbursementRevenue,,4533667.000,4002000.000,4290000.000
RepaymentsOfLongTermDebt,179442.000,155340.000,3745000.000,5992000.000
RestructuringCharges,,882080.000,782000.000,
Revenues,,132915246.000,134280000.000,176823000.000
SalesRevenueNet,,132915246.000,134280000.000,176823000.000
SalesRevenueServicesNet,,128381579.000,130278000.000,172533000.000
ShareBasedCompensation,2114898.000,733531.000,796000.000,669000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,0.000,125165.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,0.472,0.503
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.009,0.019
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,0.000,190441.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,0.000,1000.000,1500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,0.000,94100.000,105500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,3.250,5.160
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,0.000,0.000,4.610
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,0.000,0.000,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,0.000,0.000,4.650
